phone_id,track_no,pathLength,timeStopped,noStops,timeSpent,inactiveTime,sThetaChange,sThetaIn,sThetaOut,sThetaInOut,timePerStop,totAvrgSpeed,timesStoppedHere,pathPerShortest,timePerShortest,speedLessThan3,speedLessThan2,speedLessThan1,anglelargerthan5,anglelargerthan10,anglelargerthan15,anglelargerthan20,speedLargerThan10,x1,y1,x2,y2,characteristic
HT25TW5055273593c875a9898b00,5,4.771579431749153,0.0,0.0,0.34529892180047894,0.0,0.6737449378948185,0.0,0.0,0.0,0.0,13.81869195208861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,590.0,344.0,720.0,364.0,1
HT25TW5055273593c875a9898b00,5,124.07992141721704,0.0,1.0,4.579116883106993,0.0,2.4683794765569953,0.0,0.0,0.0,0.0,27.0969107329331,0.0,4.455055646568742,27.851486324931244,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,200.0,322.0,330.0,344.0,1
HT25TW5055273593c875a9898b00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,302.0,330.0,322.0,1
HT25TW5055273593c875a9898b00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,302.0,850.0,322.0,1
HT25TW5055273593c875a9898b00,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,302.0,590.0,322.0,1
HT25TW5055273593c875a9898b00,6,106.96423861718777,0.0,1.0,0.7307845334925304,0.0,6.5695002550071395,0.0,0.0,0.0,1.0,146.3690509512967,1.0,15.932836240537064,6.713446181354979,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,460.0,322.0,590.0,344.0,1
HT25TW5055273593c875a9898b00,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,344.0,330.0,364.0,1
HT25TW5055273593c875a9898b00,6,129.4104044794999,0.0,1.0,1.928007492348483,0.0,0.9680079747828925,0.0,0.0,0.0,0.0,67.12131824854406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,590.0,322.0,720.0,344.0,1
HT25TW5055273593c875a9898b00,6,83.84898833364731,0.0,1.0,3.0,0.0,0.958815273574023,0.0,0.0,0.0,0.0,27.949662777882438,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,330.0,302.0,460.0,322.0,1
HT25TW5055273593c875a9898b00,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,302.0,850.0,322.0,1
HT25TW5055273593c875a9898b00,6,2.2282099967405586,0.0,1.0,0.0,0.0,0.7255728183097461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,344.0,850.0,364.0,1
HT25TW5055273593c875a9898b00,6,6.738853861809844,0.0,1.0,0.3412080004309524,0.0,0.2967345311264475,0.0,0.0,0.0,1.0,19.749987846998135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,460.0,344.0,590.0,364.0,1
HT25TW5055273593c875a9898b00,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,302.0,330.0,322.0,1
HT25TW5055273593c875a9898b00,6,118.0153496778714,0.0,2.0,3.0,0.0,6.53160217080016,0.0,0.0,0.0,1.5,39.3384498926238,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,720.0,322.0,850.0,344.0,1
HT25TW5055273593c875a9898b00,6,132.50145317662617,0.0,3.0,0.0,0.0,3.8398588807876624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,322.0,330.0,344.0,1
HT25TW5055273593c875a9898b00,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,344.0,720.0,364.0,1
HT25TW5055273593c875a9898b00,6,51.68446312310563,0.0,1.0,3.0,0.0,5.56555745677542,0.0,0.0,0.0,0.0,17.228154374368543,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,330.0,322.0,460.0,344.0,1
HT25TW5055273593c875a9898b00,6,24.218130827555896,0.0,1.0,0.0,0.0,5.0348600898133915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,302.0,590.0,322.0,1
HT25TW5055273593c875a9898b00,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,302.0,720.0,322.0,1
HT25TW5055273593c875a9898b00,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,344.0,460.0,364.0,1
HT25TW5055273593c875a9898b00,7,42.39967712426356,0.0,0.0,0.0,0.0,0.30794714233447185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,322.0,850.0,344.0,1
HT25TW5055273593c875a9898b00,7,126.2218712905322,0.0,0.0,8.914240206798095,0.0,0.29919856455593385,0.0,0.0,0.0,0.0,14.15957707694191,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,330.0,302.0,460.0,322.0,1
HT25TW5055273593c875a9898b00,7,522.6865335228277,0.0,4.0,27.703782459435892,0.0,6.215743069921809,0.0,0.0,0.0,1.75,18.866973644777556,7.0,2.004969160071726,260.695547807892,12.0,0.0,0.0,11.0,0.0,0.0,0.0,9.0,590.0,344.0,720.0,364.0,1
HT25TW5055273593c875a9898b00,7,357.23762874003864,0.0,6.0,178.08853284717543,0.0,11.858452718903981,0.0,0.0,0.0,2.5,2.005955257358417,15.0,1.5063943130606334,237.14748896935032,20.0,1.0,665.0,19.0,0.0,2.0,0.0,0.0,590.0,322.0,720.0,344.0,1
HT25TW5055273593c875a9898b00,7,174.7432063740704,0.0,0.0,536.4675767477058,665.0,1.7608081201630101,0.0,0.0,0.0,0.0,0.32572929650928373,0.0,0.0,0.0,2.0,0.0,665.0,6.0,0.0,0.0,0.0,1.0,590.0,302.0,720.0,322.0,1
HT25TW5055273593c875a9898b00,7,411.3964730701136,0.0,3.0,18.04286803759998,0.0,11.657850421075821,0.0,0.0,0.0,1.6666666666666667,22.801057582020455,5.0,21.992349978548653,18.706344409369162,2.0,0.0,0.0,10.0,0.0,2.0,0.0,4.0,330.0,322.0,460.0,344.0,1
HT25TW5055273593c875a9898b00,7,210.41382001012627,0.0,2.0,17.541729617343194,0.0,3.6916220694846174,0.0,0.0,0.0,7.0,11.995044080607302,14.0,1.0949180411948198,192.17312355225604,5.0,6.0,0.0,12.0,0.0,0.0,0.0,1.0,200.0,302.0,330.0,322.0,1
HT25TW5055273593c875a9898b00,7,337.99799134265595,0.0,3.0,887.6046466503714,665.0,6.482730398380477,0.0,0.0,0.0,14.666666666666666,0.38079790661099794,44.0,3.0479340783143383,110.89412784465009,3.0,18.0,1342.0,1358.0,0.0,0.0,0.0,7.0,460.0,344.0,590.0,364.0,1
