Time still vs. Total angle changed from (330, 302) to (560, 323)
Total angle changed (radians)
Time still (sec)
0.97871095,0.0,1.0
0.12811576,0.0,1.0
1.5707964,0.0,1.0
0.74969906,0.0,1.0
1.9367827,0.0,1.0
5.5022187,7.0,1.0
0.89536566,0.0,1.0
1.559046,0.0,1.0
4.040113,4.0,1.0
4.589189,0.0,1.0
0.30043894,1.0,1.0
1.8562592,0.0,1.0
6.1156607,0.0,1.0
0.32564157,0.0,1.0
0.7316864,0.0,1.0
0.07357516,0.0,1.0
0.0,0.0,1.0
1.766497,0.0,1.0
3.4196396,0.0,1.0
2.150669,0.0,1.0
3.1415927,1.0,1.0
0.66596925,6.0,1.0
0.5538899,5.0,1.0
1.1420779,0.0,1.0
1.3852112,0.0,1.0
0.0,0.0,1.0
1.0689396,0.0,1.0
0.38183084,0.0,1.0
0.22806014,0.0,1.0
1.7107506,2.0,1.0
0.76714593,0.0,1.0
1.262838,0.0,1.0
0.76239717,0.0,1.0
2.0419626,0.0,1.0
0.33321247,0.0,1.0
1.2248958,0.0,1.0
0.7072965,0.0,1.0
0.95426095,0.0,1.0
1.5548705,0.0,1.0
0.13059573,0.0,1.0
1.5690801,0.0,1.0
0.39479113,0.0,1.0
0.19852653,0.0,1.0
0.24680023,1.0,1.0
0.066404685,0.0,1.0
0.0,0.0,1.0
0.103191696,0.0,1.0
0.4636476,0.0,1.0
0.4339205,0.0,1.0
0.13240491,0.0,1.0
0.72116625,0.0,1.0
0.0952785,1.0,1.0
0.13781618,0.0,1.0
1.522168,0.0,1.0
0.19912507,0.0,1.0
1.701392,0.0,1.0
0.5621347,0.0,1.0
0.78843457,0.0,1.0
1.1159757,1.0,1.0
0.038036615,0.0,1.0
0.39113602,0.0,1.0
0.43568286,0.0,1.0
0.3399269,0.0,1.0
1.2527088,1.0,1.0
0.21544923,0.0,1.0
0.0,0.0,1.0
0.054583594,0.0,1.0
0.08479531,0.0,1.0
0.4081491,0.0,1.0
1.2653891,1.0,1.0
0.0,0.0,1.0
1.3160508,1.0,1.0
0.032574706,0.0,1.0
1.8279079,0.0,1.0
0.11065722,0.0,1.0
0.0,0.0,1.0
0.67576516,5.0,1.0
0.009758593,0.0,1.0
0.40442207,0.0,1.0
0.0685945,0.0,1.0
0.17636615,0.0,1.0
0.47116625,1.0,1.0
0.48631376,0.0,1.0
0.0,0.0,1.0
0.0,5.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
3.6846235,2.0,1.0
0.03819252,0.0,1.0
1.5350972,6.0,1.0
1.4619842,1.0,1.0
0.50939035,2.0,1.0
1.7860185,0.0,1.0
0.09783066,0.0,1.0
5.3579545,3.0,1.0
0.347575,0.0,1.0
0.4636476,0.0,1.0
0.0,0.0,1.0
3.2104492,2.0,1.0
2.3204954,0.0,1.0
0.9176367,0.0,1.0
1.5707964,0.0,1.0
2.888517,2.0,1.0
1.8455234,0.0,1.0
0.82696104,4.0,1.0
1.1129552,1.0,1.0
2.1670122,4.0,1.0
1.3097724,0.0,1.0
3.1989434,0.0,1.0
0.0,3.0,1.0
0.5667292,0.0,1.0
1.2901565,0.0,1.0
0.0,0.0,1.0
0.827701,0.0,1.0
0.07004523,9.0,1.0
0.0,0.0,1.0
0.0,2.0,1.0
1.0767858,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.8389662,0.0,1.0
1.1215363,0.0,1.0
6.3185296,0.0,1.0
0.30756712,0.0,1.0
0.5546303,0.0,1.0
2.125792,0.0,1.0
0.67114383,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,2.0,1.0
0.9243388,3.0,1.0
3.1415927,0.0,1.0
0.33809787,0.0,1.0
1.2335432,0.0,1.0
2.6745348,2.0,1.0
3.1415927,0.0,1.0
0.6874151,0.0,1.0
0.02770049,0.0,1.0
0.13059573,1.0,1.0
0.23860933,0.0,1.0
1.5707964,0.0,1.0
0.3498556,0.0,1.0
0.2639378,0.0,1.0
0.344811,0.0,1.0
5.3308907,5.0,1.0
6.954846,12.0,1.0
1.0714496,0.0,1.0
2.0064793,0.0,1.0
0.0,0.0,1.0
0.95426095,0.0,1.0
0.74969906,0.0,1.0
0.1389943,0.0,1.0
0.360566,0.0,1.0
0.6858179,4.0,1.0
4.3906384,0.0,1.0
0.117673576,0.0,1.0
0.19739556,0.0,1.0
0.26779923,0.0,1.0
0.21422553,5.0,1.0
1.0040671,0.0,1.0
0.13352905,0.0,1.0
1.110223E-16,0.0,1.0
0.07677189,2.0,1.0
0.08436646,2.0,5.0
9.424778,8.0,5.0
0.6842116,3.0,5.0
0.18353523,2.0,5.0
5.71555,19.0,5.0
0.6235416,3.0,5.0
0.0,0.0,5.0
0.0,1.0,5.0
0.0,4.0,5.0
0.13863973,5.0,5.0
1.1182184,0.0,5.0
1.1182184,0.0,5.0
0.0,0.0,5.0
0.7860319,4.0,5.0
0.17567816,4.0,5.0
0.11343499,2.0,5.0
0.17636615,6.0,5.0
0.17636615,0.0,5.0
0.11869561,0.0,5.0
1.3539227,2.0,5.0
1.6203778,4.0,5.0
0.0,0.0,5.0
0.0072224615,2.0,5.0
0.07159059,0.0,5.0
1.8094057,0.0,5.0
0.11527613,2.0,5.0
0.30015644,0.0,5.0
0.0,0.0,5.0
1.6393908,0.0,5.0
0.07261705,2.0,5.0
0.0,0.0,5.0
0.055627007,2.0,5.0
0.0,0.0,5.0
0.3380697,0.0,5.0
0.2797464,4.0,5.0
0.041260973,0.0,5.0
0.10964601,0.0,5.0
0.38936663,0.0,5.0
0.47398517,0.0,5.0
0.49934673,2.0,5.0
0.18164884,0.0,5.0
0.17809294,0.0,5.0
8.634223,0.0,5.0
0.37369344,0.0,5.0
0.0,7.0,5.0
0.0,2.0,5.0
1.6203778,0.0,5.0
0.98968774,3.0,5.0
0.827701,0.0,5.0
1.5707964,2.0,5.0
0.0,0.0,5.0
0.0,2.0,5.0
0.23860933,0.0,5.0
0.3498556,2.0,5.0
0.028073745,2.0,5.0
0.5151894,0.0,5.0
0.23860933,0.0,5.0
0.23860933,4.0,5.0
1.0040671,0.0,5.0
0.0,0.0,5.0
1.1426749,2.0,5.0
0.23309468,6.0,5.0
0.0,0.0,5.0
0.41689807,2.0,5.0
1.0040671,7.0,5.0
0.11343499,0.0,5.0
0.9501166,0.0,5.0
0.17636615,0.0,5.0
1.1182184,0.0,5.0
0.3494689,0.0,5.0
0.7576524,7.0,5.0
0.7654578,0.0,5.0
