Path length vs. Time spent from (100, 302) to (330, 323)
Time spent (sec)
Path length (points/sec)
4.4592595,145.22934,1.0
1.3777785,160.22894,1.0
0.91851944,115.99922,1.0
2.918519,128.10815,1.0
6.9185185,70.10854,1.0
0.91851944,57.99961,1.0
42.0,0.0,1.0
4.0,0.0,1.0
6.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
2.0,0.0,1.0
0.0,0.0,1.0
2.125874,58.116436,1.0
1.0,43.0,1.0
9.0,47.539455,1.0
0.0,0.0,1.0
0.45925945,102.22933,1.0
45.0,0.0,1.0
0.0,0.0,1.0
0.9185189,44.576565,1.0
1.8370378,64.89263,1.0
0.918519,36.30765,1.0
3.0,47.539455,1.0
7.0,0.0,1.0
2.0,0.0,1.0
5.0,122.71512,1.0
9.0,42.0,1.0
7.0,21.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
9.0,0.0,1.0
0.0,0.0,1.0
7.9185185,28.904156,1.0
0.0,0.0,1.0
5.4592595,100.99961,1.0
0.45925924,64.04814,1.0
0.0,0.0,1.0
7.0,21.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
13.0,362.15894,1.0
3.0,66.0,1.0
23.0,53.0,1.0
13.0,159.0,1.0
0.0,0.0,1.0
2.0,0.0,1.0
3.0,0.0,1.0
3.0,148.0,1.0
6.0,119.0,1.0
2.0,53.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.5407405,127.22421,1.0
7.0,172.0,1.0
0.0,0.0,1.0
1.0814819,43.195015,1.0
3.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
2.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.0
1.9185189,221.59431,1.0
0.9185185,128.42929,1.0
0.0,0.0,1.0
0.0,0.0,1.0
6.0,53.0,1.0
9.0,33.0,1.0
5.0,0.0,1.0
4.0,0.0,1.0
3.0,132.0,1.0
93.0,178.0,1.0
2.0,0.0,1.0
15.0,165.0,1.0
4.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.0
0.0,0.0,1.0
1.0,0.0,1.0
12.0,251.97945,1.0
0.0,0.0,1.0
1.0,0.0,1.0
7.0,0.0,1.0
6.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
8.0,0.0,1.0
7.0,148.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
7.0,33.0,1.0
17.91852,149.97183,1.0
0.0,0.0,1.0
3.0,0.0,1.0
12.459259,102.22933,1.0
2.9185183,23.004255,1.0
0.0,0.0,1.0
36.0,495.0,1.0
2.0,0.0,1.0
2.0,0.0,1.0
13.0,55.0,1.0
7.0,63.0,1.0
1.377779,99.886604,1.0
2.3777778,124.863304,1.0
26.377777,323.12613,1.0
0.0,0.0,1.0
0.0,0.0,1.0
13.0,106.0,1.0
0.0,0.0,1.0
5.0,18.0,1.0
8.45926,243.07434,1.0
23.459259,399.00192,1.0
1.8370366,46.00851,1.0
3.4592593,28.904156,1.0
1.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.9185181,99.440186,1.0
17.0,117.42534,1.0
14.0,36.0,1.0
1.0,37.589893,1.0
2.0,0.0,1.0
1.0,0.0,1.0
0.0,0.0,1.0
44.0,466.60358,5.0
7.9185195,126.38843,5.0
2.0,18.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
4.0,86.0,5.0
1.0,0.0,5.0
0.4295455,85.895615,5.0
0.27954546,82.53494,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.12857144,40.998413,5.0
10.918519,163.43358,5.0
4.9185185,44.1818,5.0
0.0,0.0,5.0
11.0,0.0,5.0
8.0,208.06207,5.0
0.0,0.0,5.0
4.0,129.0,5.0
2.4818988,481.1185,5.0
3.0,86.0,5.0
4.0,22.0,5.0
6.0,53.0,5.0
8.0,105.43024,5.0
10.0,267.90182,5.0
16.0,0.0,5.0
2.0,0.0,5.0
7.0,0.0,5.0
8.0,32.0,5.0
0.0,0.0,5.0
781.12665,171.0078,5.0
5.0,67.44627,5.0
24.0,218.3098,5.0
2.9185193,36.307663,5.0
9.837038,174.5915,5.0
14.918519,320.98505,5.0
2.0,0.0,5.0
4.0,0.0,5.0
3.918518,100.80792,5.0
0.9185184,26.181803,5.0
0.0,0.0,5.0
3.0,224.55511,5.0
2.377779,327.20612,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
3.0814805,175.08855,5.0
0.0,0.0,5.0
0.91851854,117.564095,5.0
0.0,0.0,5.0
22.0,306.29376,5.0
0.0,0.0,5.0
1.8714286,624.6452,5.0
16.0,209.91704,5.0
0.0,0.0,5.0
11.0,185.0,5.0
2.0,0.0,5.0
0.0,0.0,5.0
7.0,43.0,5.0
12.45926,408.7882,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
13.0,176.936,5.0
6.0,130.0,5.0
2.346154,42.038906,5.0
0.0,0.0,5.0
2.0,0.0,5.0
13.0,132.44627,5.0
0.9185188,55.43358,5.0
3.9185188,132.43358,5.0
4.0,53.0,5.0
3.0,33.0,5.0
2.0,0.0,5.0
0.15000005,34.089634,5.0
0.15000005,34.089634,5.0
18.0,65.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
1.8370377,87.44039,5.0
8.459259,233.12907,5.0
18.918518,179.09221,5.0
9.918519,72.362175,5.0
0.0,0.0,5.0
14.0,65.0,5.0
11.0,27.658634,5.0
1.837037,128.09628,5.0
0.45,71.17749,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.9185188,74.12453,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.12857144,42.91456,5.0
0.0,0.0,5.0
7.9185185,230.92331,5.0
0.0,0.0,5.0
2.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.086538464,42.038906,5.0
0.086538464,42.038906,5.0
0.0,0.0,5.0
1.8370385,179.34662,5.0
14.0,51.0,5.0
29.0,615.6934,5.0
2.3272727,74.05716,5.0
0.0,0.0,5.0
0.0,0.0,5.0
4.0,65.0,5.0
0.17307693,42.038906,5.0
2.0642858,83.037315,5.0
0.086538464,42.038906,5.0
1.1022727,43.38726,5.0
3.0,199.89255,5.0
12.0,456.51178,5.0
1.4592597,188.06088,5.0
6.3777795,185.98497,5.0
2.0,0.0,5.0
4.0,79.07591,5.0
2.9185183,81.1818,5.0
1.0,0.0,5.0
158.0,53.0,5.0
12.039743,230.17473,5.0
2.0,0.0,5.0
89.37778,139.80846,5.0
1.8370383,136.71841,5.0
7.3777785,100.355804,5.0
13.918518,133.76326,5.0
4.0,0.0,5.0
0.15,37.52407,5.0
0.12857145,33.473114,5.0
0.38271594,64.29071,5.0
0.0,0.0,5.0
14.0,97.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
8.0,67.44627,5.0
0.0,0.0,5.0
0.9185192,72.362175,5.0
0.0,0.0,5.0
2.0,0.0,5.0
2.2561433,79.11241,5.0
10.377778,203.12453,5.0
0.0,0.0,5.0
0.0,0.0,5.0
2.0,0.0,5.0
11.0,69.71512,5.0
1.2115383,37.944912,5.0
0.0,0.0,5.0
11.837039,389.2409,5.0
0.45925966,36.307663,5.0
12.0,36.71512,5.0
0.0,0.0,5.0
0.0,0.0,5.0
4.0,0.0,5.0
8.0,129.0,5.0
2.0,22.0,5.0
7.0,21.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
2.3777788,93.362175,5.0
3.0,32.0,5.0
3.0,0.0,5.0
44.659275,179.59012,5.0
4.5925922,64.04814,5.0
3.0,36.71512,5.0
4.0,66.0,5.0
4.0,101.71512,5.0
0.0,0.0,5.0
2.9185174,209.45215,5.0
7.0,113.0,5.0
14.0,122.76354,5.0
2.9185195,177.3646,5.0
0.9185187,25.359268,5.0
0.0,0.0,5.0
0.9185184,26.181803,5.0
3.8370368,52.363605,5.0
0.0,0.0,5.0
17.0,303.18082,5.0
0.15,37.52407,5.0
3.0,18.0,5.0
0.0,0.0,5.0
2.0,0.0,5.0
7.0,245.02231,5.0
13.0,192.45267,5.0
0.9185184,26.181803,5.0
13.0,236.30501,5.0
0.0,0.0,5.0
11.0,65.0,5.0
2.0,99.0,5.0
5.0,37.589893,5.0
2.0,0.0,5.0
1.0,0.0,5.0
2.0,53.0,5.0
2.0,27.658634,5.0
1.0,57.870544,5.0
0.0,0.0,5.0
2.0,22.0,5.0
3.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
2.918518,25.628136,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.9185184,28.904156,5.0
8.459259,199.63336,5.0
0.0,0.0,5.0
1.377779,36.307663,5.0
0.39182824,86.21685,5.0
3.8370383,77.18419,5.0
4.9185185,44.1818,5.0
1.8370368,52.363605,5.0
0.0,0.0,5.0
4.377779,73.02278,5.0
0.0,0.0,5.0
0.16402113,46.212063,5.0
2.9185193,63.966297,5.0
0.9185187,25.359268,5.0
0.0,0.0,5.0
5.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
2.0,0.0,5.0
1.8370368,52.363605,5.0
3.9185188,132.43358,5.0
23.296297,297.966,5.0
5.0,0.0,5.0
0.0,0.0,5.0
2.0,53.0,5.0
3.0,0.0,5.0
11.0,253.28302,5.0
0.0,0.0,5.0
0.0,0.0,5.0
2.0,0.0,5.0
0.0,0.0,5.0
1.0,98.65597,5.0
0.0,0.0,5.0
6.0000005,225.18,5.0
0.0,0.0,5.0
0.12857144,32.343063,5.0
20.41853,558.6116,5.0
1.0,67.44627,5.0
0.0,0.0,5.0
2.9185193,63.966297,5.0
0.0,0.0,5.0
2.0,0.0,5.0
3.0,0.0,5.0
2.0,0.0,5.0
7.4592595,287.65015,5.0
0.16402115,51.335804,5.0
0.0,0.0,5.0
5.0,151.0,5.0
0.0,0.0,5.0
2.0,33.0,5.0
15.0,158.41,5.0
4.0,47.539455,5.0
0.0,0.0,5.0
0.91851926,89.67331,5.0
18.0,424.53024,5.0
0.0,0.0,5.0
0.0,0.0,5.0
4.377779,36.307663,5.0
4.9185195,53.733376,5.0
3.0,0.0,5.0
2.0,55.0,5.0
10.0,108.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
