Path length vs. Time spent from (330, 302) to (560, 323)
3.7516406,324.72906,5.0
14.138461,448.03772,5.0
16.90196,278.66315,5.0
4.276923,149.41196,5.0
0.10714285,18.10302,5.0
0.39505926,56.602577,5.0
0.5979968,61.033672,5.0
2.6076982,21.685667,5.0
11.0,218.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
5.9348664,357.30807,5.0
0.6666665,27.406399,5.0
4.2211804,39.06689,5.0
0.31874093,16.27424,5.0
6.666666,127.03807,5.0
0.0,0.0,5.0
0.0,0.0,5.0
18.597403,278.921,5.0
0.9079476,36.808468,5.0
2.841823,186.18271,5.0
1.2143668,202.99406,5.0
8.37701,355.59726,5.0
0.58606964,372.58432,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
7.121211,153.03566,5.0
6.23897,140.60165,5.0
3.2142856,18.0,5.0
1.8856684,440.1414,5.0
427.8,186.09271,5.0
8.0,99.65308,5.0
4.713178,74.44565,5.0
6.3691874,305.07242,5.0
2.7758672,177.47714,5.0
2.1501565,314.1827,5.0
0.8429221,36.808468,5.0
0.31874123,10.940696,5.0
10.333333,89.380516,5.0
8.121211,198.75748,5.0
2.180427,354.45395,5.0
2.0,28.0,5.0
9.296293,189.8709,5.0
12.098764,290.912,5.0
0.55396515,26.063498,5.0
2.0,34.132095,5.0
7.0518465,162.98138,5.0
9.918517,232.99408,5.0
2.6208148,36.686527,5.0
7.3359423,360.81366,5.0
6.666666,136.6632,5.0
4.666666,71.380516,5.0
8.655864,142.45792,5.0
0.30302638,40.954285,5.0
1.3777771,32.28235,5.0
7.8048573,203.79018,5.0
1.1228459,404.47714,5.0
0.48648655,37.049713,5.0
0.24324328,18.524857,5.0
9.0,277.5325,5.0
0.0,0.0,5.0
2.1212115,7.2364864,5.0
6.333333,202.21927,5.0
3.3674216,25.941555,5.0
3.3333325,68.533806,5.0
2.2581353,10.940696,5.0
2.6666663,92.26691,5.0
0.0,0.0,5.0
10.0,258.921,5.0
1.7933664,256.52292,5.0
3.4604192,879.1055,5.0
0.24242234,12.929851,5.0
0.83439,49.11231,5.0
0.7321829,26.063498,5.0
4.3187423,38.74144,5.0
8.116047,222.91046,5.0
8.333332,94.51262,5.0
0.60769814,21.685667,5.0
8.418085,1209.1371,5.0
7.8611927,328.80676,5.0
0.0,0.0,5.0
6.942675,160.40576,5.0
1.2693472,37.459686,5.0
90.71894,480.56894,5.0
1.4320982,67.066734,5.0
0.39505926,15.559769,5.0
3.3537903,92.392044,5.0
1.9494964,170.4208,5.0
0.9729731,36.524857,5.0
14.098764,252.86435,5.0
0.0,0.0,5.0
9.178218,195.23598,5.0
6.3565893,186.44565,5.0
6.4864864,131.44585,5.0
0.71526194,177.60905,5.0
1.3976825,887.2397,5.0
7.181817,209.25047,5.0
2.83439,49.11231,5.0
0.999999,61.571938,5.0
0.0,0.0,5.0
2.0,29.0,5.0
13.792208,190.16116,5.0
2.0967662,93.950935,5.0
4.0971904,225.399,5.0
6.1532063,550.5374,5.0
5.1212115,53.95329,5.0
4.666666,76.51262,5.0
6.666666,126.26691,5.0
8.060606,115.16081,5.0
0.31874123,10.940696,5.0
0.31874064,11.602712,5.0
3.8208954,220.12402,5.0
43.663506,791.6246,5.0
2.474153,49.377434,5.0
15.960652,491.31393,5.0
0.8429221,36.808468,5.0
14.036317,564.09375,5.0
6.3135767,175.71489,5.0
1.0335786,22.516092,5.0
1.1443062,30.457918,5.0
0.5005586,10.940696,5.0
0.55396515,26.063498,5.0
0.0,0.0,5.0
0.6638478,157.11365,5.0
7.100334,228.93115,5.0
10.392335,182.1059,5.0
0.9322235,26.955957,5.0
0.55396515,26.063498,5.0
11.121212,260.31973,5.0
16.540215,1023.3889,5.0
2.0,0.0,5.0
0.0,0.0,5.0
15.121212,273.14,5.0
1.3333327,41.333313,5.0
0.31874067,13.087598,5.0
0.5925889,15.559769,5.0
1.0643233,92.44565,5.0
2.2750566,178.69093,5.0
3.6783257,101.03841,5.0
14.194805,301.79437,5.0
0.0,0.0,5.0
15.19753,204.22987,5.0
0.060605276,20.477142,5.0
30.232342,475.63193,5.0
3.2148113,94.070724,5.0
0.0,0.0,5.0
10.333332,152.51262,5.0
1.1402051,87.598206,5.0
0.65273,26.063498,5.0
0.30302638,40.954285,5.0
0.0,0.0,5.0
0.1212116,3.160812,5.0
20.197529,227.77988,5.0
12.666666,149.399,5.0
2.9099095,59.201305,5.0
0.48648655,18.524857,5.0
1.7321829,26.063498,5.0
2.1162791,128.17511,5.0
23.999996,571.59705,5.0
0.21997616,13.087598,5.0
7.318741,72.27424,5.0
13.666666,118.380516,5.0
5.0,65.52099,5.0
13.409524,272.00885,5.0
3.351145,74.0,5.0
2.3793457,71.02948,5.0
0.24242245,16.995905,5.0
18.197529,374.45203,5.0
0.0,0.0,5.0
6.1212115,100.500916,5.0
10.4013605,164.90598,5.0
2.841823,186.18271,5.0
1.9399079,569.1266,2.0
58.060604,1840.306,2.0
20.0,345.68985,2.0
9.713179,189.36665,2.0
2.4545448,157.49716,2.0
3.8799362,261.14136,2.0
12.360035,21.160812,2.0
1.3333323,102.07614,2.0
0.83439,49.11231,2.0
2.477647,21.444426,2.0
3.0211399,36.808468,2.0
0.8949958,49.11231,2.0
2.712871,36.567226,2.0
4.842922,36.808468,2.0
0.24324328,18.524857,2.0
5.2285714,148.0,2.0
6.333332,176.82974,2.0
6.78083,196.82014,2.0
1.3333327,337.2093,2.0
0.666666,141.51703,2.0
4.5907645,975.3714,2.0
1.7571317,588.8025,2.0
5.1212115,7.2364864,2.0
0.24242163,35.145187,2.0
1.2067033,224.21112,2.0
7.559594,288.8293,2.0
0.93709975,234.15495,2.0
1.0638862,77.64555,2.0
3.727272,58.62974,2.0
2.553965,26.063498,2.0
0.49382406,15.559769,2.0
0.31874067,13.087598,2.0
0.9999992,84.76104,2.0
6.9374995,217.82146,2.0
0.83439,49.11231,2.0
0.66666615,42.38052,2.0
1.3777758,155.23347,2.0
3.116048,161.16287,2.0
2.3187413,10.940696,2.0
20.121212,218.10052,2.0
3.0,68.0,2.0
2.0,0.0,2.0
4.805195,306.69095,2.0
2.0,0.0,2.0
4.0,34.132095,2.0
10.0,18.0,2.0
4.0,0.0,2.0
0.0,0.0,2.0
4.0,0.0,2.0
4.0,0.0,2.0
4.666666,161.55151,2.0
16.471794,386.18982,2.0
2.3187408,16.27424,2.0
3.2744527,25.779884,2.0
3.8370354,194.6895,2.0
3.7133896,362.6312,2.0
0.43093082,77.82499,2.0
0.24242274,20.581676,2.0
12.197529,109.42599,2.0
0.6315558,77.3032,2.0
0.060605686,10.290838,2.0
1.4883721,256.35022,2.0
3.860465,256.35022,2.0
2.9294007,199.56322,2.0
0.41750515,13.087598,2.0
2.553965,26.063498,2.0
1.0477892,26.063498,2.0
0.19752963,7.7798843,2.0
2.398134,77.866776,2.0
3.2399147,128.62645,2.0
2.6076982,21.685667,2.0
41.121212,327.54266,2.0
10.0,34.0,2.0
5.1212115,7.2364864,2.0
1.0032806,77.64555,2.0
3.6558535,148.9304,2.0
0.35643554,18.283613,2.0
2.7346938,19.176073,2.0
7.734694,19.176073,2.0
0.24324328,18.524857,2.0
1.4095238,148.0,2.0
4.102041,19.176073,2.0
8.466112,138.95596,2.0
2.0,0.0,2.0
7.377776,148.86357,2.0
0.0,0.0,2.0
0.19752906,7.134328,2.0
2.0,65.52099,2.0
9.0,99.65308,2.0
0.0,0.0,2.0
2.0,0.0,2.0
19.0,322.56296,2.0
6.3083334,193.0,2.0
1.6093413,96.67645,2.0
1.4263566,92.891304,2.0
0.68401617,26.304739,2.0
1.0861653,36.808468,2.0
1.4263566,92.891304,2.0
5.4108524,215.61783,2.0
0.57332236,219.41122,2.0
0.0,0.0,2.0
5.0,18.0,2.0
0.0,0.0,2.0
3.0,65.52099,2.0
10.666666,163.05948,2.0
9.666666,399.34283,2.0
0.55396515,26.063498,2.0
1.6832433,36.524857,2.0
6.851852,74.0,2.0
0.5709503,77.1608,2.0
26.633595,399.70114,2.0
0.39505926,7.7798843,2.0
0.35643554,18.283613,2.0
0.4848464,3.160812,2.0
3.1212115,109.15371,2.0
2625.7297,308.0,2.0
2.2424226,62.321606,2.0
2.3187406,87.680145,2.0
2.8050315,128.81761,2.0
14.6076975,77.68565,2.0
8.333333,109.85129,2.0
3.0,0.0,2.0
23.726173,746.40894,2.0
7.316017,49.90682,2.0
1.508289,88.192924,2.0
1.3359915,87.81943,2.0
5.5475683,105.112305,2.0
1.8853503,148.96951,2.0
9.4552,56.704556,2.0
0.21997616,13.087598,2.0
8.942676,131.40576,2.0
2.8343892,77.606445,2.0
0.2424223,21.386616,2.0
0.99999857,268.53308,2.0
0.31874156,24.88773,2.0
1.7841319,388.48468,2.0
1.508489,191.71606,2.0
3.6348276,314.35782,2.0
1.508489,191.71606,2.0
1.6666656,68.533806,2.0
9.727272,262.25342,2.0
4.234567,101.96308,2.0
7.0,144.28664,2.0
4.600515,25.941555,2.0
0.5395377,26.304739,2.0
0.19752963,7.7798843,2.0
0.3793464,13.039849,2.0
1.9052218,80.8461,2.0
3.2962945,7.7798843,2.0
12.864196,278.3989,2.0
3.1212115,91.15371,2.0
8.355794,598.1269,2.0
0.0,0.0,2.0
10.666666,141.67645,2.0
4.4776473,104.95027,2.0
6.4776473,48.95027,2.0
2.2424233,33.82747,2.0
9.356436,130.28362,2.0
0.39505926,15.559769,2.0
0.39505926,15.559769,2.0
2.0397289,157.75018,2.0
1.4108523,162.44202,2.0
0.060605396,34.647846,2.0
2.438709,444.42517,2.0
0.66666573,113.56284,2.0
3.67089,462.34302,2.0
3.666666,151.67645,2.0
2.83439,49.11231,2.0
8.668304,72.47815,2.0
10.333333,172.39076,2.0
0.0,0.0,2.0
17.25185,163.46547,2.0
1.6666654,84.76104,2.0
1.6093413,96.67645,2.0
2.5346534,54.567238,2.0
4.6464868,36.524857,2.0
9.728921,384.85117,2.0
11.542122,374.44504,2.0
4.342506,396.75024,2.0
23.683645,408.36542,2.0
0.99648327,256.1751,2.0
1.0206896,148.0,2.0
27.666666,311.31113,2.0
75.37412,401.02332,2.0
59.121212,640.06366,2.0
0.0,0.0,2.0
2.0,0.0,2.0
9.666666,183.12485,2.0
7.855905,134.33687,2.0
4.755143,36.686527,2.0
6.312087,258.41055,2.0
1.5851836,256.06195,2.0
0.197529,4.211122,2.0
7.9066815,1832.6964,2.0
4.8778625,92.10843,2.0
4.684016,26.304739,2.0
3.4885578,78.33687,2.0
11.666666,86.399,2.0
2.0,34.0,2.0
2.0,0.0,2.0
0.0,0.0,2.0
14.999999,150.2669,2.0
20.666666,173.399,2.0
0.0,0.0,2.0
0.0,0.0,2.0
1.1909791,49.11231,2.0
0.7131783,46.445652,2.0
0.7128711,36.567226,2.0
0.8429221,36.808468,2.0
4.448433,148.70598,2.0
0.0,0.0,2.0
2.8309476,26.063498,2.0
1.5466032,162.73181,2.0
4.2424216,43.3351,2.0
3.4036062,281.10333,2.0
1.3430015,161.1228,2.0
2.1212115,3.1937602,2.0
8.730769,284.46606,2.0
27.251202,1532.1592,2.0
0.35198003,28.525118,2.0
0.47764632,28.808731,2.0
0.8429221,36.808468,2.0
7.6070533,221.73563,2.0
4.4592586,85.506134,2.0
17.666666,178.66545,2.0
13.242423,117.82747,2.0
7.6666656,254.6198,2.0
7.417506,38.44654,2.0
3.676923,36.0,2.0
2.7712238,199.56322,2.0
1.773399,186.0,2.0
6.3333325,176.00484,2.0
8.471336,115.16121,2.0
1.4263566,92.891304,2.0
0.35643554,18.283613,2.0
24.296293,325.52747,2.0
0.0,0.0,2.0
0.0,0.0,2.0
4.0,72.60287,2.0
7.0,63.0,2.0
3.0,0.0,2.0
21.666666,322.7879,2.0
1.3333324,68.533806,2.0
11.659465,104.95027,2.0
5.7237825,37.459686,2.0
0.7346939,19.176073,2.0
0.31874081,11.771121,2.0
0.7128711,36.567226,2.0
1.0643233,92.44565,2.0
3.664113,1133.3811,2.0
1.6666656,123.08074,2.0
0.098764755,16.415462,2.0
3.0206897,148.2848,2.0
0.18181646,6.321591,2.0
1.0638862,77.1608,2.0
2.8066528,36.524857,2.0
2.2432432,18.524857,2.0
4.5470924,49.191513,2.0
3.9999986,42.38052,2.0
2.0,0.0,2.0
12.0,264.56296,2.0
0.0,0.0,2.0
0.0,0.0,2.0
3.0,0.0,2.0
0.0,0.0,2.0
15.666666,202.67645,2.0
6.864196,154.96779,2.0
9.0,0.0,2.0
0.6462284,36.524857,2.0
0.18181583,20.477142,2.0
7.6666646,288.77567,2.0
1.6836461,314.1827,2.0
1.464211,178.40619,2.0
88.666664,404.08984,2.0
0.83345866,26.955957,2.0
0.48648655,18.524857,2.0
7.621622,18.524857,2.0
3.0861654,36.808468,2.0
0.47764713,21.444426,2.0
0.1975299,8.808372,3.0
72.37935,694.17633,3.0
20.363634,279.60507,3.0
3.6666656,68.533806,3.0
7.91651,78.33687,3.0
3.6666658,188.02487,3.0
6.454542,220.40521,3.0
0.24242313,61.08149,3.0
5.5620275,429.90192,3.0
4.327273,203.89203,3.0
1.2721565,25.779884,3.0
0.5119,36.524857,3.0
0.92725945,26.304739,3.0
0.6250923,36.16167,3.0
2.7551432,36.686527,3.0
1.6527301,25.779884,3.0
0.8429221,36.808468,3.0
5.139535,79.28664,3.0
1.2531059,92.71078,3.0
2.679571,896.9122,3.0
0.6977874,146.84114,3.0
1.0875775,191.71606,3.0
5.0178113,164.21927,3.0
4.924337,92.283615,3.0
2.7981677,314.34088,3.0
861.6478,508.79544,3.0
0.0,0.0,3.0
4.0987644,27.469528,3.0
23.017282,270.41498,3.0
4.508289,138.85936,3.0
0.39505926,15.559769,3.0
0.9729731,37.049713,3.0
1.0231725,49.377434,3.0
0.30302766,43.239807,3.0
1.9294003,270.74554,3.0
8.323165,146.95044,3.0
1.9294007,261.58197,3.0
0.83439,49.11231,3.0
1.7775017,92.554085,3.0
1.4864866,18.524857,3.0
11.0,99.65308,3.0
0.0,0.0,3.0
25.412342,318.66876,3.0
1.4581078,83.65371,3.0
0.30302885,8.632441,3.0
0.35489315,44.95267,3.0
8.8604765,993.94214,3.0
4.133331,132.9746,3.0
2.3950593,7.7798843,3.0
0.39505926,15.559769,3.0
0.17821777,18.283613,3.0
1.6286743,106.243996,3.0
1.4263566,92.891304,3.0
1.0033506,37.33774,3.0
3.2211804,37.700928,3.0
0.48648655,18.524857,3.0
8.460264,305.41257,3.0
4.81904,180.4616,3.0
0.2424211,20.477142,3.0
0.121211454,7.2364864,3.0
1.2398958,92.554085,3.0
3.0094728,82.22553,3.0
0.39505926,15.559769,3.0
0.39505926,15.559769,3.0
22.918518,274.47736,3.0
0.0,0.0,3.0
0.19752975,4.2880335,3.0
7.1212115,3.1937602,3.0
7.8484836,98.03524,3.0
0.4175057,23.651949,3.0
0.68401617,26.304739,3.0
2.4661863,25.779884,3.0
3.528628,1291.1195,3.0
1.7773863,429.72092,3.0
1.6836461,314.36542,3.0
1.2750573,22.044413,3.0
0.59967893,36.524857,3.0
12.181817,43.236485,3.0
1.9294558,318.1116,3.0
7.5638866,226.28851,3.0
2.0445302,228.71565,3.0
1.5851834,71.20921,3.0
1.2696625,78.744896,3.0
0.41750583,29.519924,3.0
12.029118,1317.3579,3.0
0.30302915,5.333313,3.0
11.819818,290.02585,3.0
2562.7,487.36102,3.0
18.197529,206.8943,3.0
0.8429221,36.808468,3.0
9.314512,149.00961,3.0
0.52671754,92.216866,3.0
3.314846,1032.9662,3.0
2.727271,152.03998,3.0
0.2424217,37.471996,3.0
1.5084888,270.74554,3.0
1.4883721,256.35022,3.0
5.9630346,288.84937,3.0
0.30302817,16.995905,3.0
3.4864864,46.524857,3.0
4.6702127,297.8786,3.0
7.972973,18.524857,3.0
2.1975296,7.7798843,3.0
4.484846,34.657894,3.0
0.24242194,6.321591,3.0
12.787877,94.348694,3.0
12.258135,110.003555,3.0
1.8370348,67.428185,3.0
0.39505696,18.939056,3.0
20.400223,230.31877,3.0
2.7878776,67.617004,3.0
5.488559,107.48842,3.0
0.72972983,37.049713,3.0
2.2424212,40.954285,3.0
0.12121055,20.477142,3.0
0.3187403,60.664253,3.0
1.5431598,334.032,3.0
13.799063,1051.4109,3.0
1.1712531,257.16785,3.0
2.0739155,256.98044,3.0
0.4275862,186.15916,3.0
3.1923077,215.0,3.0
9.521838,310.07333,3.0
0.19752976,40.187115,3.0
9.019895,1306.5952,3.0
3.098938,1025.623,3.0
1.2211804,37.700928,3.0
2.0,0.0,3.0
0.7346939,19.176073,3.0
0.0,0.0,3.0
7.392334,112.420944,3.0
1.3187404,42.5551,3.0
11.181817,70.261215,3.0
2.6666663,77.69092,3.0
7.19753,99.22957,3.0
53.399445,740.03534,3.0
20.15937,201.57204,3.0
1.5352237,77.64555,3.0
3.2478318,92.44565,3.0
4.050961,1008.2692,3.0
16.443558,355.14868,3.0
124.72134,213.38762,3.0
14.25185,172.93687,3.0
2.7510471,77.866776,3.0
2.2549021,92.71078,3.0
0.782781,26.304739,3.0
1.4295439,177.47714,3.0
4.310246,596.2452,3.0
0.24242154,24.267899,3.0
20.787457,157.48174,3.0
18.030268,222.66272,3.0
0.98867047,219.04698,3.0
1.3294088,36.524857,3.0
0.8429222,36.524857,3.0
1.2162163,37.049713,3.0
0.9588927,21.991236,3.0
