Path length vs. Time spent from (790, 302) to (1020, 323)
Time spent (sec)
Path length (points/sec)
5.941177,202.11363,1.0
0.0,0.0,1.0
2.0,66.0,1.0
2.0,0.0,1.0
8.0,201.0,1.0
0.0,0.0,1.0
4.0,67.0,1.0
1.0,0.0,1.0
0.0,0.0,1.0
1.0,38.470768,1.0
0.0,0.0,1.0
18.4375,165.96706,1.0
0.0,0.0,1.0
2.0,0.0,1.0
0.0,0.0,1.0
12.0,267.20355,1.0
0.0,0.0,1.0
0.0,0.0,1.0
10.0,67.0,1.0
2.0,0.0,1.0
91.0,171.34203,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.0,38.470768,1.0
4.876543,506.08176,1.0
0.0,0.0,1.0
1.2499999,152.61833,1.0
2.0,67.0,1.0
1.0,0.0,1.0
8.0,38.470768,1.0
0.0,0.0,1.0
13.0,143.06065,1.0
1.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
19.0,76.941536,1.0
0.11320754,19.87792,1.0
0.0,0.0,1.0
24.0,115.41231,1.0
6.0,114.531425,1.0
3.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
4.0,34.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
114.64484,419.5571,1.0
2.0,0.0,1.0
4.97727,487.72897,1.0
0.33707866,65.69684,1.0
8.0,69.375786,1.0
9.0,0.0,1.0
4.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
1.1926571,56.940628,1.0
0.0,0.0,1.0
0.0,0.0,1.0
2.0,38.470768,1.0
0.0,0.0,1.0
0.0,0.0,1.0
2.0,0.0,1.0
9.0,99.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
6.0,0.0,1.0
2.0,0.0,1.0
7.0,0.0,1.0
5.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
4.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
11.0,0.0,1.0
2.3262029,122.02598,1.0
0.0,0.0,1.0
20.0,34.0,1.0
15.0,404.4071,1.0
18.0,135.20355,1.0
0.0,0.0,1.0
3.0,0.0,1.0
11.0,0.0,1.0
3.0,0.0,1.0
14.0,0.0,1.0
42.0,76.06066,1.0
11.0,134.0,1.0
0.0,0.0,1.0
6.0,0.0,1.0
1.0,67.0,1.0
2.0,37.589893,1.0
11.0,134.0,1.0
14.0,135.20355,1.0
0.0,0.0,5.0
0.0,0.0,5.0
2.0,0.0,5.0
9.0,301.8896,5.0
2.1093473,441.81796,5.0
2.3214288,24.173584,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
11.745855,493.81528,5.0
0.12857142,25.638315,5.0
2.0,477.61072,5.0
0.34615383,46.05967,5.0
19.53192,75.5629,5.0
5.0,0.0,5.0
0.0,0.0,5.0
0.38271612,78.42809,5.0
2.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
2.0865386,23.917828,5.0
1.2301584,106.10899,5.0
2.1285715,443.85477,5.0
5.0,0.0,5.0
13.0,140.47076,5.0
0.0,0.0,5.0
0.6545451,34.798786,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
2.0,0.0,5.0
1.0,0.0,5.0
3.0,38.470768,5.0
2.0,0.0,5.0
1.835412,400.78052,5.0
0.7380954,81.65884,5.0
6.0,0.0,5.0
7.395224E-7,3.0517578E-4,5.0
0.0,0.0,5.0
2.0186481,758.4592,5.0
0.0,0.0,5.0
0.71818185,205.05821,5.0
4.0,18.0,5.0
0.0,0.0,5.0
5.6792455,177.56529,5.0
0.3,31.828642,5.0
0.0,0.0,5.0
0.0,0.0,5.0
6.9288926,970.17303,5.0
1.2783504,191.8218,5.0
0.6428571,247.5125,5.0
0.0,0.0,5.0
0.0,0.0,5.0
1.0,0.0,5.0
2.0,0.0,5.0
11.0,0.0,5.0
0.0,0.0,5.0
4.0,0.0,5.0
6.0,0.0,5.0
1.5633804,278.91336,5.0
0.0,0.0,5.0
11.0,0.0,5.0
2.0,66.0,5.0
0.7181818,221.42372,5.0
0.0,0.0,5.0
10.0,168.96153,5.0
0.0,0.0,5.0
1.0260582,64.684364,5.0
0.0,0.0,5.0
0.0,0.0,5.0
6.0,0.0,5.0
0.0,56.91746,5.0
0.0,0.0,5.0
3.0,0.0,5.0
0.25174844,29.134647,5.0
0.2596154,23.917828,5.0
2.1636362,34.798786,5.0
0.0,0.0,5.0
17.939857,481.91763,5.0
1.0,0.0,5.0
2.7516189,444.8488,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.10227276,25.893394,5.0
9.227144,675.907,5.0
0.0,0.0,5.0
0.8617985,166.01971,5.0
0.21830986,87.681244,5.0
0.0,0.0,5.0
0.0,0.0,5.0
6.0,0.0,5.0
1.1500001,22.590334,5.0
2.0,0.0,5.0
0.0,0.0,5.0
0.6428571,247.5125,5.0
0.0,0.0,5.0
31.111244,1080.0292,5.0
0.57407445,91.40772,5.0
9.0,37.589893,5.0
7.922727,322.36642,5.0
5.0,76.941536,5.0
2.738095,93.414314,5.0
2.0,38.470768,5.0
0.5636364,86.8878,5.0
0.0,0.0,5.0
54.0,168.96153,5.0
0.0,0.0,5.0
4.0,38.470768,5.0
8.000006,115.41261,5.0
5.0,0.0,5.0
0.0,0.0,5.0
15.0,0.0,5.0
6.0,76.941536,5.0
0.80864197,331.42188,5.0
0.0,0.0,5.0
2.0,0.0,5.0
0.0,0.0,5.0
6.8426967,74.1935,5.0
2.0,0.0,5.0
5.6096964,233.8007,5.0
7.4920635,131.00333,5.0
0.0,0.0,5.0
13.215481,97.19981,5.0
7.3068185,516.7205,5.0
2.2045455,482.6226,5.0
6.640909,357.9022,5.0
5.598151,1390.66,5.0
5.0,75.17979,5.0
2.2045455,40.06639,5.0
7.887139,478.51694,5.0
6.8633866,1509.1157,5.0
3.4920635,113.00333,5.0
7.0,0.0,5.0
3.3798015,437.3457,5.0
2.3545456,66.90249,5.0
0.0,0.0,5.0
0.0,0.0,2.0
1.6981136,87.12498,2.0
1.3207549,234.42004,2.0
0.38271612,78.42809,2.0
0.0,0.0,2.0
1.5633802,373.3436,2.0
2.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
4.0,0.0,2.0
0.0,0.0,2.0
4.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
11.193998,1045.0482,2.0
4.15,132.41174,2.0
0.7237761,66.98159,2.0
16.031565,558.0906,2.0
4.2045455,34.17074,2.0
0.8051949,153.94603,2.0
0.3000002,22.590334,2.0
0.1500001,22.590334,2.0
2.0,0.0,2.0
9.204546,25.893394,2.0
17.091959,909.73755,2.0
0.29315948,64.684364,2.0
0.0,0.0,2.0
5.2517486,29.134647,2.0
2.0,70.34202,2.0
0.0,0.0,2.0
0.1928573,24.173584,2.0
1.3827162,82.446686,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
2.0,0.0,2.0
4.0,0.0,2.0
9.15,301.0322,2.0
2.1132076,24.133415,2.0
0.0,0.0,2.0
4.0,38.470768,3.0
1.6172838,348.40363,3.0
1.6103895,130.06575,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
14.0,135.20355,3.0
2.0,0.0,3.0
0.0,0.0,3.0
9.0,0.0,3.0
0.0,0.0,3.0
1.8659089,318.69443,3.0
5.490909,34.798786,3.0
7.0,38.470768,3.0
0.2931597,64.68441,3.0
0.0,0.0,3.0
2.3880637,283.31107,3.0
50.06115,437.73926,3.0
2.0,38.470768,3.0
0.07500005,22.590334,3.0
0.0,0.0,3.0
1.7611957,238.09656,3.0
0.37762266,29.134647,3.0
7.4111385,414.25974,3.0
13.0,144.94154,3.0
38.0,141.0622,3.0
2.1285715,21.468355,3.0
0.0,0.0,3.0
0.0,0.0,3.0
2.0,0.0,3.0
12.0,0.0,3.0
2.0,0.0,3.0
10.808642,450.0107,3.0
0.0,0.0,3.0
7.0,51.0,3.0
0.0,0.0,3.0
4.0,38.470768,3.0
7.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
5.1214347,101.161476,3.0
0.0,0.0,3.0
0.9145451,97.55658,3.0
4.373304,402.7274,3.0
0.50034946,56.940628,3.0
0.38297874,53.28293,3.0
0.0,0.0,3.0
11.0,115.41231,3.0
4.8454547,308.31152,3.0
18.327272,429.34158,3.0
2.0,66.0,3.0
10.0,68.41052,3.0
0.0,0.0,3.0
0.32727256,34.798786,3.0
0.0,0.0,3.0
0.0,0.0,3.0
3.8287566,252.27864,3.0
0.8333332,139.53853,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
1.3207549,234.42004,3.0
54.0,165.0,3.0
0.0,0.0,3.0
33.0,99.0,3.0
2.0,0.0,3.0
7.0,1289.5593,3.0
8.0,66.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
2.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
2.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
5.0,66.0,3.0
0.0,0.0,3.0
5.0,132.0,3.0
0.0,0.0,3.0
3.0,955.22144,3.0
3.0,136.82104,3.0
2.0,0.0,3.0
1.0,18.0,3.0
0.0,0.0,3.0
2.0,68.41052,3.0
8.0,84.0,3.0
11.0,38.470768,3.0
8.0,37.589893,3.0
2.0,38.470768,3.0
0.10227276,25.893394,3.0
11.0,0.0,3.0
0.0,0.0,3.0
13.0,139.47076,3.0
4.0,236.59142,3.0
0.0,0.0,3.0
0.0,0.0,3.0
19.0,440.42834,3.0
0.0,0.0,3.0
6.0,38.470768,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
3.2596154,90.14184,3.0
22.0,76.941536,3.0
8.0,140.84656,3.0
0.43973953,64.68441,3.0
0.38271612,78.42809,3.0
6.1285715,128.79692,3.0
7.0,36.0,3.0
0.0,0.0,3.0
7.505308,1400.6573,3.0
0.0,0.0,3.0
