Speed Angle Change vs Modulus Speed from (87, 364) to (326, 385)
Modulus Speed (points/sec)
Speed Angle Changed(radians)
62.0,1.5707964,1.0
49.193497,-1.578315,1.0
49.193497,0.0,1.0
25.358677,-0.16839015,1.0
2.5238094,0.16839015,1.0
18.11767,-0.9595002,1.0
0.0,0.0,1.0
1.6399982,-0.26967925,1.0
15.090394,-0.96441346,1.0
82.87943,-1.2334747,1.0
0.0,0.0,1.0
34.0,0.845156,1.0
17.0,-0.0,1.0
34.0,0.0,1.0
0.0,0.0,1.0
21.5,0.0,1.0
75.45197,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
59.609142,-0.6142496,1.0
35.35534,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
43.0,-1.0691923,1.0
14.333333,-0.0,1.0
34.0,0.0,1.0
0.0,0.0,1.0
38.5,0.0,1.0
0.0,0.0,1.0
38.5,-0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
218.66183,-0.010465892,1.0
135.07405,0.12961702,1.0
0.0,0.0,1.0
0.0,0.0,1.0
67.18631,-0.12961702,1.0
0.0,0.0,1.0
0.0,0.0,1.0
46.38157,-1.2140925,1.0
69.0,0.7320138,1.0
62.0,0.9652517,1.0
17.0,-1.5707964,1.0
0.0,0.0,1.0
113.32255,0.0,1.0
0.0,0.0,1.0
50.224495,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
77.0,0.17005862,1.0
0.0,0.0,1.0
0.0,0.0,1.0
77.0,-0.0,1.0
17.5,0.0,1.0
39.246017,-0.98338836,1.0
37.725986,0.96441346,1.0
20.666666,1.5707964,1.0
0.0,0.0,1.0
65.459915,-1.2442149,1.0
32.729958,0.0,1.0
0.0,0.0,1.0
18.740923,1.0962287,1.0
135.07405,-0.92282516,1.0
31.0,2.3028102,1.0
76.902534,-0.5872316,1.0
218.66183,0.6718749,1.0
175.82378,-0.019014852,1.0
75.45197,-1.2929666,1.0
75.45197,0.0,1.0
22.0,0.0,1.0
71.19691,2.627673,1.0
0.0,0.0,1.0
31.0,3.1415927,1.0
47.68975,-0.089236066,1.0
43.0,0.089236066,1.0
0.0,0.0,1.0
22.718079,-0.15996623,1.0
59.464275,0.8329813,1.0
0.0,0.0,1.0
0.0,0.0,1.0
233.61935,0.0,1.0
11.0,0.072832316,1.0
87.91189,0.013818216,1.0
0.0,0.0,1.0
86.95401,-0.5305579,1.0
116.80968,-0.27725354,1.0
0.0,0.0,1.0
0.0,0.0,1.0
78.492035,-0.76974183,1.0
14.333333,0.59506965,1.0
159.20113,-0.39113602,1.0
74.09078,-0.5364083,1.0
233.61935,-0.82253134,1.0
31.484123,-0.52616316,1.0
0.0,0.0,1.0
0.0,0.0,1.0
32.952827,-0.6779005,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
6.1,-0.10268209,1.0
10.909986,-1.2442149,1.0
0.0,0.0,1.0
0.0,0.0,1.0
15.090394,0.76085055,1.0
9.370461,1.0581847,1.0
16.575886,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
41.439716,-0.64776045,1.0
35.35534,1.544203,1.0
31.0,1.5707964,1.0
8.5,-1.5707964,1.0
34.0,-0.0,1.0
44.0,1.7681919,1.0
34.5,-1.5707964,1.0
33.593155,-0.45463884,1.0
50.717354,-0.37195304,1.0
109.33092,-1.6486205,1.0
43.0,0.07782415,1.0
22.0,1.5707964,1.0
44.0,0.8779168,1.0
157.28,-1.8543361,1.0
16.364979,-2.0408485,1.0
0.0,0.0,1.0
32.729958,0.0,1.0
32.436264,-0.4252861,1.0
105.841866,-0.53530926,1.0
18.56071,-1.1614248,5.0
40.9176,1.0221978,5.0
0.0,0.0,5.0
127.27922,0.8719978,5.0
33.593155,-1.0524422,5.0
60.909092,-0.08115225,5.0
78.492035,-0.59506965,5.0
0.0,0.0,5.0
64.00781,0.5055811,5.0
34.44198,0.5182074,5.0
0.0,0.0,5.0
82.07923,0.3872936,5.0
50.717354,-0.345099,5.0
0.0,0.0,5.0
20.286942,-0.16839015,5.0
27.802877,1.399807,5.0
44.34242,-0.578138,5.0
43.955944,-0.096839,5.0
27.5,-0.4279485,5.0
0.0,0.0,5.0
39.246017,-1.2879492,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
34.88553,0.8241757,5.0
50.717354,-0.34306237,5.0
0.0,0.0,5.0
79.32213,-0.8734655,5.0
22.0,3.1415927,5.0
262.66666,-0.0,5.0
34.44198,1.4015058,5.0
284.12717,-1.600717,5.0
0.0,0.0,5.0
59.0,0.029920645,5.0
0.0,0.0,5.0
22.0,1.4978364,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
335.0,-1.0691923,5.0
20.666666,1.0957856,5.0
857.0,-1.0691923,5.0
68.88396,1.1353517,5.0
48.026684,-1.801887,5.0
70.5,0.4636476,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
335.0,-0.0,5.0
13.2,-0.17219082,5.0
106.01887,-0.8947886,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
37.725986,-0.734771,5.0
4.25,0.0,5.0
79.12016,0.5114143,5.0
93.5,-0.28177187,5.0
39.246017,-0.09476581,5.0
167.98544,-0.13053487,5.0
16.397831,-1.1679313,5.0
56.0,1.1071488,5.0
0.0,0.0,5.0
61.333332,-0.47569522,5.0
0.0,0.0,5.0
97.082436,-0.3250079,5.0
48.654392,0.69079095,5.0
46.38157,0.7320138,5.0
569.70166,-0.9902181,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
67.53518,-1.429544,5.0
3.8663104,0.540368,5.0
67.0,0.04763458,5.0
22.0,0.0,5.0
18.75,-1.5707964,5.0
48.654392,0.69079095,5.0
35.598454,-0.14712349,5.0
37.725986,0.96441346,5.0
18.333334,-0.9272952,5.0
361.33224,0.98329306,5.0
335.0,0.25209597,5.0
59.0,0.0,5.0
49.73178,0.54405355,5.0
19.623009,0.113556646,5.0
79.12016,-0.19323888,5.0
411.5,-0.0,5.0
361.33224,-0.06308948,5.0
53.009434,-1.5772876,5.0
66.64833,0.4837791,5.0
49.193497,-1.1071488,5.0
0.0,0.0,5.0
0.0,0.0,5.0
686.0,-0.07073525,5.0
427.56638,-0.22956967,5.0
13.75,-0.9272952,5.0
149.78986,0.018870192,5.0
0.0,0.0,5.0
0.0,0.0,5.0
427.0,-0.0,5.0
39.246017,0.113556646,5.0
34.5,0.59506965,5.0
0.0,0.0,5.0
34.88553,1.0943289,5.0
312.98282,-1.0056235,5.0
142.97047,-0.20802484,5.0
0.0,0.0,5.0
50.717354,-0.55146724,5.0
32.729958,-1.2442149,5.0
17.25,1.2442149,5.0
2.9923594,2.3028102,5.0
39.246017,-0.98338836,5.0
34.44198,1.2879492,5.0
7.5011644,-0.0070249783,5.0
18.56071,-0.5055633,5.0
37.725986,-1.3592045,5.0
32.729958,0.0,5.0
46.38157,0.25700307,5.0
0.0,0.0,5.0
44.913807,2.0059955,5.0
0.0,0.0,5.0
55.022137,-0.56209135,5.0
0.0,0.0,5.0
45.276924,-0.7541583,5.0
33.593155,-0.8613532,5.0
0.0,0.0,5.0
32.729958,-1.0468193,5.0
171.8524,-0.63835704,5.0
0.0,0.0,5.0
27.202942,-2.5127964,5.0
0.0,0.0,5.0
43.0,0.94200003,5.0
32.729958,-2.4740322,5.0
0.0,0.0,5.0
34.88553,1.0943289,5.0
21.819971,-1.2442149,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
20.719858,0.3990589,5.0
70.5195,-0.49193847,5.0
0.0,0.0,5.0
34.44198,0.5182074,2.0
37.5,-0.69287956,2.0
77.0,0.0,2.0
0.0,0.0,2.0
724.33765,-0.26888108,2.0
0.0,0.0,2.0
251.97818,-2.1247284,2.0
329.12955,0.18367136,2.0
50.717354,-0.10922584,2.0
59.0,0.16839015,2.0
268.40314,-0.014778693,2.0
289.2542,-1.1499438,2.0
109.0,0.4636476,2.0
109.33092,-0.23090285,2.0
0.0,0.0,2.0
529.6574,-0.14257699,2.0
0.0,0.0,2.0
263.50143,-0.016595986,2.0
284.85083,-0.07731039,2.0
200.66667,-0.0,2.0
75.97697,-0.1419788,2.0
17.0,0.11211071,2.0
76.0,0.0,2.0
0.0,0.0,2.0
21.714285,-0.0,2.0
17.5,0.0,2.0
49.193497,-0.6068449,2.0
239.6101,-0.07805217,2.0
44.34242,-0.65073425,2.0
46.38157,0.66098726,2.0
126.286385,-0.11402765,2.0
312.98282,0.17301717,2.0
34.44198,0.38867104,2.0
34.44198,0.42272633,2.0
0.0,0.0,2.0
0.0,0.0,2.0
