Speed Angle Change vs Modulus Speed from (566, 302) to (805, 323)
37.0,0.0,5.0
0.0,0.0,5.0
51.78803,-0.1746722,5.0
15.402922,-0.44935086,5.0
18.0,-0.9467733,5.0
9.0,3.1415927,5.0
33.42529,-2.7583084,5.0
38.183765,-2.3561945,5.0
131.0,0.0,5.0
38.078865,-0.23860933,5.0
15.402922,-0.38541374,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
80.00781,0.0,5.0
15.402922,-0.73675066,5.0
0.0,0.0,5.0
25.38591,-0.23860933,5.0
0.0,0.0,5.0
0.0,0.0,5.0
25.0,0.23860933,5.0
24.5,0.3520443,5.0
117.0,0.0,5.0
45.276924,-0.16615573,5.0
0.0,0.0,5.0
3.6,2.3249547,5.0
124.333336,0.0,5.0
158.5,0.0,5.0
66.5,-0.0,5.0
67.10626,0.13452101,5.0
50.0,-0.13452101,5.0
42.5,0.0,5.0
22.5,-2.394637,5.0
18.398369,0.56506985,5.0
66.85058,-2.7583084,5.0
40.459858,0.31461868,5.0
71.56291,0.0,5.0
145.27904,0.052161828,5.0
145.27904,0.24770328,5.0
124.47802,0.048219964,5.0
0.0,0.0,5.0
0.0,0.0,5.0
83.48653,0.15824032,5.0
18.398369,0.27748072,5.0
18.398369,0.0,5.0
10.268615,-1.4478638,5.0
10.268615,0.0,5.0
38.5,-0.21608497,5.0
22.5,-0.97361964,5.0
38.078865,0.0,5.0
65.12488,0.03603246,5.0
124.333336,0.0,5.0
0.0,0.0,5.0
0.6019346,-0.118670546,5.0
109.0,0.0,5.0
32.897568,0.38165018,5.0
143.12582,-1.452091,5.0
98.85848,-0.22987661,5.0
24.5,0.3520443,5.0
27.0,-1.5707964,5.0
45.0,-2.394637,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
25.0,1.5707964,5.0
18.0,1.5707964,5.0
27.0,-2.394637,5.0
0.0,0.0,5.0
25.0,1.5707964,5.0
15.402922,-0.6240231,5.0
0.0,0.0,5.0
76.15773,0.0,5.0
158.02847,-0.43590182,5.0
38.078865,-0.062243167,5.0
26.100767,-0.11343499,5.0
15.0,-0.2914568,5.0
15.0,-2.634494,5.0
34.19714,-0.52622175,5.0
133.0,0.17636615,5.0
9.0,1.5707964,5.0
0.0,0.0,5.0
186.5,0.3109983,5.0
0.0,0.0,5.0
15.0,-1.9206519,5.0
15.402922,0.9467733,5.0
15.402922,0.0,5.0
15.402922,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
143.12582,-2.0188203,5.0
24.5,0.0,5.0
0.0,0.0,5.0
81.66088,-0.2791407,5.0
15.402922,-0.34488234,5.0
67.601776,-0.13352905,5.0
50.803543,0.311622,5.0
101.607086,0.0,5.0
50.803543,0.0,5.0
0.0,0.0,5.0
22.5,-1.7755773,5.0
0.0,0.0,5.0
15.402922,0.9467733,5.0
0.0,0.0,5.0
15.402922,0.0,5.0
15.402922,0.0,5.0
12.5,0.6240231,5.0
25.0,-0.0,5.0
0.0,0.0,5.0
65.12488,-0.13863973,5.0
12.25,0.0,5.0
22.5,-1.4629363,5.0
117.0,-0.3498556,5.0
0.0,0.0,5.0
64.5,-0.16076274,5.0
36.796738,0.47398517,5.0
15.402922,-1.4478638,5.0
15.402922,0.0,5.0
10.268615,0.0,5.0
15.402922,0.0,5.0
0.0,0.0,5.0
123.074165,-0.060062792,5.0
3.2112303,0.04485767,5.0
12.265579,0.2816073,5.0
51.47815,0.7138422,5.0
18.0,0.5070985,5.0
30.805843,-2.1948195,5.0
30.805843,0.0,5.0
45.0,-1.9040406,5.0
0.0,0.0,5.0
51.29571,0.062243167,5.0
76.15773,-0.5884649,5.0
0.0,0.0,5.0
12.265579,-0.7469556,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
30.805843,-1.4478638,5.0
52.478565,-2.6011732,5.0
102.59142,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
265.66898,-1.3129882,5.0
68.41052,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
93.505196,-2.316994,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
135.79396,-0.9064649,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
39.537956,-0.4457274,5.0
5.1343074,0.8536655,5.0
12.5,-0.6240231,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
65.12488,-0.5458956,5.0
66.5,0.13863973,5.0
0.0,0.0,5.0
65.12488,1.4321566,5.0
16.333334,0.17636615,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
15.402922,0.0,5.0
15.402922,0.0,5.0
13.5,0.6240231,5.0
87.333336,0.13863973,5.0
0.0,0.0,5.0
186.5,1.5707964,5.0
36.359318,0.0,5.0
0.0,0.0,5.0
67.10626,0.88642216,5.0
9.0,-1.4362754,5.0
13.5,1.5707964,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
22.5,-2.394637,5.0
22.5,-1.9206519,5.0
18.398369,-0.7469556,5.0
9.0,-2.394637,5.0
18.0,3.1415927,5.0
15.402922,-2.1948195,5.0
22.5,-3.1415927,5.0
95.0,0.0,5.0
50.0,0.0,5.0
36.359318,-1.0209432,5.0
44.737507,0.88642216,5.0
10.816654,0.7225236,5.0
9.0,0.98279375,5.0
9.0,-3.1415927,5.0
0.0,0.0,5.0
0.0,0.0,5.0
51.78803,-0.1746722,5.0
65.62012,0.0,5.0
15.402922,-0.4864363,5.0
168.96153,-0.10673567,5.0
167.869,0.041160036,5.0
186.5,-0.74969906,5.0
38.078865,0.7654578,5.0
27.0,-3.1415927,5.0
9.0,0.0,5.0
9.0,1.5707964,5.0
70.333336,-0.85425466,5.0
26.0,-0.0,5.0
77.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
102.59142,0.062243167,5.0
186.71703,0.048219964,5.0
209.38959,0.17772198,5.0
71.56291,-1.452091,5.0
25.739075,0.7138422,5.0
9.0,0.5070985,5.0
9.0,-3.1415927,5.0
0.0,0.0,5.0
9.0,3.1415927,5.0
84.0,0.0,5.0
34.20526,-0.26625204,5.0
0.0,0.0,5.0
0.0,0.0,5.0
105.5,0.5554937,5.0
24.5,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
19.379255,-0.9890345,5.0
120.0,-0.048219964,5.0
38.078865,-0.062243167,5.0
0.0,0.0,5.0
0.0,0.0,5.0
68.148735,-0.70610696,5.0
13.5,0.328711,5.0
18.398369,-0.7469556,5.0
22.5,-2.394637,5.0
27.0,1.5707964,5.0
6.0,1.5707964,5.0
66.5,-1.5707964,5.0
9.0,-1.5707964,5.0
58.137768,0.16250442,5.0
68.148735,-0.14189084,5.0
24.5,0.0,5.0
51.29571,-0.52622175,5.0
18.794947,0.6757129,5.0
9.0,-2.070143,5.0
33.86903,1.7488892,5.0
0.0,0.0,5.0
105.5,0.5554937,5.0
0.0,0.0,5.0
26.0,-0.0,5.0
18.398369,0.58398366,5.0
15.402922,-1.4478638,5.0
135.20355,0.10508028,5.0
0.0,0.0,5.0
2.97788,-1.1810095,5.0
16.224981,1.6131439,5.0
15.402922,-1.2120256,5.0
15.402922,0.0,5.0
0.0,0.0,5.0
143.12582,-0.9574142,5.0
211.0,-0.69473827,5.0
18.015549,1.009787,5.0
373.0,-0.13059573,5.0
0.0,0.0,5.0
0.0,0.0,5.0
66.0,-0.0,5.0
38.183765,-0.50569403,5.0
9.0,-0.7853982,5.0
52.0,1.5707964,5.0
25.0,0.0,5.0
76.15773,0.0,5.0
0.0,0.0,5.0
18.0,1.8094057,5.0
76.15773,-0.23860933,5.0
24.5,0.0,5.0
67.601776,-0.48338464,5.0
86.72946,-1.0129104,5.0
18.794947,-0.13382852,5.0
0.0,0.0,5.0
16.224981,1.0873493,5.0
24.5,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
22.5,-3.1415927,5.0
31.320919,1.8622531,5.0
172.2353,-0.021359202,5.0
65.12488,1.4321566,5.0
38.078865,0.7654578,5.0
15.402922,-0.38541374,5.0
0.0,0.0,5.0
30.805843,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,0.0,5.0
27.513634,0.29077876,5.0
34.20526,0.2713346,5.0
12.265579,0.47398517,5.0
0.0,0.0,5.0
26.239283,-1.8542175,5.0
79.01424,-0.43590182,5.0
26.100767,-0.17567816,5.0
0.0,0.0,5.0
18.398369,-0.23985706,5.0
15.402922,-1.4478638,5.0
52.10806,-2.0172782,5.0
22.803509,0.712734,5.0
189.77948,0.05540267,5.0
0.0,0.0,5.0
45.0,-1.9206519,5.0
30.805843,0.9467733,5.0
0.0,0.0,5.0
15.402922,0.0,5.0
0.0,0.0,5.0
27.0,0.6240231,5.0
262.61758,-0.0685945,5.0
143.12582,-2.0188203,5.0
4.5,2.0188203,5.0
19.039433,-0.23860933,5.0
51.47815,-0.5070985,5.0
25.0,-1.0636978,5.0
0.0,0.0,5.0
0.0,0.0,5.0
102.59142,-0.17636615,5.0
49.0,0.0,5.0
0.0,0.0,5.0
30.805843,-0.6240231,5.0
30.805843,0.0,5.0
45.0,-2.394637,5.0
29.068884,-0.9890345,5.0
49.0,-0.16219883,5.0
0.0,0.0,5.0
9.0,-1.5707964,5.0
9.0,3.1415927,5.0
0.0,0.0,5.0
27.513634,-1.9040406,5.0
26.358637,-0.22964244,5.0
51.78803,0.054970242,5.0
15.402922,-0.44935086,5.0
0.0,0.0,5.0
9.0,-0.9467733,5.0
12.5,1.5707964,5.0
52.941597,-0.1148061,5.0
22.5,-0.7853982,5.0
18.398369,-0.7469556,5.0
24.5,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
86.72946,0.6385489,5.0
68.148735,-0.82119673,5.0
18.794947,-0.17063573,5.0
18.794947,0.0,5.0
49.239212,1.382803,5.0
34.525352,1.3961241,5.0
13.5,0.1746722,5.0
0.0,0.0,5.0
30.184618,-1.5008162,5.0
45.933525,-0.36211112,5.0
12.440935,0.47018346,5.0
51.29571,0.062243167,5.0
19.039433,-0.9702957,5.0
9.0,0.23860933,5.0
51.29571,-0.39719492,5.0
13.5,0.17636615,5.0
52.10806,-2.0172782,5.0
51.29571,-0.52622175,5.0
186.5,0.038036615,5.0
0.0,0.0,5.0
44.737507,0.13452101,5.0
16.224981,-0.7225236,5.0
39.537956,-0.4457274,5.0
51.29571,-0.52622175,5.0
0.0,0.0,5.0
58.21512,0.61771834,5.0
39.78833,-2.116963,5.0
15.402922,-0.07785649,5.0
0.0,0.0,5.0
15.402922,0.0,5.0
31.320919,0.91547984,5.0
33.333332,-0.2914568,5.0
0.0,0.0,5.0
51.47815,0.7138422,5.0
9.0,0.5070985,5.0
0.0,0.0,5.0
0.0,0.0,5.0
11.005453,-1.9040406,5.0
0.0,0.0,5.0
131.0,0.13863973,5.0
38.5,1.5707964,5.0
0.0,0.0,5.0
10.268615,-0.6240231,5.0
15.402922,0.0,5.0
18.398369,0.47398517,5.0
9.0,-2.394637,5.0
22.283527,-2.7583084,5.0
32.897568,-1.9936502,5.0
50.803543,0.24476099,5.0
9.0,1.7488892,5.0
0.0,0.0,5.0
71.56291,-0.9574142,5.0
22.5,-1.7755773,5.0
51.47815,-0.5070985,5.0
51.29571,-0.52622175,5.0
49.239212,1.1790128,5.0
6.0,-2.1390831,5.0
29.068884,-0.85843873,5.0
186.5,0.0,5.0
66.5,-0.0,5.0
24.5,1.0040671,5.0
10.268615,-0.6240231,5.0
76.15773,-1.8094057,5.0
24.5,0.23860933,5.0
34.19714,-0.52622175,5.0
114.82354,0.052277904,5.0
29.068884,0.0,5.0
71.56291,-2.0188203,5.0
0.0,0.0,5.0
9.0,2.0188203,5.0
16.5,-1.5707964,5.0
42.5,-0.0,5.0
15.402922,-0.6240231,5.0
0.0,0.0,5.0
30.805843,0.0,5.0
0.0,0.0,5.0
53.265842,-0.16977827,5.0
15.402922,0.7938013,5.0
27.973202,-1.06717,5.0
12.0,-0.5036263,5.0
30.805843,-0.6240231,5.0
6.0,2.1948195,5.0
131.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
58.137768,-0.6234265,5.0
18.398369,0.64492357,5.0
26.100767,-0.5142431,5.0
9.0,1.9228406,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
37.5,-1.4673419,5.0
50.0,0.6435011,5.0
186.71703,0.048219964,5.0
65.12488,-0.13863973,2.0
105.883194,0.085102014,2.0
0.0,0.0,2.0
28.625164,-0.8649219,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
51.29571,0.827701,2.0
0.0,0.0,2.0
0.0,0.0,2.0
38.078865,-0.062243167,2.0
13.5,0.23860933,2.0
71.56291,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
65.12488,1.4321566,2.0
51.29571,0.0,2.0
0.0,0.0,2.0
38.078865,-0.062243167,2.0
0.0,0.0,2.0
0.0,0.0,2.0
24.5,0.23860933,2.0
0.0,0.0,2.0
26.25,0.0,2.0
0.0,0.0,2.0
18.398369,0.0,2.0
0.0,0.0,2.0
7.701461,-1.4478638,2.0
33.81198,-2.7308757,2.0
0.0,0.0,2.0
218.0,-0.4549142,2.0
186.5,-0.13059573,2.0
19.379255,-0.96854436,2.0
0.0,0.0,2.0
119.331474,0.1819589,2.0
44.737507,-0.10232776,2.0
68.148735,0.81789094,2.0
9.0,-1.2420853,2.0
22.5,-1.9206519,2.0
15.402922,0.9467733,2.0
17.492855,-1.3802325,2.0
48.13481,-1.6456562,2.0
0.0,0.0,2.0
71.56291,-0.37227622,2.0
47.708607,0.0,2.0
0.0,0.0,2.0
5.4,0.4480239,2.0
0.0,0.0,2.0
0.0,0.0,2.0
15.402922,-0.6240231,2.0
9.0,-0.9467733,2.0
18.398369,0.6399902,2.0
0.0,0.0,2.0
12.0,-0.82384074,2.0
12.0,0.0,2.0
15.402922,-0.6240231,2.0
65.62012,-0.13758674,2.0
12.5,0.13758674,2.0
12.5,0.0,2.0
12.5,-0.0,2.0
9.0,1.5707964,2.0
0.0,0.0,2.0
26.239283,-1.2351577,2.0
234.0,-0.3498556,2.0
9.0,-1.5707964,2.0
9.0,3.1415927,2.0
9.0,-3.1415927,2.0
145.27904,-1.0660566,2.0
9.0,1.6327858,2.0
9.0,-3.1415927,2.0
186.5,-0.26211983,2.0
172.2353,0.0,2.0
86.11765,0.0,2.0
9.0,-1.6230742,2.0
6.0,3.1415927,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
51.29571,-0.52622175,2.0
0.0,0.0,2.0
71.56291,0.0,2.0
0.0,0.0,2.0
16.333334,-0.3498556,2.0
15.402922,-0.6240231,2.0
39.25,-0.845156,2.0
15.402922,-0.6240231,2.0
15.402922,0.0,2.0
79.01424,-1.1182184,2.0
0.0,0.0,2.0
79.01424,-0.11415127,2.0
74.0,0.17636615,2.0
26.100767,-0.3520443,2.0
74.0,0.3520443,2.0
0.0,0.0,2.0
30.805843,0.6240231,2.0
25.0,-0.6240231,2.0
0.0,0.0,2.0
49.0,0.23860933,2.0
0.0,0.0,2.0
105.0,0.0,2.0
17.40051,-0.3520443,2.0
45.0,-1.9206519,2.0
18.0,3.1415927,2.0
25.0,-1.5707964,2.0
24.5,0.0,2.0
0.0,0.0,2.0
30.805843,-0.6240231,2.0
15.402922,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
24.0,0.6240231,2.0
0.0,0.0,2.0
24.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
30.805843,-0.6240231,2.0
15.402922,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
36.796738,0.0,2.0
120.0,1.5707964,2.0
78.5,-1.1466019,2.0
65.12488,0.0,2.0
12.265579,1.8542175,2.0
30.805843,-1.4478638,2.0
15.402922,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
38.078865,-0.5884649,2.0
22.5,-3.1415927,2.0
51.29571,0.062243167,2.0
65.12488,0.0,2.0
67.10626,0.27316073,2.0
0.0,0.0,2.0
34.20526,0.0,2.0
105.5,-0.21608497,2.0
71.56291,0.0,2.0
22.5,-1.9206519,2.0
0.0,0.0,2.0
12.5,0.23860933,2.0
12.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
15.402922,-0.6240231,2.0
0.0,0.0,2.0
0.0,0.0,2.0
10.268615,0.0,2.0
4.5,-0.9467733,2.0
15.0,0.9272952,2.0
12.0,0.6435011,2.0
0.0,0.0,2.0
18.398369,0.82384074,2.0
0.0,0.0,2.0
15.402922,-1.4478638,2.0
30.805843,0.0,2.0
54.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
145.0,-1.0040671,2.0
21.176638,-0.23664854,2.0
0.0,0.0,2.0
6.489992,0.5029006,2.0
24.5,-0.3498556,2.0
51.29571,-0.17636615,2.0
6.75,0.17636615,2.0
30.805843,-0.6240231,2.0
15.402922,0.0,2.0
18.398369,-0.7469556,2.0
0.0,0.0,2.0
15.402922,-1.4478638,2.0
15.402922,0.0,2.0
0.08228485,-0.47501075,2.0
131.0,0.0,2.0
71.56291,0.5560432,2.0
9.0,2.0188203,2.0
9.0,-3.1415927,2.0
9.0,3.1415927,2.0
13.5,-1.5707964,2.0
12.5,0.0,2.0
0.0,0.0,2.0
18.398369,0.0,2.0
30.805843,-1.4478638,2.0
15.402922,0.0,2.0
0.0,0.0,2.0
142.64029,0.019606493,2.0
92.0,-0.11272761,2.0
0.0,0.0,2.0
277.8282,-0.37259802,2.0
39.537956,1.3411539,2.0
65.62012,-0.34236768,2.0
15.402922,-0.4864363,2.0
22.0,-3.1415927,2.0
0.0,0.0,2.0
15.402922,0.9467733,2.0
16.224981,1.2120256,2.0
67.10626,-0.7225236,2.0
2.5714285,1.7053174,2.0
32.56244,-0.13863973,2.0
27.901613,0.93804747,2.0
0.0,0.0,2.0
79.01424,0.0,2.0
0.0,0.0,2.0
71.56291,-2.0188203,2.0
0.0,0.0,2.0
79.01424,-0.43590182,2.0
0.0,0.0,2.0
186.5,-0.13059573,2.0
