PhoneID,Track,Total path length,Total time stopped,Total number of stops,Total time spent,Total inactive time,Total change in speed theta,Total time spent per stop,Total average speed,Total times appeared in this area
1,1,19.06010648,3,1,2.321687741,0,2.173793577,3,8.209590872,2
1,2,0,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,0,0,0,0
1,4,0,0,0,0,0,0,0,0,0
1,5,9.184314079,0,1,0,0,3.329691244,0,0,1
1,6,14.73678545,0,1,0,0,0.47704003,0,0,1
1,7,374.6346742,34,3,883.2544639,498,7.407692695,11.33333333,0.424152596,5
1,8,318.3469478,8,5,29.79046238,0,14.81786809,1.6,10.68620365,5
1,9,115.3621791,5,3,3.753374741,0,4.377259396,1.666666667,30.73558785,4
1,10,128.2172619,2,2,0.800987893,0,12.0924745,1,160.0739075,3
1,11,247.7342702,4,2,40.87507093,0,4.424968859,2,6.060766736,3
1,12,13.38368835,0,1,0,0,0.401728696,0,0,1
1,13,30.69781253,0,1,0,0,12.62342462,0,0,3
1,14,36.23957114,0,0,0,0,3.650104386,0,0,1
1,15,413.2344439,22,5,40.11124761,0,38.81656857,4.4,10.3022087,5
1,16,162.1331413,0,1,19.14947754,0,3.344074631,0,8.466713568,1
1,17,83.59259379,2,1,10.38512653,0,0.738474179,2,8.049260983,1
1,18,348.728321,2,6,5,0,12.17553475,0.333333333,69.74566421,6
1,19,64.94376379,1,1,1.672571193,0,11.17348738,1,38.82869924,1
1,20,118.3991113,3,2,8.223929577,0,1.20606742,1.5,14.39690238,2
1,21,236.1332561,2,2,16.3929404,0,9.57738314,1,14.40456991,2
1,22,113.6739524,1,2,0.025032553,0,5.382260992,0.5,4541.045138,2
1,23,30.6942907,0,1,45.54188773,201,0.225237874,0,0.673979324,1
1,24,3.977245952,0,1,0,0,1.065209418,0,0,1
1,25,0,0,0,0,0,0,0,0,0
1,26,0,0,0,0,0,0,0,0,0
1,27,0,0,0,0,0,0,0,0,0
1,28,110.090971,1,3,1.553507445,0,13.46678092,0.333333333,70.86607233,2
1,29,94.70770721,4,1,4,0,2.998617519,4,23.6769268,1
1,30,0,0,0,0,0,0,0,0,0
1,31,114.1770741,1,1,8.336120406,0,4.276693609,1,13.69666806,2
1,32,0,0,0,0,0,0,0,0,0
1,33,343.7820063,2,4,13.76849216,0,18.58135349,0.5,24.96874765,3
1,34,0,0,0,0,0,0,0,0,0
1,35,312.6779869,7,7,12,0,38.89301012,1,26.0564989,4
1,36,523.2070552,21,7,34.28228515,0,21.32843981,3,15.2617322,6
