PhoneID,Track,Total path length,Total time stopped,Total number of stops,Total time spent,Total inactive time,Total change in speed theta,Total time spent per stop,Total average speed,Total times appeared in this area
1,1,1478.665318,53,11,133,0,66.51138627,4.818181818,11.11778434,1
1,2,1257.957196,0,0,313.9509401,292,1.001686707,0,4.006859148,1
1,3,780.3108724,4,1,180,116,13.53959816,4,4.335060402,1
1,4,1056.93876,0,3,127,58,41.25269757,0,8.32235244,2
1,5,781.8344277,1,2,16,0,16.01983946,0.5,48.86465173,1
1,6,717.364888,5,7,8,0,30.89516957,0.714285714,89.670611,1
1,7,3894.230794,76,23,2178.127034,1992,89.7755654,3.304347826,1.787880474,3
1,8,3990.573829,83,23,317.3298089,33,92.87443522,3.608695652,12.57547737,5
1,9,1746.968544,25,12,38,0,50.34106174,2.083333333,45.97285641,1
1,10,3636.366643,45,21,393.1689119,262,137.7745525,2.142857143,9.248866156,4
1,11,2447.186544,143,21,260.9130401,178,122.5644765,6.80952381,9.379318654,2
1,12,4192.348094,52,19,263.1948872,109,120.3316515,2.736842105,15.92868364,3
1,13,1123.25484,18,17,36,0,111.3200414,1.058823529,31.20152333,2
1,14,2196.925003,70,13,313.5404526,192,65.59388615,5.384615385,7.006831129,3
1,15,5493.587213,100,40,78796.08539,78629,247.9929097,2.5,0.069719037,2
1,16,5095.027692,32,14,622.8722971,467,84.79607469,2.285714286,8.179891312,2
1,17,1192.642739,20,4,115,17,20.4150221,5,10.37080643,1
1,18,1883.643406,8,9,44,0,52.6957665,0.888888889,42.81007741,1
1,19,652.0690681,7,2,16,0,17.76491361,3.5,40.75431676,1
1,20,1485.527462,6,6,134.7301857,104,43.17279274,1,11.02594385,3
1,21,1424.951092,2,7,42,0,41.40948385,0.285714286,33.92740695,1
1,22,994.1103914,4,9,13,0,28.91080197,0.444444444,76.47003011,1
1,23,824.0466313,4,6,414,402,42.21375448,0.666666667,1.9904508,2
1,24,1004.956929,4,10,17,0,62.73266031,0.4,59.11511347,3
1,25,468.9817458,0,1,20,0,1.681239306,0,23.44908729,1
1,26,561.6292902,0,0,3,0,0.438002488,0,187.2097634,1
1,27,592.276501,0,0,28,0,0.204057716,0,21.15273218,1
1,28,969.3512513,3,13,16,0,56.6309511,0.230769231,60.58445321,1
1,29,1997.47436,34,15,104,68,49.55462588,2.066666667,19.20648423,3
1,30,334.2816597,0,1,16,16,5.298023113,0,20.89260373,1
1,31,698.4152619,1,5,27,0,24.31713465,0.2,25.86723192,1
1,32,709.9841663,2,6,33.04901194,0,38.12127972,0.333333333,21.48276528,3
1,33,2742.85287,36,16,265.5508039,202,113.5850562,2.25,10.32891948,3
1,34,354.9462294,0,0,1677.575087,1094,0.333531649,0,0.211582916,1
1,35,2227.886177,12,19,170,138,136.5745703,0.631578947,13.1052128,2
1,36,4895.044391,420,42,511,388,289.1548411,10,9.579343231,2
1,37,2040.243269,28,16,106.184448,0,80.57209375,1.75,19.21414394,2
1,38,4426.765419,171,26,875.776372,434,185.1826125,6.576923077,5.054675555,4
1,39,4112.128614,77,37,192,14,187.9988261,2.081081081,21.41733653,2
2,1,28233.51177,253,160,10401.72029,9711,892.8942702,1.58125,2.714311765,21
2,2,973.0130099,0,11,536.824002,424,56.44220816,0,1.812536336,2
2,3,4116.976334,35,21,97.03150863,0,165.9301477,1.666666667,42.42927264,4
2,4,927.0331999,8,5,16,0,27.16277959,1.6,57.93957499,1
2,5,2058.642339,44,12,69.14163988,32,51.92102183,3.666666667,29.77427701,3
2,6,1586.76649,4,7,14.20528319,0,44.07511372,0.571428571,111.7025595,3
2,7,3350.61007,108,17,613.935394,489,105.2607566,6.352941176,5.457593914,4
2,8,494.9037445,0,0,69.50877746,68,2.555202617,0,7.120017969,2
2,9,3356.898082,64,22,144,92,151.7941095,2.909090909,23.31179224,4
2,10,636.9054931,0,0,4,0,1.772937379,0,159.2263733,1
2,11,13360.2589,97,79,1229.696784,1009,520.9341884,1.227848101,10.86467744,14
