Speed angle changed vs. Modulus speed from (330, 343) to (560, 364)
Modulus speed (points/sec)
Speed angle changed (radians)
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
14.5,0.0,1.0
29.0,-0.20632389,1.0
27.0,-0.74969906,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
10.635371,-1.0111817,1.0
0.0,0.0,1.0
13.5,-0.28546286,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
19.006578,-0.6383198,1.0
92.0,0.4636476,1.0
30.220026,0.28511775,1.0
0.0,0.0,1.0
29.0,-0.28511775,1.0
0.0,0.0,1.0
27.0,-1.5707964,1.0
29.0,-0.21273178,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
3.1111112,0.4966027,1.0
0.0,0.0,1.0
55.0,-1.5707964,1.0
13.75,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
8.5,1.5707964,1.0
28.30636,-1.8757887,1.0
28.0,0.30499235,1.0
0.0,0.0,1.0
14.0,-0.0,1.0
18.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
14.5,-0.26371184,1.0
14.0,0.861202,1.0
0.0,0.0,1.0
27.666666,0.0,1.0
0.0,0.0,1.0
17.0,1.4435259,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
85.0,-0.14492276,1.0
19.333334,0.0,1.0
0.0,0.0,1.0
14.0,0.3103874,1.0
56.61272,0.7092047,1.0
0.0,0.0,1.0
13.5,0.30499235,1.0
27.0,-0.0,1.0
56.61272,-0.30499235,1.0
27.0,0.30499235,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
27.0,-0.0,1.0
0.0,0.0,1.0
54.0,0.0,1.0
27.0,-0.0,1.0
0.0,0.0,1.0
54.0,-0.23655781,1.0
13.5,0.0,1.0
27.0,0.0,1.0
0.0,0.0,1.0
32.75668,0.5456551,1.0
20.935915,0.5148086,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
29.0,-0.38307706,1.0
82.0,0.0,1.0
0.0,0.0,1.0
41.0,-0.0,1.0
56.61272,-0.40652877,1.0
0.0,0.0,1.0
83.74366,-1.7752175,1.0
87.414246,0.107029155,1.0
0.0,0.0,1.0
9.0,-0.44926012,1.0
27.0,-0.7853982,1.0
58.0,0.9983365,1.0
29.0,-0.0,1.0
57.567352,0.12397817,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
13.5,-0.21273178,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
15.953056,-1.0088748,1.0
27.5,-0.23860933,1.0
0.0,0.0,1.0
82.0,-1.5707964,1.0
18.333334,-0.0,1.0
27.5,0.0,1.0
0.0,0.0,1.0
4.230769,-0.37739596,1.0
13.5,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
29.26175,-0.9363007,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
27.0,-0.74969906,1.0
31.906113,0.56192154,1.0
29.0,-0.16925122,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
27.0,-0.12667653,1.0
27.5,-0.12970254,1.0
0.0,0.0,1.0
9.333333,-1.5707964,1.0
0.0,0.0,1.0
14.0,-0.48745263,1.0
28.0,-0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
16.807735,-0.21948327,1.0
14.5,-0.5302158,1.0
27.0,0.0,1.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
42.5,0.04733304,5.0
0.0,0.0,5.0
9.666667,0.082988255,5.0
14.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
13.5,0.16820677,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
19.006578,-0.6383198,5.0
0.0,0.0,5.0
12.671052,0.32796165,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
28.0,-0.37739596,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
19.006578,-1.0516502,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
58.0,-0.16925122,5.0
0.0,0.0,5.0
0.0,0.0,5.0
16.37834,0.9111733,5.0
19.006578,-0.39658415,5.0
0.0,0.0,5.0
32.626675,-0.26356387,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
14.5,0.08852542,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
19.006578,-0.37424514,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
84.0,0.5036263,2.0
70.51418,0.12083698,2.0
15.953056,0.11266145,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
7.0,-0.6415706,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
14.0,1.1466019,2.0
0.0,0.0,2.0
0.0,0.0,2.0
19.189117,0.19191605,2.0
0.0,0.0,2.0
41.87183,-0.09535486,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
41.87183,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
29.0,-0.98805684,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
101.35704,0.01833017,2.0
67.57136,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
28.0,0.53629583,3.0
0.0,0.0,3.0
13.5,0.06575871,3.0
0.0,0.0,3.0
0.0,0.0,3.0
19.006578,-0.49749923,3.0
32.626675,-0.29497683,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
