Speed angle changed vs. Modulus speed from (660, 2) to (693, 302)
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
88.391174,0.63503766,1.0
183.0,-2.7416039,1.0
178.08424,-1.0440841,1.0
239.28644,-0.048031818,1.0
0.0,0.0,1.0
16.5,0.8194759,1.0
0.0,0.0,1.0
62.0,-2.3204954,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
62.0,-2.1063535,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
36.0,0.8699419,1.0
0.0,0.0,1.0
62.0,-1.970818,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
12.970051,-0.6394319,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
59.361416,-2.0512002,1.0
89.04212,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
49.0,-2.1211164,5.0
79.20227,-1.9930004,5.0
11.0,1.141034,5.0
0.0,0.0,5.0
33.0,0.0,5.0
0.0,0.0,5.0
48.5,2.0507936,5.0
49.0,-1.1911836,5.0
43.333332,-2.6727638,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
6.6,0.68152624,5.0
0.0,0.0,5.0
70.459206,-0.33243328,5.0
11.872283,-0.049990233,5.0
0.0,0.0,5.0
0.0,0.0,5.0
54.55502,-0.49730632,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
75.817215,-1.2830257,2.0
10.666667,-1.1895047,2.0
32.0,-0.95352995,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
65.0,-1.2931812,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
16.5,0.7646675,2.0
0.0,0.0,2.0
16.0,-0.88297594,2.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
32.0,-0.98344773,3.0
25.927784,0.3848077,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
16.5,0.49098456,3.0
13.333333,1.5707964,3.0
25.927784,-2.4517927,3.0
17.285189,0.0,3.0
68.5,2.1385567,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
33.0,-2.1144416,3.0
16.5,3.1415927,3.0
33.0,-3.1415927,3.0
52.0,0.0,3.0
68.5,3.1415927,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
34.25,-3.1415927,3.0
36.0,3.1415927,3.0
18.0,-3.1415927,3.0
0.0,0.0,3.0
0.0,0.0,3.0
70.459206,-2.2461023,3.0
19.0,0.62621486,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
20.131203,-2.9052196,3.0
0.0,0.0,3.0
45.666668,-0.23637302,3.0
0.0,0.0,3.0
4.1940765,0.7150917,3.0
0.0,0.0,3.0
68.5,-1.255895,3.0
68.5,3.1415927,3.0
46.972805,-2.9052196,3.0
39.601135,0.19338925,3.0
24.0,-0.42976227,3.0
0.0,0.0,3.0
45.666668,3.1415927,3.0
68.5,-3.1415927,3.0
0.0,0.0,3.0
0.0,0.0,3.0
2.6666667,3.1415927,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
3.6343725,-2.183361,3.0
25.16446,0.52870893,3.0
0.0,0.0,3.0
0.0,0.0,3.0
16.776306,1.110223E-16,3.0
0.0,0.0,3.0
0.0,0.0,3.0
5.592102,-1.110223E-16,3.0
0.0,0.0,3.0
0.0,0.0,3.0
8.5625,0.8960554,3.0
8.5625,-3.1415927,3.0
2.310138,-0.82666427,3.0
0.0,0.0,3.0
0.0,0.0,3.0
16.776306,2.1901278,3.0
50.32892,1.110223E-16,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
3.6666667,0.43282628,3.0
3.6666667,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
97.0,-1.0345005,3.0
2.1052632,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
11.0,-0.88133705,3.0
25.927784,-0.8809963,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
34.25,2.4446158,3.0
97.0,-3.1415927,3.0
16.0,3.1415927,3.0
32.5,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
34.25,-3.1415927,3.0
0.0,0.0,3.0
137.0,2.4446158,3.0
0.0,0.0,3.0
68.5,-3.1415927,3.0
68.5,2.0253277,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
32.5,0.93287045,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
70.459206,-0.67619514,3.0
0.0,0.0,3.0
0.0,0.0,3.0
5.9565215,-0.23637302,3.0
0.0,0.0,3.0
32.5,0.8450289,3.0
21.666666,-3.1415927,3.0
0.0,0.0,3.0
0.0,0.0,3.0
68.5,2.1385567,3.0
0.0,0.0,3.0
0.0,0.0,3.0
33.0,0.7662312,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
16.5,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
16.5,-0.0,3.0
16.5,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
16.5,0.43282628,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,4.0
0.0,0.0,4.0
0.0,0.0,4.0
0.0,0.0,4.0
2.5384614,-1.0817662,4.0
10.285714,1.5707964,4.0
19.571428,-0.86876243,4.0
8.125,-1.3262284,4.0
