Speed angle changed vs. Modulus speed from (790, 302) to (1020, 323)
Modulus speed (points/sec)
Speed angle changed (radians)
0.0,0.0,1.0
0.0,0.0,1.0
33.0,-0.6425862,1.0
0.0,0.0,1.0
0.0,0.0,1.0
84.0,-0.25795197,1.0
0.0,0.0,1.0
16.5,-0.0,1.0
0.0,0.0,1.0
33.5,-0.2617135,1.0
0.0,0.0,1.0
0.0,0.0,1.0
38.470768,-0.086658575,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
33.0,1.5707964,1.0
33.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
16.5,-0.0,1.0
33.0,0.0,1.0
135.20355,-0.13352905,1.0
0.0,0.0,1.0
7.4444447,0.71783197,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
2.068883,-0.8330757,1.0
1.8363637,0.25877088,1.0
38.470768,-1.5560915,1.0
33.5,0.0,1.0
0.0,0.0,1.0
4.808846,-0.48689923,1.0
0.0,0.0,1.0
33.5,-0.5505494,1.0
0.0,0.0,1.0
6.4117947,-0.48689923,1.0
37.589893,0.98624593,1.0
0.0,0.0,1.0
9.617692,-0.48689923,1.0
2.5647178,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
2.404423,-0.90604186,1.0
38.470768,0.0,1.0
38.470768,0.0,1.0
0.0,0.0,1.0
38.470768,-0.8019684,1.0
38.470768,0.0,1.0
0.0,0.0,1.0
37.589893,0.98624593,1.0
0.0,0.0,1.0
0.0,0.0,1.0
8.5,-0.0,1.0
6.8,-0.42285392,1.0
0.0,0.0,1.0
0.0,0.0,1.0
38.470768,0.48689923,1.0
0.0,0.0,1.0
0.0,0.0,1.0
33.0,-0.8418166,1.0
34.687893,-0.46368617,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
19.235384,0.10453978,1.0
0.0,0.0,1.0
33.0,0.02685921,1.0
16.5,-0.0,1.0
0.0,0.0,1.0
16.5,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
17.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
67.0,-0.0,1.0
67.601776,0.13352905,1.0
22.533924,0.0,1.0
0.0,0.0,1.0
135.20355,0.087875515,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
38.470768,-0.48689923,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
18.794947,0.98624593,1.0
0.0,0.0,1.0
11.166667,0.42225116,1.0
22.333334,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
67.0,1.5707964,1.0
18.794947,0.30195117,1.0
7.4444447,-0.5505494,1.0
33.5,0.0,1.0
27.04071,0.13352905,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
13.520355,-0.8275667,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
19.235384,-0.48689923,5.0
0.0,0.0,5.0
0.0,0.0,5.0
17.0,0.48689923,5.0
17.0,-0.0,5.0
17.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
12.823589,0.5596185,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
9.0,-1.5917968,5.0
0.0,0.0,5.0
34.20526,0.10059186,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
33.0,0.6857295,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
42.240383,0.29350498,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
38.470768,-0.19883028,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
17.0,-0.48689923,5.0
17.0,-0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
70.34202,0.30863708,5.0
0.0,0.0,5.0
34.0,-0.25877088,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
101.607086,0.17809294,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
19.235384,-0.35305867,5.0
0.0,0.0,5.0
1.6190476,-0.48689923,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
18.794947,-0.30195117,5.0
7.694154,-1.2555392,5.0
0.0,0.0,5.0
0.0,0.0,5.0
19.235384,-0.48689923,5.0
38.470768,0.0,5.0
0.0,0.0,5.0
19.235384,-0.48689923,5.0
0.0,0.0,5.0
3.2492602,-0.42001185,5.0
0.0,0.0,5.0
19.235384,-0.086658575,5.0
12.823589,0.48689923,5.0
19.235384,0.0,5.0
12.823589,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
19.235384,-0.3088063,5.0
19.235384,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
51.29571,-0.2569877,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
9.0,-1.0838971,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
16.5,-0.8418166,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
12.529964,-0.923388,5.0
18.794947,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
16.5,-0.50683063,2.0
67.0,-0.0,2.0
25.647856,-0.47166207,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
19.235384,-0.32193214,2.0
0.0,0.0,2.0
0.0,0.0,2.0
35.17101,0.23777048,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
67.601776,-0.4675447,2.0
