Speed angle changed vs. Modulus speed from (560, 302) to (790, 323)
Modulus speed (points/sec)
Speed angle changed (radians)
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
33.25,0.85843873,1.0
1.8,-1.5707964,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
9.397473,-0.49934673,1.0
18.794947,0.0,1.0
9.0,-1.2420853,1.0
50.0,0.23236673,1.0
0.0,0.0,1.0
134.21252,0.40077305,1.0
67.10626,0.0,1.0
0.0,0.0,1.0
33.55313,-0.29575962,1.0
67.0,-0.0,1.0
4.5,-1.5707964,1.0
4.5,-1.5707964,1.0
0.0,0.0,1.0
39.051247,0.21546693,1.0
78.10249,0.0,1.0
44.333332,0.09020679,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
9.0,-1.5707964,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
18.0,2.1815224,1.0
8.112491,-0.98279375,1.0
18.0,2.7583084,1.0
0.0,0.0,1.0
0.0,0.0,1.0
4.400835,-0.5609489,1.0
185.87361,-0.096992,1.0
0.0,0.0,1.0
0.0,0.0,1.0
23.234201,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
22.368753,0.99295974,1.0
18.0,1.4362754,1.0
0.0,0.0,1.0
0.0,0.0,1.0
9.0,3.1415927,1.0
32.449963,-2.158799,1.0
26.100767,-0.3520443,1.0
0.0,0.0,1.0
32.449963,0.9400469,1.0
4.5,-1.5707964,1.0
18.0,3.1415927,1.0
18.0,-3.1415927,1.0
16.224981,2.158799,1.0
0.0,0.0,1.0
9.0,-0.7123576,1.0
0.0,0.0,1.0
9.0,-1.5707964,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
10.268615,-0.38541374,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
67.10626,-0.13452101,5.0
9.0,1.7053174,5.0
0.0,0.0,5.0
9.0,-1.40441,5.0
44.737507,0.24867228,5.0
0.0,0.0,5.0
66.5,0.3413559,5.0
0.0,0.0,5.0
16.5,1.3880748,5.0
15.402922,1.6781242,5.0
67.10626,0.13452101,5.0
0.0,0.0,5.0
26.100767,-0.3520443,5.0
15.402922,-0.27197874,5.0
24.0,0.6240231,5.0
26.100767,-0.3520443,5.0
15.402922,-0.6240231,5.0
15.402922,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
13.5,0.11415127,5.0
0.0,0.0,5.0
15.402922,-0.38541374,5.0
7.701461,0.0,5.0
15.402922,0.0,5.0
12.5,0.6240231,5.0
15.402922,2.1948195,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
27.0,0.11415127,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
30.805843,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
13.5,0.4480239,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
0.0,0.0,5.0
0.0,0.0,5.0
6.489992,1.7755148,5.0
9.0,-1.5707964,5.0
0.0,0.0,5.0
8.333333,0.23860933,5.0
9.0,1.5707964,5.0
10.268615,-2.1948195,5.0
9.0,2.1948195,5.0
16.224981,-2.158799,5.0
9.0,2.158799,5.0
12.529964,-2.070143,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.44935086,5.0
18.0,-0.9467733,5.0
9.0,3.1415927,5.0
15.402922,-0.38541374,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.73675066,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
25.0,0.23860933,5.0
0.0,0.0,5.0
3.6,2.3249547,5.0
66.5,-0.0,5.0
67.10626,0.13452101,5.0
50.0,-0.13452101,5.0
42.5,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
10.268615,-1.4478638,5.0
10.268615,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
25.0,1.5707964,5.0
18.0,1.5707964,5.0
0.0,0.0,5.0
25.0,1.5707964,5.0
15.402922,-0.6240231,5.0
0.0,0.0,5.0
26.100767,-0.11343499,5.0
15.0,-0.2914568,5.0
133.0,0.17636615,5.0
9.0,1.5707964,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,0.9467733,5.0
15.402922,0.0,5.0
15.402922,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.34488234,5.0
50.803543,0.311622,5.0
101.607086,0.0,5.0
50.803543,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,0.9467733,5.0
0.0,0.0,5.0
15.402922,0.0,5.0
15.402922,0.0,5.0
12.5,0.6240231,5.0
25.0,-0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-1.4478638,5.0
15.402922,0.0,5.0
10.268615,0.0,5.0
15.402922,0.0,5.0
0.0,0.0,5.0
18.0,0.5070985,5.0
30.805843,-2.1948195,5.0
30.805843,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
30.805843,-1.4478638,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
5.1343074,0.8536655,5.0
12.5,-0.6240231,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
66.5,0.13863973,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
15.402922,0.0,5.0
15.402922,0.0,5.0
13.5,0.6240231,5.0
0.0,0.0,5.0
0.0,0.0,5.0
67.10626,0.88642216,5.0
9.0,-1.4362754,5.0
13.5,1.5707964,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
9.0,-2.394637,5.0
18.0,3.1415927,5.0
15.402922,-2.1948195,5.0
50.0,0.0,5.0
44.737507,0.88642216,5.0
10.816654,0.7225236,5.0
9.0,0.98279375,5.0
9.0,-3.1415927,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.4864363,5.0
9.0,0.0,5.0
9.0,1.5707964,5.0
26.0,-0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
9.0,0.5070985,5.0
9.0,-3.1415927,5.0
0.0,0.0,5.0
9.0,3.1415927,5.0
34.20526,-0.26625204,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
15.402922,-0.6240231,5.0
0.0,0.0,5.0
0.0,0.0,5.0
13.5,0.328711,5.0
27.0,1.5707964,5.0
6.0,1.5707964,5.0
66.5,-1.5707964,5.0
9.0,-1.5707964,5.0
18.794947,0.6757129,5.0
9.0,-2.070143,5.0
33.86903,1.7488892,5.0
0.0,0.0,5.0
0.0,0.0,5.0
26.0,-0.0,5.0
15.402922,-1.4478638,5.0
0.0,0.0,5.0
16.224981,1.6131439,5.0
15.402922,-1.2120256,5.0
15.402922,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
66.0,-0.0,5.0
9.0,-0.7853982,5.0
52.0,1.5707964,5.0
25.0,0.0,5.0
0.0,0.0,5.0
18.0,1.8094057,5.0
18.794947,-0.13382852,5.0
