Speed angle changed vs. Modulus speed from (330, 302) to (560, 323)
32.760494,0.0,5.0
21.84033,0.0,5.0
27.984123,0.15000485,5.0
14.0,-1.0040671,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
32.760494,0.27829966,5.0
21.84033,0.0,5.0
9.0,-1.849096,5.0
14.0,0.0,5.0
28.0,-0.0,5.0
0.0,0.0,5.0
14.0,0.0,5.0
0.0,0.0,5.0
32.760494,-0.099096306,5.0
0.0,0.0,5.0
9.0,-1.709436,5.0
9.0,3.1415927,5.0
9.0,-3.1415927,5.0
0.0,0.0,5.0
14.0,1.5707964,5.0
14.0,0.0,5.0
14.0,0.0,5.0
0.0,0.0,5.0
14.0,1.0040671,5.0
28.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
28.0,0.1746722,5.0
0.0,0.0,5.0
0.0,0.0,5.0
18.973665,0.32175055,5.0
0.0,0.0,5.0
19.333334,0.0,5.0
14.5,-0.0,5.0
0.0,0.0,5.0
14.5,0.0,5.0
27.0,0.0,5.0
9.0,1.5707964,5.0
56.0,-1.5707964,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
13.5,-0.06198944,5.0
55.7315,0.40080816,5.0
41.976185,0.053886138,5.0
14.0,-0.21608497,5.0
41.5,0.0,5.0
32.760494,0.27829966,5.0
0.0,0.0,5.0
0.0,0.0,5.0
59.5,0.49934673,5.0
29.410883,-0.3109983,5.0
9.0,-1.259798,5.0
42.46469,1.7843567,5.0
9.0,-1.7843567,5.0
16.643316,2.1421337,5.0
0.0,0.0,5.0
14.5,-0.052277904,5.0
0.0,0.0,5.0
14.0,0.0,5.0
41.976185,0.21608497,5.0
27.984123,0.0,5.0
18.741665,-0.05532223,5.0
9.0,1.4100336,5.0
17.066048,-1.0153025,5.0
31.5,-0.92374915,5.0
9.0,1.5707964,5.0
0.0,0.0,5.0
11.377365,-2.12629,5.0
83.95237,0.7715787,5.0
28.0,0.09751581,5.0
0.0,0.0,5.0
11.377365,-0.5174571,5.0
56.224995,0.19965363,5.0
41.976185,0.05532223,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
63.0,-0.11010565,5.0
18.0,-1.5707964,5.0
18.0,3.1415927,5.0
0.0,0.0,5.0
84.92938,-1.7843567,5.0
84.92938,0.0,5.0
0.0,0.0,5.0
34.132095,0.3724898,5.0
54.0,-0.5554937,5.0
0.0,0.0,5.0
14.0,0.23860933,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
4.5,1.5707964,5.0
9.0,-3.1415927,5.0
9.0,3.1415927,5.0
0.0,0.0,5.0
0.0,0.0,5.0
42.5,0.0,5.0
28.0,-0.0,5.0
14.5,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
18.973665,0.32175055,5.0
0.0,0.0,5.0
21.0,-0.053733088,5.0
0.0,0.0,5.0
29.410883,-0.3109983,5.0
29.410883,0.0,5.0
0.0,0.0,5.0
14.0,0.0,5.0
29.410883,-0.8573583,5.0
0.0,0.0,5.0
14.0,0.3109983,5.0
17.0,0.0,5.0
0.0,0.0,5.0
14.5,0.0,5.0
9.333333,0.13863973,5.0
0.0,0.0,5.0
32.760494,-0.17661455,5.0
0.0,0.0,5.0
37.48333,-0.4390624,5.0
14.0,0.0,5.0
17.0,0.2624594,5.0
0.0,0.0,5.0
21.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
18.666666,-1.0040671,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
56.224995,-0.3486276,5.0
6.0,1.5707964,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
28.0,1.0040671,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
32.449963,0.70215386,5.0
0.0,0.0,5.0
56.0,-0.5880026,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
32.760494,0.27829966,5.0
0.0,0.0,5.0
0.0,0.0,5.0
17.066048,0.27719408,5.0
0.0,0.0,5.0
14.5,-0.5554937,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
14.5,-0.048219964,5.0
32.760494,-0.17661455,5.0
9.0,-1.849096,5.0
11.377365,2.12629,5.0
2.25,-2.12629,5.0
41.976185,1.7868813,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
14.5,0.2624594,5.0
17.066048,0.5554937,5.0
0.0,0.0,5.0
0.0,0.0,5.0
18.0,-1.6372011,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
41.5,0.13758674,5.0
0.0,0.0,5.0
0.0,0.0,5.0
21.84033,0.27829966,5.0
0.0,0.0,5.0
14.0,1.5707964,5.0
18.666666,0.0,5.0
14.5,-0.22414835,5.0
0.0,0.0,5.0
42.46469,0.35114717,5.0
0.0,0.0,5.0
56.224995,-0.052797694,5.0
41.976185,0.05532223,5.0
30.666666,-0.21608497,5.0
21.0,0.49934673,5.0
0.0,0.0,5.0
0.0,0.0,5.0
29.0,0.0,5.0
0.0,0.0,5.0
83.95237,0.21608497,5.0
14.0,-0.21608497,5.0
14.0,-0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
46.0,0.0,5.0
0.0,0.0,5.0
31.5,0.0,5.0
15.75,-0.0,5.0
0.0,0.0,5.0
21.84033,0.54455173,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
14.5,-0.41689807,5.0
14.5,-0.0,5.0
9.0,1.5707964,5.0
0.0,0.0,5.0
46.0,0.0,5.0
28.460499,0.32175055,5.0
0.0,0.0,5.0
18.666666,-0.32175055,5.0
0.0,0.0,5.0
0.0,0.0,5.0
7.0,-0.0,5.0
14.5,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
29.410883,-0.3109983,5.0
0.0,0.0,5.0
17.066048,-0.24449545,5.0
28.460499,0.8772443,5.0
19.607254,0.3109983,5.0
0.0,0.0,5.0
0.0,0.0,5.0
32.760494,0.77764636,5.0
0.0,0.0,5.0
0.0,0.0,5.0
17.066048,-0.8337934,5.0
14.0,0.13863973,5.0
0.0,0.0,5.0
28.032124,-0.22107586,5.0
0.0,0.0,5.0
0.0,0.0,5.0
9.0,1.061406,5.0
0.0,0.0,5.0
14.5,-1.5707964,5.0
0.0,0.0,5.0
32.760494,0.27829966,5.0
31.5,-0.27829966,5.0
31.5,0.0,5.0
0.0,0.0,5.0
14.0,0.0,5.0
28.0,-0.25877088,5.0
8.112491,0.5880026,5.0
0.0,0.0,5.0
59.5,-0.5880026,5.0
17.0,0.0,5.0
9.0,-1.5707964,5.0
14.5,1.5707964,5.0
14.5,0.0,5.0
17.066048,-0.5554937,5.0
69.5,0.5554937,5.0
17.066048,-0.5554937,5.0
31.5,-0.20820595,5.0
0.0,0.0,5.0
46.0,0.0,5.0
13.5,0.0,5.0
9.0,-0.0,5.0
0.0,0.0,5.0
17.066048,-1.2028859,5.0
17.066048,1.1109874,5.0
17.066048,0.0,5.0
14.5,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
18.666666,0.17636615,5.0
28.0,0.0,5.0
3.0,1.5707964,5.0
58.821766,-0.038857322,5.0
54.0,-0.3109983,5.0
34.132095,-0.5554937,5.0
0.0,0.0,5.0
34.132095,1.1109874,5.0
9.0,1.0153025,5.0
34.0,-1.5707964,5.0
34.0,0.0,5.0
0.0,0.0,5.0
41.976185,-0.43130717,5.0
14.0,-0.21608497,5.0
28.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
29.0,-0.64739215,5.0
39.666668,0.0,5.0
13.5,-0.0,5.0
18.973665,0.32175055,5.0
28.0,-0.32175055,5.0
14.0,-0.39681813,5.0
0.0,0.0,5.0
9.0,1.2577035,5.0
32.760494,-1.2924967,5.0
65.52099,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
11.377365,0.73358667,5.0
9.0,-2.12629,5.0
9.333333,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
16.643316,-0.45718622,5.0
87.0,0.57133746,5.0
14.5,0.18534794,5.0
14.230249,0.32175055,5.0
33.286633,0.99945885,5.0
0.0,0.0,5.0
14.0,0.17636615,5.0
111.0,-0.047003683,5.0
28.0,-0.3498556,5.0
0.0,0.0,5.0
83.95237,0.21608497,5.0
29.0,-0.21608497,5.0
0.0,0.0,5.0
18.0,1.5707964,5.0
0.0,0.0,5.0
34.132095,-1.0153025,5.0
34.0,-0.5554937,5.0
0.0,0.0,5.0
0.0,0.0,5.0
6.0,1.5707964,5.0
14.5,0.0,5.0
18.0,1.5707964,5.0
0.0,0.0,5.0
9.0,-3.1415927,5.0
41.976185,1.7868813,5.0
28.0,-0.21608497,5.0
0.0,0.0,5.0
28.0,0.13863973,5.0
28.0,-0.0,5.0
28.0,0.0,5.0
28.0,-0.0,5.0
28.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
56.0,0.23860933,5.0
0.0,0.0,5.0
56.920998,0.32175055,5.0
41.976185,0.022125825,5.0
22.292599,-0.053886138,5.0
0.0,0.0,5.0
14.5,0.0,5.0
0.0,0.0,5.0
14.5,0.0,5.0
0.0,0.0,5.0
14.5,0.0,5.0
28.460499,0.32175055,5.0
14.0,-0.32175055,5.0
17.066048,-1.2028859,5.0
0.0,0.0,5.0
9.0,-1.5707964,5.0
11.095545,0.99945885,5.0
17.066048,-1.0648841,5.0
0.0,0.0,5.0
31.5,0.26625204,5.0
7.25,0.0,5.0
18.666666,1.0040671,5.0
28.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
23.333334,0.9587809,5.0
28.309793,1.0877299,5.0
0.0,0.0,5.0
17.066048,-0.7690542,5.0
19.235384,1.042393,5.0
32.760494,-0.4713994,5.0
0.0,0.0,5.0
14.0,-0.5191461,5.0
41.5,0.0,5.0
32.760494,0.27829966,5.0
9.0,-2.3204954,5.0
14.5,1.5707964,5.0
0.0,0.0,5.0
83.95237,0.21608497,5.0
0.0,0.0,5.0
21.84033,0.77764636,5.0
17.066048,-0.8337934,5.0
14.5,0.5554937,5.0
9.0,1.5707964,5.0
55.5,-1.5707964,5.0
20.988092,0.21608497,5.0
5.4,-0.21608497,5.0
0.0,0.0,5.0
60.176823,-0.15012248,5.0
0.0,0.0,5.0
0.0,0.0,5.0
9.0,-2.070143,5.0
32.760494,1.849096,5.0
9.0,-1.849096,5.0
9.666667,1.5707964,5.0
83.95237,0.21608497,5.0
9.333333,-0.21608497,5.0
14.0,-0.0,5.0
70.080315,-0.20555164,5.0
0.0,0.0,5.0
41.976185,0.21608497,5.0
18.973665,0.10566558,5.0
14.230249,0.0,5.0
29.0,-0.32175055,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
37.48333,0.16076274,5.0
14.0,-0.16076274,5.0
14.0,0.0,5.0
14.0,0.0,5.0
7.25,0.9983365,5.0
34.132095,-0.5554937,5.0
0.0,0.0,5.0
14.5,0.0,5.0
29.0,-0.0,5.0
17.066048,0.5554937,5.0
0.0,0.0,5.0
9.0,-2.12629,5.0
9.333333,-0.3498556,5.0
37.0,0.0,5.0
0.0,0.0,5.0
9.0,-1.5707964,5.0
0.0,0.0,5.0
14.5,1.5707964,5.0
34.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
31.5,0.49934673,5.0
0.0,0.0,5.0
9.0,1.5707964,5.0
17.066048,-2.12629,5.0
0.0,0.0,5.0
9.0,2.7173982,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
9.0,-2.3204954,5.0
0.0,0.0,5.0
9.0,3.1415927,5.0
9.0,-3.1415927,5.0
0.0,0.0,5.0
14.0,-0.20478095,5.0
0.0,0.0,5.0
0.0,0.0,5.0
14.0,-0.0,5.0
14.5,-0.50939035,5.0
0.0,0.0,5.0
14.5,-0.0,5.0
0.0,0.0,5.0
3.6,1.5707964,5.0
21.84033,0.16696078,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
42.46469,0.21356043,5.0
28.0,-0.21356043,5.0
28.0,-0.0,5.0
0.0,0.0,5.0
28.0,0.0,5.0
0.0,0.0,5.0
14.705441,-0.038857322,5.0
54.0,-0.3109983,5.0
28.460499,0.32175055,5.0
0.0,0.0,5.0
28.309793,-0.10819012,5.0
28.0,-0.21356043,5.0
13.5,-0.0,5.0
14.5,0.0,5.0
34.132095,0.44415486,5.0
30.364452,-0.2545735,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
55.7315,-0.4851933,5.0
0.0,0.0,5.0
14.5,0.0,5.0
56.224995,-0.16076274,2.0
0.0,0.0,2.0
14.5,0.16076274,2.0
30.364452,0.30092025,2.0
70.0,-0.30092025,2.0
87.46428,-0.10308161,2.0
19.235384,-0.3838176,2.0
0.0,0.0,2.0
29.0,0.48689923,2.0
13.5,0.0,2.0
16.224981,-0.5880026,2.0
29.0,0.5880026,2.0
9.0,-1.5707964,2.0
70.0,1.5707964,2.0
83.95237,-0.21608497,2.0
11.377365,0.7715787,2.0
18.0,1.0153025,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
18.0,-3.1415927,2.0
55.5,1.5707964,2.0
56.224995,-0.16076274,2.0
56.224995,0.0,2.0
70.5762,0.032892823,2.0
70.5762,0.0,2.0
0.0,0.0,2.0
70.5762,0.0,2.0
14.5,0.12786992,2.0
70.5762,-1.2744719,2.0
14.5,0.12786992,2.0
17.066048,0.5554937,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
14.5,-0.5554937,2.0
14.5,-0.0,2.0
30.364452,0.30092025,2.0
14.5,-0.0,2.0
29.0,0.0,2.0
28.460499,0.32175055,2.0
14.0,-0.32175055,2.0
0.0,0.0,2.0
56.224995,1.731559,2.0
55.0,1.1466019,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
9.666667,-0.64739215,2.0
9.0,-1.701392,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
29.0,-1.0303768,2.0
56.718605,0.15935165,2.0
41.5,-0.15935165,2.0
11.095545,0.99945885,2.0
0.0,0.0,2.0
6.0,1.061406,2.0
17.066048,0.36363828,2.0
0.0,0.0,2.0
28.0,1.0040671,2.0
16.643316,0.57133746,2.0
27.0,-0.57133746,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
17.066048,-0.5554937,2.0
32.760494,0.8337934,2.0
0.0,0.0,2.0
34.0,0.49934673,2.0
17.0,-0.0,2.0
0.0,0.0,2.0
32.760494,0.27829966,2.0
14.5,-0.27829966,2.0
0.0,0.0,2.0
17.066048,0.5554937,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
9.0,-1.7561443,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
19.235384,-0.7531513,2.0
0.0,0.0,2.0
14.5,-0.18300392,2.0
18.973665,0.32175055,2.0
14.0,-0.32175055,2.0
14.0,0.0,2.0
28.0,-0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
17.066048,-0.7010371,2.0
0.0,0.0,2.0
0.0,0.0,2.0
14.5,-0.74969906,2.0
0.0,0.0,2.0
11.377365,0.5554937,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
32.760494,-0.099096306,2.0
32.760494,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
17.066048,-0.8337934,2.0
0.0,0.0,2.0
0.0,0.0,2.0
17.066048,0.0,2.0
0.0,0.0,2.0
9.666667,0.5554937,2.0
0.0,0.0,2.0
0.0,0.0,2.0
46.0,-0.0,2.0
0.0,0.0,2.0
3.4,0.2624594,2.0
0.0,0.0,2.0
0.0,0.0,2.0
14.0,0.13863973,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
56.0,0.3520443,2.0
56.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
32.760494,0.22139913,2.0
21.84033,0.77764636,2.0
0.0,0.0,2.0
0.0,0.0,2.0
17.066048,0.27719408,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
32.760494,0.54455173,2.0
0.0,0.0,2.0
21.84033,0.0,2.0
32.760494,0.0,2.0
31.5,-0.27829966,2.0
0.0,0.0,2.0
31.5,0.0,2.0
9.0,1.5707964,2.0
6.0,-3.1415927,2.0
0.0,0.0,2.0
14.5,-0.052277904,2.0
0.0,0.0,2.0
9.0,1.5707964,2.0
32.760494,0.09295171,2.0
0.0,0.0,2.0
32.760494,0.27829966,2.0
0.0,0.0,2.0
9.0,-1.849096,2.0
9.0,3.1415927,2.0
17.066048,-2.12629,2.0
29.0,-0.6415706,2.0
27.984123,0.21608497,2.0
41.976185,0.0,2.0
41.976185,0.0,2.0
83.95237,0.0,2.0
0.0,0.0,2.0
14.0,0.0,2.0
0.0,0.0,2.0
19.235384,-0.6449892,2.0
0.0,0.0,2.0
42.5,0.48689923,2.0
16.224981,0.5880026,2.0
0.0,0.0,2.0
0.0,0.0,2.0
14.230249,-0.26625204,2.0
0.0,0.0,2.0
86.88498,-0.46605918,2.0
9.0,1.3621145,2.0
28.0,-1.0040671,2.0
28.0,-0.32635882,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
28.0,0.23860933,2.0
0.0,0.0,2.0
0.0,0.0,2.0
