PhoneID,Track,DistToCluster1,DistToCluster2,DistToCluster3,x1,y1,x2,y2
ZX1B23QBS53771758c578bbd85,100,0.727017557,0.730465749,0.730729214
ZX1B23QBS53771758c578bbd85,100,0.107767218,0.111894604,0.111938759
ZX1B23QBS53771758c578bbd85,100,0.026127324,0.030265284,0.030809111
ZX1B23QBS53771758c578bbd85,100,0.004945088,0.008685717,0.008984652
ZX1B23QBS53771758c578bbd85,100,0.009800359,0.012229248,0.012516429
ZX1B23QBS53771758c578bbd85,100,0.001866007,0.006048956,0.006658942
ZX1B23QBS53771758c578bbd85,100,0.008623105,0.012432756,0.013123988
ZX1B23QBS53771758c578bbd85,100,0.005876287,0.01091454,0.010901887
ZX1B23QBS53771758c578bbd85,100,0.005096092,0.009972835,0.008712371
ZX1B23QBS53771758c578bbd85,100,0.003831006,0.008022733,0.008512788
ZX1B23QBS53771758c578bbd85,100,0.006966751,0.009512963,0.011148553
ZX1B23QBS53771758c578bbd85,100,0.011787881,0.016248106,0.016308686
ZX1B23QBS53771758c578bbd85,100,0.007629048,0.012371553,0.012650545
ZX1B23QBS53771758c578bbd85,100,0.025281312,0.028013343,0.029962195
ZX1B23QBS53771758c578bbd85,100,0.009243549,0.012867519,0.013711181
ZX1B23QBS53771758c578bbd85,100,0.006477781,0.010653171,0.010139131
ZX1B23QBS53771758c578bbd85,100,0.007494536,0.011072145,0.011275674
ZX1B23QBS53771758c578bbd85,100,0.011306407,0.013535236,0.014609415
ZX1B23QBS53771758c578bbd85,100,0.004896167,0.008063755,0.00789783
ZX1B23QBS53771758c578bbd85,100,0.005722194,0.009591372,0.010333464
ZX1B23QBS53771758c578bbd85,100,0.002218869,0.005939459,0.005932821
ZX1B23QBS53771758c578bbd85,100,0.002910266,0.004488318,0.006282361
ZX1B23QBS53771758c578bbd85,100,0.005087384,0.008543117,0.008839635
ZX1B23QBS53771758c578bbd85,100,0.007417502,0.012397406,0.012166112
ZX1B23QBS53771758c578bbd85,100,0.00430723,0.00680322,0.007512284
ZX1B23QBS53771758c578bbd85,100,0.008518844,0.011998791,0.011765455
ZX1B23QBS53771758c578bbd85,100,0.004569224,0.007255233,0.00716614
ZX1B23QBS53771758c578bbd85,100,0.007579285,0.010989545,0.010842394
ZX1B23QBS53771758c578bbd85,100,0.00784621,0.0093485,0.010711343
ZX1B23QBS53771758c578bbd85,100,0.009879665,0.014259473,0.015181704
ZX1B23QBS53771758c578bbd85,100,0.004355908,0.00945738,0.010057128
ZX1B23QBS53771758c578bbd85,100,0.005340054,0.008665185,0.008014498
ZX1B23QBS53771758c578bbd85,100,0.003957985,0.007559556,0.008003409
ZX1B23QBS53771758c578bbd85,100,0.010214063,0.0136236,0.013487174
ZX1B23QBS53771758c578bbd85,100,0.006034441,0.008258851,0.009257608
ZX1B23QBS53771758c578bbd85,100,0.003747773,0.005806514,0.008089299
ZX1B23QBS53771758c578bbd85,100,0.007289904,0.011034504,0.011164511
ZX1B23QBS53771758c578bbd85,100,0.003919872,0.008145982,0.007754744
ZX1B23QBS53771758c578bbd85,100,0.00463653,0.007016855,0.008511711
ZX1B23QBS53771758c578bbd85,100,0.007674895,0.008415492,0.008984282
ZX1B23QBS53771758c578bbd85,100,0.003306688,0.005694772,0.006220073
ZX1B23QBS53771758c578bbd85,100,0.010378766,0.016571623,0.01643364
ZX1B23QBS53771758c578bbd85,100,0.007660102,0.011391283,0.012191757
ZX1B23QBS53771758c578bbd85,100,0.010621652,0.015002231,0.014123223
ZX1B23QBS53771758c578bbd85,100,0.009768593,0.013282775,0.013309107
ZX1B23QBS53771758c578bbd85,100,0.005576047,0.008458698,0.009812827
ZX1B23QBS53771758c578bbd85,100,0.010921026,0.014664699,0.014739124
ZX1B23QBS53771758c578bbd85,100,0.017496599,0.021993369,0.022461885
ZX1B23QBS53771758c578bbd85,100,0.006880346,0.012279429,0.011378629
ZX1B23QBS53771758c578bbd85,100,0.010830034,0.013671679,0.015561136
ZX1B23QBS53771758c578bbd85,100,0.006928606,0.010629118,0.010515484
ZX1B23QBS53771758c578bbd85,100,0.006625665,0.011680148,0.010550823
ZX1B23QBS53771758c578bbd85,100,0.006367735,0.011199829,0.011302718
ZX1B23QBS53771758c578bbd85,100,0.009528042,0.01288956,0.011130026
ZX1B23QBS53771758c578bbd85,100,0.003024835,0.008081783,0.007597762
ZX1B23QBS53771758c578bbd85,100,0.005702687,0.008993515,0.009480228
