876,302,0,24/09/2014 14:39:15,ZX1B23QBS53771758c578bbd85,51
660,80,0,24/09/2014 14:39:22,ZX1B23QBS53771758c578bbd85,51
660,80,0,24/09/2014 14:39:25,ZX1B23QBS53771758c578bbd85,51
660,80,0,24/09/2014 14:39:27,ZX1B23QBS53771758c578bbd85,51
432,320,0,24/09/2014 14:55:30,ZX1B23QBS53771758c578bbd85,51
459,302,0,24/09/2014 14:55:32,ZX1B23QBS53771758c578bbd85,51
514,364,0,24/09/2014 14:55:34,ZX1B23QBS53771758c578bbd85,51
403,320,0,24/09/2014 14:55:36,ZX1B23QBS53771758c578bbd85,51
432,320,0,24/09/2014 14:55:38,ZX1B23QBS53771758c578bbd85,51
432,320,0,24/09/2014 14:55:40,ZX1B23QBS53771758c578bbd85,51
403,320,0,24/09/2014 14:55:42,ZX1B23QBS53771758c578bbd85,51
403,320,0,24/09/2014 14:55:44,ZX1B23QBS53771758c578bbd85,51
340,302,0,24/09/2014 14:55:46,ZX1B23QBS53771758c578bbd85,51
340,302,0,24/09/2014 14:55:48,ZX1B23QBS53771758c578bbd85,51
403,320,0,24/09/2014 14:55:50,ZX1B23QBS53771758c578bbd85,51
403,320,0,24/09/2014 14:55:52,ZX1B23QBS53771758c578bbd85,51
403,320,0,24/09/2014 14:55:54,ZX1B23QBS53771758c578bbd85,51
432,320,0,24/09/2014 14:55:56,ZX1B23QBS53771758c578bbd85,51
432,320,0,24/09/2014 14:55:58,ZX1B23QBS53771758c578bbd85,51
432,320,0,24/09/2014 14:56:00,ZX1B23QBS53771758c578bbd85,51
432,320,0,24/09/2014 14:56:02,ZX1B23QBS53771758c578bbd85,51
432,320,0,24/09/2014 14:56:04,ZX1B23QBS53771758c578bbd85,51
432,320,0,24/09/2014 14:56:06,ZX1B23QBS53771758c578bbd85,51
403,302,0,24/09/2014 14:56:08,ZX1B23QBS53771758c578bbd85,51
403,302,0,24/09/2014 14:56:10,ZX1B23QBS53771758c578bbd85,51
340,302,0,24/09/2014 14:56:12,ZX1B23QBS53771758c578bbd85,51
403,320,0,24/09/2014 14:56:14,ZX1B23QBS53771758c578bbd85,51
374,320,0,24/09/2014 14:56:15,ZX1B23QBS53771758c578bbd85,51
374,320,0,24/09/2014 14:56:17,ZX1B23QBS53771758c578bbd85,51
374,320,0,24/09/2014 14:56:21,ZX1B23QBS53771758c578bbd85,51
403,302,0,24/09/2014 14:56:23,ZX1B23QBS53771758c578bbd85,51
340,302,0,24/09/2014 14:56:26,ZX1B23QBS53771758c578bbd85,51
403,302,0,24/09/2014 14:56:28,ZX1B23QBS53771758c578bbd85,51
403,302,0,24/09/2014 14:56:30,ZX1B23QBS53771758c578bbd85,51
340,302,0,24/09/2014 14:56:32,ZX1B23QBS53771758c578bbd85,51
340,302,0,24/09/2014 14:56:35,ZX1B23QBS53771758c578bbd85,51
