HT25TW5055273593c875a9898b00,0.011300795,0.010049591,0.043132834
HT25TW5055273593c875a9898b00,0.163172519,0.202773143,0.211416481
HT25TW5055273593c875a9898b00,0.006035163,0.026480384,0.028501432
HT25TW5055273593c875a9898b00,0.012623149,0.033211294,0.048238978
HT25TW5055273593c875a9898b00,0.006322383,0.033370381,0.032042389
HT25TW5055273593c875a9898b00,0.016260661,0.031134107,0.053843864
HT25TW5055273593c875a9898b00,0.065550518,0.084355609,0.081916552
HT25TW5055273593c875a9898b00,0.061229216,0.085361891,0.081863763
HT25TW5055273593c875a9898b00,0.003473519,0.025714389,0.04520636
HT25TW5055273593c875a9898b00,0.045568307,0.036681099,0.049721374
HT25TW5055273593c875a9898b00,0.043192808,0.022429474,0.071377424
HT25TW5055273593c875a9898b00,0.037105771,0.044763451,0.019195114
HT25TW5055273593c875a9898b00,0.08431233,0.049862801,0.081071673
HT25TW5055273593c875a9898b00,0.019106919,0.016968231,0.048489666
HT25TW5055273593c875a9898b00,0.940634436,0.899046827,0.963936263
HT25TW5055273593c875a9898b00,0.371118076,0.38088203,0.343781936
HT25TW5055273593c875a9898b00,0.015831774,0.040487154,0.050472659
HT25TW5055273593c875a9898b00,0.01579487,0.029448488,0.044512829
HT25TW5055273593c875a9898b00,0.002822487,0.024448587,0.031649189
HT25TW5055273593c875a9898b00,0.010749818,0.025442549,0.02023128
HT25TW5055273593c875a9898b00,0.026566274,0.024578681,0.042020173
HT25TW5055273593c875a9898b00,0.015575112,0.044445318,0.063337283
HT25TW5055273593c875a9898b00,0.018429714,0.011331979,0.03951202
HT25TW5055273593c875a9898b00,0.019790994,0.012396999,0.03702478
HT25TW5055273593c875a9898b00,0.005814226,0.03272763,0.028822266
HT25TW5055273593c875a9898b00,0.014461993,0.035136029,0.048362558
HT25TW5055273593c875a9898b00,0.020221964,0.044600015,0.050897233
HT25TW5055273593c875a9898b00,0.015765288,0.045034932,0.048502527
HT25TW5055273593c875a9898b00,0.007142982,0.020360544,0.03254774
HT25TW5055273593c875a9898b00,0.007116322,0.018809713,0.029783851
HT25TW5055273593c875a9898b00,0.06000081,0.040273219,0.031754663
HT25TW5055273593c875a9898b00,0.008060819,0.03361512,0.037599
HT25TW5055273593c875a9898b00,0.067990125,0.047099962,0.098278642
HT25TW5055273593c875a9898b00,0.397965969,0.351283982,0.434581126
HT25TW5055273593c875a9898b00,0.031386072,0.035428218,0.060338757
HT25TW5055273593c875a9898b00,0.125571355,0.068264571,0.129778223
HT25TW5055273593c875a9898b00,0.213365171,0.181958706,0.221845405
ZX1B23QBS53771758c578bbd85,0.601674527,0.533712723,0.623634373
ZX1B23QBS53771758c578bbd85,0.566550337,0.526258025,0.570942204
