X,Y,Z,TimeStamp,PhoneID,Tb,XDISP,YDISP,ZDISP,MODDISP,RSX,RSY,RSZ,RAX,RAY,RAZ,MODSPD,MODACC,SPDTHETA,ACCTHETA,TRACK,Interpolated
177.0,302.0,0.0,2014-09-26 10:35:19.0,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,false
183.32078946364027,308.32919618483317,0.0,2014-09-26 10:35:21.25,YT910K6675876ded0861342065,2.0,6.320789463640267,6.329196184833165,0.0,8.944892609180531,3.1603947318201335,3.1645980924165826,0.0,0.0,0.0,0.0,4.472446304590266,0.0,0.7860627269937175,0.0,-1,true
196.6393077431098,321.6758672462307,0.0,2014-09-26 10:35:23.5,YT910K6675876ded0861342065,2.0,13.318518279469544,13.346671061397558,0.0,18.855146713343583,6.659259139734772,6.673335530698779,0.0,1.7494322039573191,1.7543687191410982,0.0,9.427573356671791,2.477563526040763,0.7864539508178043,0.7868070653373102,-1,true
209.96083537442033,335.0550881814827,0.0,2014-09-26 10:35:25.75,YT910K6675876ded0861342065,2.0,13.321527631310516,13.379220935251965,0.0,18.880324448114074,6.660763815655258,6.689610467625982,0.0,7.523379602432101E-4,0.00813746846360175,0.0,9.440162224057037,0.006294433692622725,0.7875588973563478,1.4786048407411705,-1,true
216.29065289358343,341.4819339878789,0.0,2014-09-26 10:35:28.0,YT910K6675876ded0861342065,3.0,6.3298175191631,6.426845806396216,0.0,9.020584063412786,2.1099391730543666,2.1422819354654052,0.0,-1.5169415475336308,-1.515776177386859,0.0,3.0068613544709284,-2.14443362319537,0.7930041034234913,0.7850138974699484,1,false
210.9217088237359,338.56561226139394,0.0,2014-09-26 10:35:29.75,YT910K6675876ded0861342065,1.0,-5.368944069847515,-2.9163217264849663,0.0,6.1098684795598555,-5.368944069847515,-2.9163217264849663,0.0,-7.4788832429018814,-5.058603661950372,0.0,6.1098684795598555,3.103007125088927,0.497594739622249,0.5947004654658874,-1,true
198.46517534202644,331.3579883786133,0.0,2014-09-26 10:35:31.5,YT910K6675876ded0861342065,2.0,-12.45653348170947,-7.207623882780638,0.0,14.391492918268726,-6.228266740854735,-3.603811941390319,0.0,-0.4296613355036101,-0.3437451074526763,0.0,7.195746459134363,0.5429389897872539,0.5245520224026632,0.6747637037092007,-1,true
185.9036684654842,324.03812400774365,0.0,2014-09-26 10:35:33.25,YT910K6675876ded0861342065,2.0,-12.56150687654224,-7.319864370869652,0.0,14.538633684681136,-6.28075343827112,-3.659932185434826,0.0,-0.026243348708192116,-0.02806012202225361,0.0,7.269316842340568,0.03678519160310234,0.5276180815221498,0.8188416230266874,-1,true
180.21980421113844,320.7850808169916,0.0,2014-09-26 10:35:35.0,YT910K6675876ded0861342065,2.0,-5.683864254345764,-3.2530431907520665,0.0,6.548939063904008,-2.841932127172882,-1.6265215953760332,0.0,1.7194106555491189,1.0167052950293964,0.0,3.274469531952004,-1.9974236551942819,0.5198250127349402,0.534005541134253,-1,false
182.10625362141255,319.5666038794085,0.0,2014-09-26 10:35:37.0,YT910K6675876ded0861342065,2.0,1.8864494102741105,-1.218476937583091,0.0,2.245746518408836,0.9432247051370553,-0.6092384687915455,0.0,1.8925784161549686,0.5086415632922439,0.0,1.122873259204418,-1.075798136373793,-0.5734947745777849,0.2625518785463553,-1,true
186.15915930910717,316.6664452510096,0.0,2014-09-26 10:35:39.0,YT910K6675876ded0861342065,2.0,4.052905687694619,-2.9001586283989127,0.0,4.983669790748987,2.0264528438473093,-1.4500793141994563,0.0,0.541614069355127,-0.4204204227039554,0.0,2.4918348953744935,0.6844808180850378,-0.6211027863021357,-0.6600819014283098,-1,true
190.21634464681745,313.7376770744477,0.0,2014-09-26 10:35:41.0,YT910K6675876ded0861342065,2.0,4.05718533771028,-2.9287681765619027,0.0,5.0038421134737066,2.02859266885514,-1.4643840882809513,0.0,0.0010699125039153046,-0.007152387040747499,0.0,2.5019210567368533,0.005043080681179868,-0.6252547841935894,-1.422309169124242,-1,true
192.1156330071386,312.4333714923755,0.0,2014-09-26 10:35:43.0,YT910K6675876ded0861342065,2.0,1.899288360321151,-1.3043055820721747,0.0,2.304020253182693,0.9496441801605755,-0.6521527910360874,0.0,-0.5394742443472822,0.406115648622432,0.0,1.1520101265913465,-0.6749554650727534,-0.6017669003821149,-0.6452900361167019,-1,false
191.25659697358716,311.81760983652134,0.0,2014-09-26 10:35:44.75,YT910K6675876ded0861342065,1.0,-0.8590360335514333,-0.6157616558541577,0.0,1.0569320336521328,-0.8590360335514333,-0.6157616558541577,0.0,-1.8086802137120088,0.03639113518192971,0.0,1.0569320336521328,-0.09507809293921365,0.621915929928398,-0.020117556113355257,-1,true
189.24122738227877,310.38828611512486,0.0,2014-09-26 10:35:46.5,YT910K6675876ded0861342065,2.0,-2.0153695913083993,-1.4293237213964858,0.0,2.4707652438297902,-1.0076847956541997,-0.7146618606982429,0.0,-0.07432438105138317,-0.04945010242204262,0.0,1.2353826219148951,0.08922529413138114,0.6168816049629813,0.5870753607268758,-1,true
187.21097498470718,308.9491914856055,0.0,2014-09-26 10:35:48.25,YT910K6675876ded0861342065,2.0,-2.030252397571587,-1.4390946295193316,0.0,2.488557443692341,-1.0151261987857936,-0.7195473147596658,0.0,-0.0037207015657969578,-0.002442727030711467,0.0,1.2442787218461706,0.004448049965637746,0.616624579568491,0.5809473147940973,-1,true
186.30729053236618,308.3041171053828,0.0,2014-09-26 10:35:50.0,YT910K6675876ded0861342065,2.0,-0.9036844523409968,-0.6450743802227521,0.0,1.1103002050898734,-0.4518422261704984,-0.32253719011137605,0.0,0.2816419863076476,0.1985050623241449,0.0,0.5551501025449367,-0.34456430965061696,0.6199456905145682,0.6139491731909607,-1,false
185.82565501182623,307.9382473151423,0.0,2014-09-26 10:35:52.0,YT910K6675876ded0861342065,2.0,-0.4816355205399532,-0.36586979024048105,0.0,0.6048416966912956,-0.2408177602699766,-0.18293489512024053,0.0,0.10551223295026091,0.06980114749556776,0.0,0.3024208483456478,-0.12636462709964444,0.6496424565846188,0.5844488258360642,-1,true
