Speed Angle vs Modulus Speed from (566, 343) to (805, 364)
111.32385,0.24497867,1.0
25.739075,1.0636978,1.0
175.32826,0.3614409,1.0
112.0,0.0,1.0
166.2077,0.16317044,1.0
37.821953,-0.42225116,1.0
0.0,-0.42225116,1.0
0.0,-0.42225116,1.0
151.28781,-0.42225116,1.0
0.0,-0.42225116,1.0
151.28781,-0.42225116,1.0
0.0,-0.42225116,1.0
0.0,-0.42225116,1.0
0.0,-0.42225116,1.0
151.28781,-0.42225116,1.0
75.643906,-0.42225116,1.0
75.643906,-0.42225116,1.0
0.0,-0.42225116,1.0
58.137768,-0.85843873,1.0
0.0,-0.85843873,1.0
0.0,-0.85843873,1.0
37.641586,-0.40024066,1.0
154.82893,1.4672717,1.0
29.740545,0.47116625,1.0
0.0,0.47116625,1.0
0.0,0.47116625,1.0
0.0,0.47116625,1.0
0.0,0.47116625,1.0
68.83676,0.19739556,1.0
0.0,0.19739556,1.0
0.0,0.19739556,1.0
137.67352,0.19739556,1.0
0.0,0.19739556,1.0
137.67352,0.19739556,1.0
19.667646,0.19739556,1.0
34.763485,0.7039461,1.0
59.48109,0.47116625,1.0
39.427147,-0.21729343,1.0
55.65968,-0.3103874,1.0
224.0,0.0,1.0
42.96074,0.099089615,1.0
0.0,0.099089615,1.0
27.901613,0.93804747,1.0
21.865955,-0.15612637,1.0
81.0,0.0,1.0
137.67352,0.19739556,1.0
82.764725,-0.20687395,1.0
11.823532,-0.20687395,1.0
9.803627,0.61629695,1.0
10.077477,-0.5971767,1.0
75.0,0.6435011,1.0
81.44476,-0.1045556,1.0
32.144207,0.2676163,1.0
0.0,0.2676163,1.0
14.472196,-0.67114383,1.0
14.285714,0.0,1.0
30.25756,-0.42225116,1.0
0.0,-0.42225116,1.0
5.4,1.5707964,1.0
75.643906,-0.42225116,1.0
0.0,-0.42225116,1.0
52.690132,-0.16202857,1.0
0.0,-0.16202857,1.0
0.0,-0.16202857,1.0
0.0,-0.16202857,1.0
73.00685,-0.23501222,1.0
0.0,-0.23501222,1.0
0.0,-0.23501222,1.0
24.215698,-0.5375866,1.0
162.26213,-0.16717501,1.0
58.5,0.39479113,1.0
0.0,0.39479113,1.0
0.0,0.39479113,1.0
166.2077,0.16317044,1.0
13.91492,-0.3103874,1.0
55.661926,0.24497867,1.0
0.0,0.24497867,1.0
78.854294,-0.21729343,1.0
59.48109,0.47116625,1.0
0.0,0.47116625,1.0
0.0,0.47116625,1.0
24.0,0.0,1.0
45.0,1.5707964,1.0
36.796738,0.82384074,1.0
0.0,0.82384074,1.0
66.85058,-1.1875122,1.0
7.034173,-1.3973006,1.0
73.00685,-0.23501222,1.0
0.0,-0.23501222,1.0
58.137768,-0.85843873,1.0
151.28781,-0.42225116,1.0
151.28781,-0.42225116,1.0
23.56507,-0.71783197,1.0
337.8772,0.13059573,1.0
0.0,0.13059573,1.0
15.0,1.5707964,1.0
39.38591,0.3498556,1.0
0.0,0.3498556,1.0
0.0,0.3498556,1.0
29.7284,0.52888155,1.0
194.87946,0.1389943,1.0
68.83676,0.19739556,1.0
139.14021,0.32175055,1.0
24.0,-0.0,1.0
137.67352,0.19739556,1.0
42.515438,0.26779923,1.0
224.0,0.0,1.0
8.857142,1.5707964,1.0
55.803226,-0.93804747,1.0
50.429268,-0.42225116,1.0
0.0,-0.42225116,1.0
0.0,-0.42225116,1.0
29.068884,-0.85843873,5.0
56.462376,-0.40024066,5.0
0.0,-0.40024066,5.0
22.5,1.5707964,5.0
241.9938,0.12845543,5.0
0.0,0.12845543,5.0
36.796738,0.82384074,5.0
45.0,1.5707964,5.0
0.0,1.5707964,5.0
169.79988,0.26211983,5.0
112.0,0.0,5.0
22.5,1.5707964,5.0
0.0,1.5707964,5.0
58.5,0.39479113,5.0
29.068884,-0.85843873,5.0
0.0,-0.85843873,5.0
52.756516,0.25877088,5.0
12.265579,0.82384074,5.0
56.720806,0.578223,5.0
0.0,0.578223,5.0
0.0,0.578223,5.0
86.313385,1.1019675,5.0
22.0,1.5707964,5.0
18.398369,0.82384074,5.0
0.0,0.82384074,5.0
11.884864,-0.38831872,5.0
10.918893,0.5456551,5.0
0.0,0.5456551,5.0
0.0,0.5456551,5.0
31.0,-0.0,5.0
0.0,-0.0,5.0
0.0,-0.0,5.0
168.5089,-0.13392408,5.0
0.0,-0.13392408,5.0
0.0,-0.13392408,5.0
0.0,-0.13392408,5.0
0.0,-0.13392408,5.0
9.0,1.5707964,5.0
0.0,1.5707964,5.0
12.265579,0.82384074,5.0
267.44812,0.08422802,5.0
162.88953,-0.1045556,5.0
11.25,1.5707964,5.0
0.0,1.5707964,5.0
67.57544,0.13059573,5.0
0.0,0.13059573,5.0
161.32921,0.12845543,5.0
18.398369,0.82384074,5.0
0.0,0.82384074,5.0
52.756516,0.25877088,5.0
33.42529,-1.1875122,5.0
220.1931,0.1412548,5.0
19.0,-0.0,5.0
0.0,-0.0,5.0
7.090909,-0.0,5.0
39.38591,0.3498556,5.0
41.799786,-0.51716787,5.0
85.92148,-0.099089615,5.0
337.8772,0.13059573,5.0
0.0,0.13059573,5.0
170.3445,0.18300392,5.0
33.42529,-1.1875122,5.0
0.0,-1.1875122,5.0
39.38591,0.3498556,5.0
22.0,1.5707964,5.0
15.0,1.5707964,5.0
58.137768,-0.85843873,5.0
25.990553,0.13059573,5.0
168.9386,0.13059573,5.0
0.0,0.13059573,5.0
39.661064,-0.5880026,5.0
18.398369,0.82384074,5.0
0.0,0.82384074,5.0
0.0,0.82384074,5.0
52.756516,0.25877088,5.0
0.0,0.25877088,5.0
22.0,1.5707964,5.0
33.42529,-1.1875122,5.0
36.359318,-1.0209432,5.0
138.26152,0.15979795,5.0
20.666666,0.0,5.0
43.304157,0.54636,5.0
18.398369,0.82384074,5.0
22.0,1.5707964,5.0
15.116217,-0.5971767,5.0
29.068884,-0.85843873,5.0
0.0,-0.85843873,5.0
40.5,0.0,5.0
55.518017,-0.8045041,5.0
47.13014,-0.71783197,5.0
0.0,-0.71783197,5.0
0.0,-0.71783197,5.0
0.0,-0.71783197,5.0
35.126755,-0.16202857,5.0
337.8772,0.13059573,5.0
36.796738,0.82384074,5.0
25.0,-0.0,5.0
36.796738,0.82384074,5.0
0.0,0.82384074,5.0
36.796738,0.82384074,5.0
25.739075,1.0636978,5.0
0.0,1.0636978,5.0
22.5,1.5707964,5.0
29.068884,-0.85843873,5.0
0.0,-0.85843873,5.0
0.0,-0.85843873,5.0
39.38591,0.3498556,5.0
0.0,0.3498556,5.0
18.398369,0.82384074,5.0
66.38712,0.20478095,5.0
0.0,0.20478095,5.0
0.0,0.20478095,5.0
0.0,0.20478095,5.0
25.303162,1.0541012,5.0
78.95885,-0.10786003,5.0
22.5,1.5707964,5.0
0.0,1.5707964,5.0
200.21239,0.11010565,5.0
39.38591,0.3498556,5.0
224.0,0.0,5.0
0.0,0.0,5.0
117.0,0.39479113,5.0
39.38591,0.3498556,5.0
78.77182,0.3498556,5.0
68.78408,0.3332443,5.0
78.77182,0.3498556,5.0
45.0,1.5707964,5.0
45.0,1.5707964,5.0
0.0,1.5707964,5.0
0.0,1.5707964,5.0
0.0,1.5707964,5.0
22.5,1.5707964,5.0
8.5,1.5707964,5.0
36.359318,-1.0209432,5.0
0.0,-1.0209432,5.0
174.39323,0.1264887,5.0
0.0,0.1264887,5.0
92.310616,0.16871054,5.0
0.0,0.16871054,5.0
36.359318,-1.0209432,5.0
0.0,-1.0209432,5.0
36.796738,0.82384074,5.0
39.38591,0.3498556,5.0
22.5,1.5707964,5.0
22.5,1.5707964,5.0
36.359318,-1.0209432,5.0
0.0,-1.0209432,5.0
58.80689,-0.658806,5.0
84.89994,0.26211983,5.0
85.5,0.0,5.0
25.342104,0.6171914,5.0
57.280983,0.099089615,5.0
36.503426,-0.23501222,5.0
29.068884,-0.85843873,5.0
22.5,1.5707964,5.0
43.304157,0.54636,5.0
0.0,0.54636,5.0
26.257275,0.3498556,5.0
22.5,1.5707964,5.0
92.83259,-0.15865526,5.0
337.8772,0.13059573,5.0
22.5,1.5707964,5.0
0.0,1.5707964,5.0
13.5,1.5707964,5.0
18.398369,0.82384074,5.0
0.0,0.82384074,5.0
24.239546,-1.0209432,5.0
201.4001,0.15453683,5.0
152.37418,0.09640354,5.0
0.0,0.09640354,5.0
75.643906,-0.42225116,5.0
44.0,1.5707964,5.0
15.116217,-0.5971767,5.0
78.77182,0.3498556,5.0
25.739075,1.0636978,5.0
94.7114,0.23985706,5.0
87.681244,0.7853982,5.0
0.0,0.7853982,5.0
100.43903,0.22082877,5.0
168.9386,0.13059573,5.0
6.7950525,-0.2104302,5.0
0.0,-0.2104302,5.0
48.90041,-0.27970415,5.0
22.5,1.5707964,5.0
18.398369,0.82384074,5.0
22.5,1.5707964,5.0
22.5,1.5707964,5.0
29.068884,-0.85843873,5.0
0.0,-0.85843873,5.0
39.38591,0.3498556,5.0
0.0,0.3498556,5.0
30.232433,-0.5971767,5.0
28.360403,0.578223,5.0
0.0,0.578223,5.0
0.0,0.578223,5.0
112.92475,-0.40024066,5.0
171.73235,-0.25910202,5.0
20.666666,0.0,5.0
39.38591,0.3498556,5.0
12.265579,0.82384074,5.0
25.739075,1.0636978,5.0
22.5,1.5707964,5.0
29.068884,-0.85843873,5.0
0.0,-0.85843873,5.0
0.0,-0.85843873,5.0
132.77425,0.20478095,5.0
78.77182,0.3498556,5.0
72.718636,-1.0209432,5.0
0.0,-1.0209432,5.0
45.0,1.5707964,5.0
45.0,1.5707964,5.0
12.265579,0.82384074,5.0
337.8772,0.13059573,5.0
0.0,0.13059573,5.0
0.0,0.13059573,5.0
151.28781,-0.42225116,5.0
0.0,-0.42225116,5.0
0.0,-0.42225116,5.0
104.69479,-0.30060568,5.0
168.9386,0.13059573,5.0
37.641586,-0.40024066,5.0
19.091883,-0.7853982,5.0
0.0,-0.7853982,5.0
15.0,1.5707964,5.0
12.265579,0.82384074,5.0
29.068884,-0.85843873,5.0
45.642635,0.74665785,5.0
18.179659,-1.0209432,5.0
31.0,-0.0,5.0
183.32484,0.12029548,5.0
0.0,0.12029548,5.0
0.0,0.12029548,5.0
74.666664,0.0,5.0
56.0,0.0,5.0
0.0,0.0,5.0
115.70869,0.19570065,5.0
38.5,0.0,5.0
45.642635,0.74665785,5.0
8.5,-1.5707964,5.0
10.918893,0.5456551,5.0
22.5,1.5707964,5.0
39.38591,0.3498556,5.0
53.075417,0.7454195,5.0
0.0,0.7454195,5.0
0.0,0.7454195,5.0
25.303162,-1.0541012,5.0
0.0,-1.0541012,5.0
39.38591,0.3498556,5.0
52.756516,0.25877088,5.0
19.692955,0.3498556,5.0
168.9386,0.13059573,5.0
86.10495,-0.049378432,5.0
39.38591,0.3498556,5.0
31.0,1.5707964,5.0
22.5,1.5707964,5.0
337.8772,0.13059573,5.0
0.0,0.13059573,5.0
85.86617,-0.25910202,5.0
31.0,0.0,5.0
66.38712,0.20478095,5.0
0.0,0.20478095,5.0
22.5,1.5707964,5.0
25.739075,1.0636978,5.0
31.0,1.5707964,5.0
0.0,1.5707964,5.0
19.0,-0.0,5.0
36.503426,-0.23501222,5.0
0.0,-0.23501222,5.0
112.62573,0.13059573,5.0
85.5,-0.0,5.0
0.0,-0.0,5.0
85.5,0.0,5.0
0.0,0.0,5.0
22.5,1.5707964,5.0
18.398369,0.82384074,5.0
0.0,0.82384074,5.0
29.068884,-0.85843873,5.0
65.55341,-0.13003138,5.0
18.398369,0.82384074,5.0
13.5,1.5707964,5.0
0.0,1.5707964,5.0
29.068884,-0.85843873,5.0
12.666667,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
36.503426,-0.23501222,5.0
114.14027,0.19395915,5.0
47.762432,0.17891717,5.0
0.0,0.17891717,5.0
0.0,0.17891717,5.0
18.398369,0.82384074,5.0
18.398369,0.82384074,5.0
0.0,0.82384074,5.0
0.0,0.82384074,5.0
14.534442,-0.85843873,5.0
0.0,-0.85843873,5.0
0.0,-0.85843873,5.0
0.0,-0.85843873,5.0
133.64505,-0.2340898,5.0
0.0,-0.2340898,5.0
0.0,-0.2340898,5.0
18.398369,0.82384074,2.0
20.666666,1.5707964,2.0
170.3445,0.18300392,2.0
60.53924,-0.5375866,2.0
0.0,-0.5375866,2.0
133.47493,0.11010565,2.0
56.59996,0.26211983,2.0
39.38591,0.3498556,2.0
0.0,0.3498556,2.0
18.398369,0.82384074,2.0
0.0,0.82384074,2.0
39.38591,0.3498556,2.0
26.239283,-1.0303768,2.0
112.669624,0.13352905,2.0
123.074165,0.18385057,2.0
0.0,0.18385057,2.0
0.0,0.18385057,2.0
22.5,1.5707964,2.0
184.62123,0.16871054,2.0
66.38712,0.20478095,2.0
0.0,0.20478095,2.0
26.239283,-1.0303768,2.0
0.0,-1.0303768,2.0
106.894806,-0.2120734,2.0
140.80927,0.16047855,2.0
27.0,0.0,2.0
84.89994,0.26211983,2.0
0.0,0.26211983,2.0
0.0,0.26211983,2.0
0.0,0.26211983,2.0
72.667435,-0.28838122,2.0
35.17101,0.25877088,2.0
11.253118,0.3498556,2.0
78.77182,0.3498556,2.0
36.796738,0.82384074,2.0
26.239283,-1.0303768,2.0
0.0,-1.0303768,2.0
18.398369,0.82384074,2.0
0.0,0.82384074,2.0
22.5,1.5707964,2.0
87.66413,0.3614409,2.0
0.0,0.3614409,2.0
39.38591,0.3498556,2.0
78.5,0.0,2.0
31.5,0.0,2.0
6.1073613,0.13397522,2.0
6.428571,1.5707964,2.0
22.5,1.5707964,2.0
18.398369,0.82384074,2.0
25.303162,1.0541012,2.0
132.77425,0.20478095,2.0
14.666667,1.5707964,2.0
58.137768,-0.85843873,2.0
0.0,-0.85843873,2.0
0.0,-0.85843873,2.0
0.0,-0.85843873,2.0
26.239283,-1.0303768,2.0
0.0,-1.0303768,2.0
0.0,-1.0303768,2.0
30.0,0.0,2.0
105.51303,0.25877088,2.0
0.0,0.25877088,2.0
0.0,0.25877088,2.0
141.2241,0.15641782,2.0
402.8002,0.15453683,2.0
0.0,0.15453683,2.0
0.0,0.15453683,2.0
233.04077,0.09454487,2.0
39.38591,0.3498556,2.0
39.38591,0.3498556,2.0
14.666667,1.5707964,2.0
26.257275,0.3498556,2.0
22.5,1.5707964,2.0
0.0,1.5707964,2.0
18.398369,0.82384074,2.0
39.38591,0.3498556,2.0
0.0,0.3498556,2.0
39.38591,0.3498556,2.0
114.14027,0.19395915,2.0
14.534442,-0.85843873,2.0
0.0,-0.85843873,2.0
56.720806,0.578223,2.0
200.21239,0.11010565,2.0
0.0,0.11010565,2.0
53.075417,0.7454195,2.0
13.119641,-1.0303768,2.0
18.398369,0.82384074,2.0
0.0,0.82384074,2.0
0.0,0.82384074,2.0
0.0,0.82384074,2.0
18.398369,0.82384074,2.0
18.398369,0.82384074,2.0
0.0,0.82384074,2.0
18.398369,0.82384074,2.0
0.0,0.82384074,2.0
18.398369,0.82384074,2.0
36.796738,0.82384074,2.0
0.0,0.82384074,2.0
18.398369,0.82384074,2.0
0.0,0.82384074,2.0
12.265579,0.82384074,2.0
22.0,1.5707964,2.0
18.398369,0.82384074,2.0
33.42529,-1.1875122,2.0
22.5,1.5707964,2.0
0.0,1.5707964,2.0
168.9386,0.13059573,2.0
0.0,0.13059573,2.0
106.79068,-0.20749623,2.0
0.0,-0.20749623,2.0
126.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
25.739075,1.0636978,2.0
35.654594,-0.38831872,2.0
170.3445,0.18300392,2.0
0.0,0.18300392,2.0
466.08154,0.09454487,2.0
103.0,-0.0,2.0
170.3445,0.18300392,2.0
166.2077,-0.27416745,2.0
22.5,1.5707964,2.0
0.0,1.5707964,2.0
66.5451,0.12808284,2.0
12.5,0.0,2.0
0.0,0.0,2.0
25.303162,1.0541012,2.0
12.869537,1.0636978,2.0
103.40696,-0.16514868,2.0
100.43903,0.22082877,2.0
86.833176,0.25615138,2.0
0.0,0.25615138,2.0
26.257275,0.3498556,2.0
0.0,0.3498556,2.0
15.116217,-0.5971767,2.0
0.0,-0.5971767,2.0
29.068884,-0.85843873,2.0
0.0,-0.85843873,2.0
22.0,1.5707964,2.0
18.398369,0.82384074,2.0
0.0,0.82384074,2.0
32.92795,0.7316864,2.0
60.53924,-0.5375866,2.0
0.0,-0.5375866,2.0
36.359318,-1.0209432,2.0
69.0,-0.0,2.0
233.04077,0.09454487,2.0
0.0,0.09454487,2.0
184.62123,0.16871054,2.0
56.462376,-0.40024066,2.0
52.690132,-0.16202857,2.0
85.92148,0.099089615,2.0
12.869537,1.0636978,2.0
45.0,1.5707964,2.0
22.0,1.5707964,2.0
51.70348,-0.16514868,2.0
39.38591,0.3498556,2.0
22.5,1.5707964,2.0
0.0,1.5707964,2.0
19.091883,-0.7853982,2.0
112.62573,0.13059573,2.0
184.62123,0.16871054,2.0
84.4693,0.13059573,2.0
51.70348,-0.16514868,2.0
25.739075,1.0636978,2.0
9.199184,0.82384074,2.0
0.0,0.82384074,2.0
12.265579,0.82384074,2.0
36.359318,-1.0209432,2.0
29.068884,-0.85843873,2.0
398.84833,-0.1560805,2.0
0.0,-0.1560805,2.0
0.0,-0.1560805,2.0
0.0,-0.1560805,2.0
156.10893,0.19990812,3.0
134.08206,-0.1271302,3.0
32.897568,-0.42285392,3.0
0.0,-0.42285392,3.0
22.5,1.5707964,3.0
34.38386,-0.7133581,3.0
22.5,1.5707964,3.0
22.5,1.5707964,3.0
27.0,1.5707964,3.0
0.0,1.5707964,3.0
0.0,1.5707964,3.0
30.0,0.0,3.0
30.0,-0.0,3.0
9.199184,0.82384074,3.0
29.068884,-0.85843873,3.0
0.0,-0.85843873,3.0
53.075417,0.7454195,3.0
0.0,0.7454195,3.0
36.503426,-0.23501222,3.0
0.0,-0.23501222,3.0
154.57361,0.14281197,3.0
29.068884,-0.85843873,3.0
35.35534,1.0691923,3.0
26.239283,-1.0303768,3.0
53.464943,1.1364291,3.0
55.848255,-0.08066292,3.0
64.288414,0.2676163,3.0
0.0,0.2676163,3.0
0.0,0.2676163,3.0
0.0,0.2676163,3.0
0.0,0.2676163,3.0
78.77182,0.3498556,3.0
78.77182,0.3498556,3.0
39.38591,0.3498556,3.0
0.0,0.3498556,3.0
0.0,0.3498556,3.0
0.0,0.3498556,3.0
22.5,1.5707964,3.0
14.666667,1.5707964,3.0
168.9386,0.13059573,3.0
170.3445,0.18300392,3.0
0.0,0.18300392,3.0
75.643906,-0.42225116,3.0
168.9386,0.13059573,3.0
0.0,0.13059573,3.0
156.59901,0.19927408,3.0
108.0,0.0,3.0
71.151245,0.32175055,3.0
108.850815,0.20820595,3.0
0.0,0.20820595,3.0
13.5,1.5707964,3.0
39.38591,0.3498556,3.0
34.38386,-0.7133581,3.0
12.5,0.0,3.0
0.0,0.0,3.0
73.756355,1.3521274,3.0
0.0,1.3521274,3.0
45.642635,0.74665785,3.0
9.550083,-1.1875122,3.0
10.077477,-0.5971767,3.0
15.116217,-0.5971767,3.0
0.0,-0.5971767,3.0
15.116217,-0.5971767,3.0
0.0,-0.5971767,3.0
0.0,-0.5971767,3.0
51.47815,1.0636978,3.0
18.398369,0.82384074,3.0
18.398369,0.82384074,3.0
0.0,0.82384074,3.0
0.0,0.82384074,3.0
112.62573,0.13059573,3.0
56.462376,-0.40024066,3.0
36.503426,-0.23501222,3.0
26.257275,0.3498556,3.0
0.0,0.3498556,3.0
0.0,0.3498556,3.0
0.0,0.3498556,3.0
39.38591,0.3498556,3.0
39.38591,0.3498556,3.0
27.82984,-0.3103874,3.0
55.40257,0.16317044,3.0
24.5,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
22.5,1.5707964,3.0
22.283527,-1.1875122,3.0
30.232433,-0.5971767,3.0
39.38591,0.3498556,3.0
0.0,0.3498556,3.0
4.599592,0.82384074,3.0
29.068884,-0.85843873,3.0
0.0,-0.85843873,3.0
0.0,-0.85843873,3.0
75.643906,-0.42225116,3.0
170.3445,0.18300392,3.0
0.0,0.18300392,3.0
0.0,0.18300392,3.0
12.373808,-0.47569522,3.0
0.0,-0.47569522,3.0
0.0,-0.47569522,3.0
153.23593,0.055498507,3.0
0.0,0.055498507,3.0
0.0,0.055498507,3.0
32.92795,0.7316864,3.0
22.5,1.5707964,3.0
22.5,1.5707964,3.0
136.26537,-0.06241881,3.0
0.0,-0.06241881,3.0
0.0,-0.06241881,3.0
31.0,1.5707964,3.0
72.56032,-0.5191461,3.0
0.0,-0.5191461,3.0
171.0,0.0,3.0
0.0,0.0,3.0
63.612106,-0.36153054,3.0
14.705441,-0.61629695,3.0
33.24154,-1.2014626,3.0
0.0,-1.2014626,3.0
0.0,-1.2014626,3.0
33.24154,-1.2014626,3.0
24.0,0.0,3.0
0.0,0.0,3.0
54.0,0.0,3.0
0.0,0.0,3.0
189.83809,-0.11880131,3.0
14.705441,0.61629695,3.0
40.893154,1.361411,3.0
4.6666665,0.0,3.0
0.0,0.0,3.0
38.6,-0.0,3.0
85.17225,0.18300392,3.0
52.756516,0.25877088,3.0
19.379255,-0.85843873,3.0
94.26028,-0.71783197,3.0
0.0,-0.71783197,3.0
0.0,-0.71783197,3.0
24.239546,-1.0209432,3.0
0.0,-1.0209432,3.0
0.0,-1.0209432,3.0
0.0,-1.0209432,3.0
85.86617,-0.25910202,3.0
215.66757,0.03942272,3.0
69.0,-0.0,3.0
75.643906,-0.42225116,3.0
0.0,-0.42225116,3.0
0.0,-0.42225116,3.0
56.462376,-0.40024066,3.0
337.8772,0.13059573,3.0
154.57361,0.14281197,3.0
76.09351,0.19395915,3.0
29.068884,-0.85843873,3.0
22.5,1.5707964,3.0
51.70348,-0.16514868,3.0
0.0,-0.16514868,3.0
0.0,-0.16514868,3.0
22.5,1.5707964,3.0
25.303162,-1.0541012,3.0
0.0,-1.0541012,3.0
22.283527,-1.1875122,3.0
22.5,1.5707964,3.0
18.398369,0.82384074,3.0
15.953056,0.56192154,3.0
29.068884,-0.85843873,3.0
168.9386,0.13059573,3.0
52.347397,0.433742,3.0
58.137768,-0.85843873,3.0
85.86617,-0.25910202,3.0
5.6658664,-0.5880026,3.0
184.62123,0.16871054,3.0
0.0,0.16871054,3.0
0.0,0.16871054,3.0
0.0,0.16871054,3.0
19.0,0.0,3.0
29.068884,-0.85843873,3.0
0.0,-0.85843873,3.0
56.462376,-0.40024066,3.0
0.0,-0.40024066,3.0
74.881386,-0.075747654,3.0
5.6666665,1.5707964,3.0
234.06195,0.13283385,3.0
0.0,0.13283385,3.0
46.73997,-0.14492276,3.0
8.5,1.5707964,3.0
38.183765,-0.7853982,3.0
0.0,-0.7853982,3.0
70.379326,-0.7602778,3.0
0.0,-0.7602778,3.0
140.75865,-0.7602778,3.0
15.116217,-0.5971767,3.0
15.116217,-0.5971767,3.0
0.0,-0.5971767,3.0
0.0,-0.5971767,3.0
36.359318,-1.0209432,3.0
0.0,-1.0209432,3.0
0.0,-1.0209432,3.0
0.0,-1.0209432,3.0
30.809652,0.03942272,3.0
0.0,0.03942272,3.0
0.5109717,-0.40024066,3.0
19.379255,-0.85843873,3.0
121.50823,-0.18206182,3.0
119.14382,-0.18998829,3.0
308.0,0.0,3.0
56.462376,-0.40024066,3.0
0.0,-0.40024066,3.0
98.0,0.0,3.0
40.35468,0.591439,3.0
52.756516,0.25877088,3.0
112.0,0.0,3.0
60.53924,-0.5375866,3.0
0.0,-0.5375866,3.0
201.4001,0.15453683,3.0
0.0,0.15453683,3.0
0.0,0.15453683,3.0
50.429268,-0.42225116,3.0
0.0,-0.42225116,3.0
0.0,-0.42225116,3.0
32.897568,-0.42285392,3.0
25.739075,1.0636978,3.0
0.0,1.0636978,3.0
22.5,1.5707964,3.0
13.5,1.5707964,3.0
0.0,1.5707964,3.0
14.666667,1.5707964,3.0
0.0,1.5707964,3.0
0.0,1.5707964,3.0
0.0,1.5707964,3.0
0.0,1.5707964,3.0
13.5,1.5707964,3.0
0.0,1.5707964,3.0
15.116217,-0.5971767,3.0
0.0,-0.5971767,3.0
0.0,-0.5971767,3.0
0.0,-0.5971767,3.0
30.232433,-0.5971767,3.0
26.257275,0.3498556,3.0
56.720806,0.578223,3.0
0.0,0.578223,3.0
0.0,0.578223,3.0
52.347397,0.433742,3.0
53.075417,0.7454195,3.0
0.0,0.7454195,3.0
226.5,-0.0,3.0
0.0,-0.0,3.0
0.0,-0.0,3.0
0.0,-0.0,3.0
