 PhoneID;DistToCluster1; DistToCluster2; DistToCluster3; Characteristics
ZX1B23QBS53771758c578bbd85;0.006344555;0.008015687;0.008778657;1
ZX1B23QBS53771758c578bbd85;0.013249532;0.0163612;0.017306765;1
ZX1B23QBS53771758c578bbd85;0.007678601;0.011207535;0.0116627;1
ZX1B23QBS53771758c578bbd85;0.005067822;0.00700963;0.007237979;1
ZX1B23QBS53771758c578bbd85;0.023047112;0.025876111;0.025925553;1
ZX1B23QBS53771758c578bbd85;0.00902812;0.013546135;0.013747086;1
ZX1B23QBS53771758c578bbd85;0.006637096;0.009628586;0.010046587;1
ZX1B23QBS53771758c578bbd85;0.003720559;0.007700449;0.007342434;1
ZX1B23QBS53771758c578bbd85;0.001986116;0.00616523;0.006096317;1
ZX1B23QBS53771758c578bbd85;0.004551972;0.007288782;0.007412595;1
ZX1B23QBS53771758c578bbd85;0.008814747;0.012556388;0.012854141;1
ZX1B23QBS53771758c578bbd85;0.006640951;0.010205519;0.010835891;1
ZX1B23QBS53771758c578bbd85;0.026977737;0.031265918;0.031247831;1
ZX1B23QBS53771758c578bbd85;0.008233827;0.010504063;0.011063018;1
ZX1B23QBS53771758c578bbd85;0.005346611;0.008782137;0.009057453;1
ZX1B23QBS53771758c578bbd85;0.008054037;0.013242349;0.012236711;1
ZX1B23QBS53771758c578bbd85;0.003036446;0.008206521;0.007674882;1
ZX1B23QBS53771758c578bbd85;0.006973988;0.008759717;0.009566355;1
ZX1B23QBS53771758c578bbd85;0.017616466;0.020547785;0.020782593;1
ZX1B23QBS53771758c578bbd85;0.032212323;0.033847755;0.034657983;1
ZX1B23QBS53771758c578bbd85;0.012255097;0.016272818;0.016376594;1
ZX1B23QBS53771758c578bbd85;0.00826325;0.01163837;0.01255136;1
ZX1B23QBS53771758c578bbd85;0.003510285;0.007303214;0.008831923;1
ZX1B23QBS53771758c578bbd85;0.00882274;0.013058119;0.013486855;1
ZX1B23QBS53771758c578bbd85;0.010217183;0.013500026;0.013690643;1
ZX1B23QBS53771758c578bbd85;0.011060965;0.014024334;0.014502409;1
ZX1B23QBS53771758c578bbd85;0.007541927;0.013877823;0.013596409;1
ZX1B23QBS53771758c578bbd85;0.005304897;0.00924879;0.009714175;1
ZX1B23QBS53771758c578bbd85;0.006182141;0.005494489;0.008488852;2
ZX1B23QBS53771758c578bbd85;0.008025398;0.00958417;0.012181215;1
ZX1B23QBS53771758c578bbd85;0.005704723;0.00897504;0.008843738;1
ZX1B23QBS53771758c578bbd85;0.002857439;0.00775135;0.007561343;1
ZX1B23QBS53771758c578bbd85;0.00453145;0.005054262;0.006753217;1
ZX1B23QBS53771758c578bbd85;0.011817215;0.016396989;0.017558803;1
ZX1B23QBS53771758c578bbd85;0.005636594;0.008578842;0.008850527;1
ZX1B23QBS53771758c578bbd85;0.018295342;0.022888219;0.022034407;1
ZX1B23QBS53771758c578bbd85;0.009737867;0.014195325;0.015289043;1
ZX1B23QBS53771758c578bbd85;0.010201998;0.01281049;0.014251172;1
ZX1B23QBS53771758c578bbd85;0.004681466;0.008656041;0.008370896;1
ZX1B23QBS53771758c578bbd85;0.009312582;0.012068934;0.012811371;1
ZX1B23QBS53771758c578bbd85;0.003792168;0.005874135;0.006208401;1
ZX1B23QBS53771758c578bbd85;0.005927947;0.009145299;0.01012383;1
ZX1B23QBS53771758c578bbd85;0.013889411;0.016702709;0.017865968;1
ZX1B23QBS53771758c578bbd85;0.00563876;0.007635614;0.007996888;1
ZX1B23QBS53771758c578bbd85;0.009629687;0.011535515;0.012636613;1
ZX1B23QBS53771758c578bbd85;0.019392258;0.020264685;0.021928464;1
ZX1B23QBS53771758c578bbd85;0.015992141;0.020271277;0.020397265;1
ZX1B23QBS53771758c578bbd85;0.009752268;0.012206289;0.013144217;1
ZX1B23QBS53771758c578bbd85;0.007882829;0.010506419;0.011650129;1
ZX1B23QBS53771758c578bbd85;0.008294734;0.011126905;0.012528286;1
ZX1B23QBS53771758c578bbd85;0.013747612;0.015085551;0.015291675;1
ZX1B23QBS53771758c578bbd85;0.00473912;0.008689781;0.009181588;1
ZX1B23QBS53771758c578bbd85;0.013487146;0.016109624;0.01639858;1
ZX1B23QBS53771758c578bbd85;0.022515204;0.026955879;0.026917781;1
ZX1B23QBS53771758c578bbd85;0.00626173;0.006304789;0.006905606;1
ZX1B23QBS53771758c578bbd85;0.003930833;0.005380252;0.006936076;1
ZX1B23QBS53771758c578bbd85;0.010232731;0.014357221;0.014301907;1
ZX1B23QBS53771758c578bbd85;0.003268576;0.006089108;0.007127463;1
ZX1B23QBS53771758c578bbd85;0.008771551;0.0110278;0.01216353;1
ZX1B23QBS53771758c578bbd85;0.014356116;0.019223949;0.019545955;1
ZX1B23QBS53771758c578bbd85;0.002969794;0.004391432;0.005344585;1
ZX1B23QBS53771758c578bbd85;0.004119346;0.008114784;0.008109317;1
ZX1B23QBS53771758c578bbd85;0.006478516;0.012283516;0.011342303;1
ZX1B23QBS53771758c578bbd85;0.008301443;0.010311745;0.011475746;1
ZX1B23QBS53771758c578bbd85;0.007885045;0.014197866;0.012908202;1
ZX1B23QBS53771758c578bbd85;0.005110925;0.00843845;0.008555062;1
ZX1B23QBS53771758c578bbd85;0.014466824;0.018127458;0.017189963;1
ZX1B23QBS53771758c578bbd85;0.006230872;0.009858627;0.010043765;1
ZX1B23QBS53771758c578bbd85;0.009846622;0.010230625;0.011307687;1
ZX1B23QBS53771758c578bbd85;0.012224506;0.014446034;0.015202226;1
ZX1B23QBS53771758c578bbd85;0.009957466;0.014121751;0.013676122;1
ZX1B23QBS53771758c578bbd85;0.006974468;0.009251261;0.009365954;1
ZX1B23QBS53771758c578bbd85;0.006539361;0.009371869;0.009577442;1
ZX1B23QBS53771758c578bbd85;0.009022132;0.012063369;0.01239478;1
ZX1B23QBS53771758c578bbd85;0.010990197;0.011996114;0.013739096;1
ZX1B23QBS53771758c578bbd85;0.009549264;0.014286552;0.015111433;1
ZX1B23QBS53771758c578bbd85;0.006929537;0.008434621;0.009410728;1
ZX1B23QBS53771758c578bbd85;0.003041921;0.007166604;0.007542768;1
ZX1B23QBS53771758c578bbd85;0.004094133;0.007194674;0.007358105;1
ZX1B23QBS53771758c578bbd85;0.010865128;0.012546496;0.013849588;1
ZX1B23QBS53771758c578bbd85;0.006864607;0.011183926;0.011194436;1
ZX1B23QBS53771758c578bbd85;0.00234894;0.002930166;0.005116803;1
ZX1B23QBS53771758c578bbd85;0.014518889;0.019343126;0.019388764;1
ZX1B23QBS53771758c578bbd85;0.003911932;0.008629868;0.009214003;1
ZX1B23QBS53771758c578bbd85;0.010000039;0.014332015;0.014695479;1
ZX1B23QBS53771758c578bbd85;0.005263201;0.007850566;0.009539144;1
ZX1B23QBS53771758c578bbd85;0.011330704;0.016228244;0.015797091;1
ZX1B23QBS53771758c578bbd85;0.0109448;0.013045429;0.015384171;1
ZX1B23QBS53771758c578bbd85;0.010931229;0.016215492;0.016315744;1
ZX1B23QBS53771758c578bbd85;0.007910888;0.010704226;0.011928327;1
ZX1B23QBS53771758c578bbd85;0.007108302;0.009389366;0.009666241;1
ZX1B23QBS53771758c578bbd85;0.011544901;0.015247195;0.016294434;1
ZX1B23QBS53771758c578bbd85;0.008072949;0.010523507;0.011822351;1
ZX1B23QBS53771758c578bbd85;0.005818313;0.008156294;0.010808831;1
ZX1B23QBS53771758c578bbd85;0.015406967;0.017362922;0.018792976;1
ZX1B23QBS53771758c578bbd85;0.006831916;0.010978284;0.012181274;1
ZX1B23QBS53771758c578bbd85;0.002344416;0.005840294;0.006284227;1
ZX1B23QBS53771758c578bbd85;0.008008988;0.012019315;0.012709665;1
ZX1B23QBS53771758c578bbd85;0.001195873;0.003912823;0.004429773;1
ZX1B23QBS53771758c578bbd85;0.025202384;0.029464986;0.029562363;1
ZX1B23QBS53771758c578bbd85;0.014365795;0.017305127;0.017986067;1
ZX1B23QBS53771758c578bbd85;0.025326228;0.029535378;0.029251651;1
ZX1B23QBS53771758c578bbd85;0.002202882;0.005919384;0.006721151;1
ZX1B23QBS53771758c578bbd85;0.003181923;0.00760077;0.007692685;1
ZX1B23QBS53771758c578bbd85;0.010870224;0.013835857;0.013998112;1
ZX1B23QBS53771758c578bbd85;0.012445673;0.017365255;0.017048247;1
ZX1B23QBS53771758c578bbd85;0.007589312;0.009779942;0.010945416;1
ZX1B23QBS53771758c578bbd85;0.027642975;0.029224597;0.030229838;1
ZX1B23QBS53771758c578bbd85;0.003623152;0.008760028;0.008344516;1
ZX1B23QBS53771758c578bbd85;0.003866451;0.008754332;0.008786154;1
ZX1B23QBS53771758c578bbd85;0.025706436;0.030048598;0.030442531;1
ZX1B23QBS53771758c578bbd85;0.003370395;0.006298817;0.005295603;1
ZX1B23QBS53771758c578bbd85;0.004229361;0.007005699;0.007860703;1
ZX1B23QBS53771758c578bbd85;0.005623524;0.007784047;0.008670706;1
ZX1B23QBS53771758c578bbd85;0.032526409;0.036791689;0.036409126;1
ZX1B23QBS53771758c578bbd85;0.006294703;0.010248144;0.009373915;1
ZX1B23QBS53771758c578bbd85;0.008732224;0.012185976;0.012008527;1
ZX1B23QBS53771758c578bbd85;0.013083782;0.018880459;0.017266361;1
ZX1B23QBS53771758c578bbd85;0.002370208;0.005911796;0.006177372;1
ZX1B23QBS53771758c578bbd85;0.004237429;0.008845183;0.00796453;1
ZX1B23QBS53771758c578bbd85;0.007299294;0.013529429;0.012071141;1
ZX1B23QBS53771758c578bbd85;0.008737445;0.010599182;0.012130973;1
ZX1B23QBS53771758c578bbd85;0.006119971;0.009600274;0.010511553;1
ZX1B23QBS53771758c578bbd85;0.004071735;0.006603717;0.006770226;1
ZX1B23QBS53771758c578bbd85;0.010152367;0.012266853;0.01245707;1
ZX1B23QBS53771758c578bbd85;0.006569381;0.007745888;0.009338548;1
ZX1B23QBS53771758c578bbd85;0.00620088;0.010167419;0.010202999;1
ZX1B23QBS53771758c578bbd85;0.004608694;0.006419747;0.007729782;1
ZX1B23QBS53771758c578bbd85;0.008171235;0.012830611;0.012679731;1
ZX1B23QBS53771758c578bbd85;0.002553976;0.005795218;0.007077544;1
ZX1B23QBS53771758c578bbd85;0.002078735;0.005191826;0.005294662;1
ZX1B23QBS53771758c578bbd85;0.005849217;0.009615964;0.008814781;1
ZX1B23QBS53771758c578bbd85;0.005089119;0.007482571;0.008452292;1
ZX1B23QBS53771758c578bbd85;0.00486425;0.008344127;0.008466359;1
ZX1B23QBS53771758c578bbd85;0.006900193;0.010321061;0.010572223;1
ZX1B23QBS53771758c578bbd85;0.010726976;0.014269724;0.015282141;1
ZX1B23QBS53771758c578bbd85;0.425201098;0.429317245;0.427708617;1
ZX1B23QBS53771758c578bbd85;0.005318544;0.008984913;0.008907724;1
ZX1B23QBS53771758c578bbd85;0.008403778;0.009991957;0.010495198;1
ZX1B23QBS53771758c578bbd85;0.017034737;0.021262468;0.021187984;1
ZX1B23QBS53771758c578bbd85;0.003813247;0.0069058;0.007388721;1
ZX1B23QBS53771758c578bbd85;0.002248374;0.006445475;0.006340258;1
ZX1B23QBS53771758c578bbd85;0.009771961;0.014564031;0.014833333;1
ZX1B23QBS53771758c578bbd85;0.006455282;0.009086331;0.009420914;1
ZX1B23QBS53771758c578bbd85;0.005185164;0.009395904;0.008077884;1
ZX1B23QBS53771758c578bbd85;0.007541453;0.009148315;0.011004007;1
ZX1B23QBS53771758c578bbd85;0.007660285;0.010423638;0.009955117;1
ZX1B23QBS53771758c578bbd85;0.020446367;0.021341357;0.021918348;1
ZX1B23QBS53771758c578bbd85;0.006244118;0.010705262;0.010500793;1
ZX1B23QBS53771758c578bbd85;0.007392529;0.010533156;0.011548345;1
ZX1B23QBS53771758c578bbd85;0.00784328;0.013295954;0.011872221;1
ZX1B23QBS53771758c578bbd85;0.003641753;0.008572043;0.008170596;1
ZX1B23QBS53771758c578bbd85;0.016322095;0.020070547;0.021035592;1
ZX1B23QBS53771758c578bbd85;0.006372583;0.009014718;0.009046008;1
ZX1B23QBS53771758c578bbd85;0.003682485;0.00924861;0.00845953;1
ZX1B23QBS53771758c578bbd85;0.01662946;0.021478177;0.021769246;1
ZX1B23QBS53771758c578bbd85;0.009647242;0.014556659;0.01373918;1
ZX1B23QBS53771758c578bbd85;0.007719634;0.011000706;0.011759825;1
ZX1B23QBS53771758c578bbd85;0.006464934;0.010430212;0.01138777;1
ZX1B23QBS53771758c578bbd85;0.004180732;0.006689438;0.00660912;1
ZX1B23QBS53771758c578bbd85;0.013230825;0.01468525;0.015925486;1
ZX1B23QBS53771758c578bbd85;0.007687722;0.008924053;0.010066724;1
ZX1B23QBS53771758c578bbd85;0.00935569;0.01310781;0.012984545;1
ZX1B23QBS53771758c578bbd85;0.00685279;0.009828597;0.009877484;1
ZX1B23QBS53771758c578bbd85;0.004018987;0.005036317;0.005717946;1
ZX1B23QBS53771758c578bbd85;0.004661327;0.00681062;0.007702415;1
ZX1B23QBS53771758c578bbd85;0.007005948;0.010163899;0.010309466;1
ZX1B23QBS53771758c578bbd85;0.009516712;0.013419943;0.014550664;1
ZX1B23QBS53771758c578bbd85;0.006212771;0.009212545;0.008801882;1
ZX1B23QBS53771758c578bbd85;0.010354024;0.013796129;0.014427189;1
ZX1B23QBS53771758c578bbd85;0.004324634;0.006939458;0.007489454;1
ZX1B23QBS53771758c578bbd85;0.007624034;0.008603158;0.010484408;1
ZX1B23QBS53771758c578bbd85;0.007689477;0.010317696;0.011369654;1
ZX1B23QBS53771758c578bbd85;0.006855606;0.009466415;0.009226895;1
ZX1B23QBS53771758c578bbd85;0.005020155;0.008991555;0.008713281;1
ZX1B23QBS53771758c578bbd85;0.006951515;0.01033143;0.01115414;1
ZX1B23QBS53771758c578bbd85;0.008303611;0.012380498;0.011247849;1
ZX1B23QBS53771758c578bbd85;0.020519496;0.022346082;0.023838667;1
ZX1B23QBS53771758c578bbd85;0.00405614;0.007062266;0.007680982;1
ZX1B23QBS53771758c578bbd85;0.003140592;0.005288578;0.007142031;1
ZX1B23QBS53771758c578bbd85;0.005427646;0.008636137;0.008625639;1
ZX1B23QBS53771758c578bbd85;0.005912113;0.010144001;0.009273116;1
ZX1B23QBS53771758c578bbd85;0.006375177;0.010528805;0.010515659;1
ZX1B23QBS53771758c578bbd85;0.01004937;0.012056433;0.013446432;1
ZX1B23QBS53771758c578bbd85;0.003212695;0.008245392;0.007903182;1
ZX1B23QBS53771758c578bbd85;0.008963568;0.011804507;0.013531138;1
ZX1B23QBS53771758c578bbd85;0.008948146;0.010137482;0.012767138;1
ZX1B23QBS53771758c578bbd85;0.007834983;0.015250176;0.013541523;1
ZX1B23QBS53771758c578bbd85;0.008655446;0.011903048;0.011515659;1
ZX1B23QBS53771758c578bbd85;0.028585314;0.031825434;0.032902755;1
ZX1B23QBS53771758c578bbd85;0.023699542;0.027918717;0.027132947;1
ZX1B23QBS53771758c578bbd85;0.005068542;0.009072435;0.009297699;1
ZX1B23QBS53771758c578bbd85;0.007941807;0.008871192;0.010084446;1
ZX1B23QBS53771758c578bbd85;0.006587026;0.00839943;0.00994828;1
ZX1B23QBS53771758c578bbd85;0.005548916;0.007893151;0.009395763;1
ZX1B23QBS53771758c578bbd85;0.008287815;0.012361879;0.011534725;1
ZX1B23QBS53771758c578bbd85;0.007839654;0.012320902;0.011697954;1
ZX1B23QBS53771758c578bbd85;0.005180698;0.00938661;0.009754837;1
ZX1B23QBS53771758c578bbd85;0.008103969;0.012283395;0.013254368;1
ZX1B23QBS53771758c578bbd85;0.007081469;0.010150053;0.010859394;1
ZX1B23QBS53771758c578bbd85;0.016401869;0.021082928;0.020299597;1
ZX1B23QBS53771758c578bbd85;0.010346183;0.015947491;0.014844029;1
ZX1B23QBS53771758c578bbd85;0.00542769;0.011113685;0.01163968;1
ZX1B23QBS53771758c578bbd85;0.008361793;0.011920319;0.012384126;1
ZX1B23QBS53771758c578bbd85;0.016304294;0.020332773;0.021122781;1
ZX1B23QBS53771758c578bbd85;0.002879237;0.004637921;0.006428707;1
ZX1B23QBS53771758c578bbd85;0.002787757;0.006136118;0.007467064;1
ZX1B23QBS53771758c578bbd85;0.010761195;0.015097564;0.015520336;1
ZX1B23QBS53771758c578bbd85;0.007161053;0.009486687;0.010336206;1
ZX1B23QBS53771758c578bbd85;0.003358743;0.007311515;0.006886667;1
ZX1B23QBS53771758c578bbd85;0.013543482;0.017070792;0.01757912;1
ZX1B23QBS53771758c578bbd85;0.004846503;0.00914029;0.008826366;1
ZX1B23QBS53771758c578bbd85;0.004366075;0.008129046;0.007991441;1
ZX1B23QBS53771758c578bbd85;0.008968522;0.012828437;0.014077169;1
ZX1B23QBS53771758c578bbd85;0.007950559;0.010198708;0.011553561;1
ZX1B23QBS53771758c578bbd85;0.015797656;0.019752815;0.020760626;1
ZX1B23QBS53771758c578bbd85;0.008737829;0.013223176;0.013426714;1
ZX1B23QBS53771758c578bbd85;0.008698523;0.011400916;0.011138989;1
ZX1B23QBS53771758c578bbd85;0.009884645;0.015281987;0.013431098;1
ZX1B23QBS53771758c578bbd85;0.010860007;0.012948809;0.013810899;1
ZX1B23QBS53771758c578bbd85;0.008230541;0.01346804;0.013787383;1
ZX1B23QBS53771758c578bbd85;0.006129974;0.009799931;0.010353722;1
ZX1B23QBS53771758c578bbd85;0.006488348;0.010413049;0.010824511;1
ZX1B23QBS53771758c578bbd85;0.007743251;0.008771955;0.010224704;1
ZX1B23QBS53771758c578bbd85;0.01334499;0.015432603;0.015729334;1
ZX1B23QBS53771758c578bbd85;0.005097765;0.009068291;0.008106043;1
ZX1B23QBS53771758c578bbd85;0.013745814;0.015023191;0.015469371;1
ZX1B23QBS53771758c578bbd85;0.005814881;0.010292598;0.010977483;1
ZX1B23QBS53771758c578bbd85;0.004694443;0.01046618;0.00979216;1
ZX1B23QBS53771758c578bbd85;0.008276058;0.010671919;0.012442562;1
ZX1B23QBS53771758c578bbd85;0.002318194;0.007904607;0.006677548;1
ZX1B23QBS53771758c578bbd85;0.006535133;0.011148076;0.010806827;1
ZX1B23QBS53771758c578bbd85;0.003820326;0.009156555;0.008773638;1
ZX1B23QBS53771758c578bbd85;0.007126834;0.010197474;0.01128622;1
ZX1B23QBS53771758c578bbd85;0.007357754;0.010073748;0.011712993;1
ZX1B23QBS53771758c578bbd85;0.009070862;0.012886713;0.011972684;1
ZX1B23QBS53771758c578bbd85;0.003963587;0.00704784;0.007201259;1
ZX1B23QBS53771758c578bbd85;0.007052344;0.010662546;0.010903619;1
ZX1B23QBS53771758c578bbd85;0.007968775;0.011078443;0.011395606;1
ZX1B23QBS53771758c578bbd85;0.009761617;0.010936096;0.012753388;1
ZX1B23QBS53771758c578bbd85;0.007180506;0.009695631;0.010938526;1
