X,Y,Z,WholeDate,Phone id,Xspeed,YSpeed,ZSpeed,ModSpd,STheta,Xacc,Yacc,Zacc,ModAcc,ATheta
307,320,0,24/09/2014 11:01:20,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,347,0,24/09/2014 11:01:22,ZX1B23QBS53771758c578bbd85,0.0,13.5,0.0,13.5,1.5707963267948966,0.0,0.0,0.0,0.0,0.0
242,302,0,24/09/2014 11:01:24,ZX1B23QBS53771758c578bbd85,-32.5,-22.5,0.0,39.528470752104745,0.6055446636049701,-16.25,-18.0,0.0,13.014235376052373,0.8364486591584582
242,302,0,24/09/2014 11:01:26,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,0.6055446636049701,16.25,11.25,0.0,-19.764235376052373,0.6055446636049701
242,302,0,24/09/2014 11:01:28,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,0.6055446636049701,0.0,0.0,0.0,0.0,0.6055446636049701
242,302,0,24/09/2014 11:01:30,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,0.6055446636049701,0.0,0.0,0.0,0.0,0.6055446636049701
242,302,0,24/09/2014 11:01:32,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,0.6055446636049701,0.0,0.0,0.0,0.0,0.6055446636049701
242,302,0,24/09/2014 11:01:35,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,0.6055446636049701,0.0,0.0,0.0,0.0,0.6055446636049701
876,302,0,24/09/2014 11:01:38,ZX1B23QBS53771758c578bbd85,211.33333333333334,0.0,0.0,211.33333333333334,0.0,70.44444444444444,0.0,0.0,70.44444444444444,0.0
307,320,0,24/09/2014 11:01:39,ZX1B23QBS53771758c578bbd85,-569.0,18.0,0.0,569.2846388231462,-0.031623900129259634,-780.3333333333334,18.0,0.0,357.95130548981285,-0.02306297541454554
432,347,0,24/09/2014 11:01:42,ZX1B23QBS53771758c578bbd85,41.666666666666664,9.0,0.0,42.62758626888357,0.21273178069161025,203.55555555555554,-3.0,0.0,-175.5523508514209,-0.014736924333652065
242,302,0,24/09/2014 11:01:44,ZX1B23QBS53771758c578bbd85,-95.0,-22.5,0.0,97.62812094883319,0.23255694180490902,-68.33333333333333,-15.75,0.0,27.50026733997481,0.22653163509150973
221,302,0,24/09/2014 11:01:46,ZX1B23QBS53771758c578bbd85,-10.5,0.0,0.0,10.5,-0.0,42.25,11.25,0.0,-43.56406047441659,0.2602340676387668
242,302,0,24/09/2014 11:01:48,ZX1B23QBS53771758c578bbd85,10.5,0.0,0.0,10.5,0.0,10.5,0.0,0.0,0.0,0.0
242,302,0,24/09/2014 11:01:49,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,0.0,-10.5,0.0,0.0,-10.5,-0.0
87,302,0,24/09/2014 11:01:51,ZX1B23QBS53771758c578bbd85,-77.5,0.0,0.0,77.5,-0.0,-38.75,0.0,0.0,38.75,-0.0
242,302,0,24/09/2014 11:01:55,ZX1B23QBS53771758c578bbd85,38.75,0.0,0.0,38.75,0.0,29.0625,0.0,0.0,-9.6875,0.0
87,347,0,24/09/2014 11:01:57,ZX1B23QBS53771758c578bbd85,-77.5,22.5,0.0,80.70006195784487,-0.2825549524695875,-58.125,11.25,0.0,20.975030978922433,-0.19118445959701444
87,347,0,24/09/2014 11:01:59,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,-0.2825549524695875,38.75,-11.25,0.0,-40.35003097892243,-0.2825549524695875
242,302,0,24/09/2014 11:02:00,ZX1B23QBS53771758c578bbd85,155.0,-45.0,0.0,161.40012391568973,-0.2825549524695875,155.0,-45.0,0.0,161.40012391568973,-0.2825549524695875
242,302,0,24/09/2014 11:02:06,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,-0.2825549524695875,-25.833333333333332,7.5,0.0,-26.900020652614955,-0.2825549524695875
122,302,0,24/09/2014 11:02:08,ZX1B23QBS53771758c578bbd85,-60.0,0.0,0.0,60.0,-0.0,-30.0,0.0,0.0,30.0,-0.0
87,320,0,24/09/2014 11:02:10,ZX1B23QBS53771758c578bbd85,-17.5,9.0,0.0,19.67866865415443,-0.4750107562650968,21.25,4.5,0.0,-20.160665672922786,0.2086817623350266
374,302,0,24/09/2014 11:02:14,ZX1B23QBS53771758c578bbd85,71.75,-4.5,0.0,71.89097648523075,-0.06263572973225133,22.3125,-3.375,0.0,13.05307695776908,-0.1501224860157622
242,302,0,24/09/2014 11:02:15,ZX1B23QBS53771758c578bbd85,-132.0,0.0,0.0,132.0,-0.0,-203.75,4.5,0.0,60.10902351476925,-0.022082299554799272
514,302,0,24/09/2014 11:02:17,ZX1B23QBS53771758c578bbd85,136.0,0.0,0.0,136.0,0.0,134.0,0.0,0.0,2.0,0.0
403,320,0,24/09/2014 11:02:19,ZX1B23QBS53771758c578bbd85,-55.5,9.0,0.0,56.224994441973934,-0.16076274062583473,-95.75,4.5,0.0,-39.88750277901303,-0.046962832918619114
403,320,0,24/09/2014 11:02:21,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,-0.16076274062583473,27.75,-4.5,0.0,-28.112497220986967,-0.16076274062583473
432,320,0,24/09/2014 11:02:23,ZX1B23QBS53771758c578bbd85,14.5,0.0,0.0,14.5,0.0,7.25,0.0,0.0,7.25,0.0
374,302,0,24/09/2014 11:02:25,ZX1B23QBS53771758c578bbd85,-29.0,-9.0,0.0,30.364452901377952,0.30092023436042514,-21.75,-4.5,0.0,7.932226450688976,0.20401797959254858
514,302,0,24/09/2014 11:02:27,ZX1B23QBS53771758c578bbd85,70.0,0.0,0.0,70.0,0.0,49.5,4.5,0.0,19.817773549311024,0.09065988720074511
340,320,0,24/09/2014 11:02:29,ZX1B23QBS53771758c578bbd85,-87.0,9.0,0.0,87.46427842267951,-0.10308160852270024,-78.5,4.5,0.0,8.732139211339756,-0.05726217184740965
374,302,0,24/09/2014 11:02:31,ZX1B23QBS53771758c578bbd85,17.0,-9.0,0.0,19.235384061671343,-0.48689923181126904,52.0,-9.0,0.0,-34.11444718050409,-0.17137912638950764
374,302,0,24/09/2014 11:02:32,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,-0.48689923181126904,-17.0,9.0,0.0,-19.235384061671343,-0.48689923181126904
432,302,0,24/09/2014 11:02:34,ZX1B23QBS53771758c578bbd85,29.0,0.0,0.0,29.0,0.0,14.5,0.0,0.0,14.5,0.0
459,302,0,24/09/2014 11:02:36,ZX1B23QBS53771758c578bbd85,13.5,0.0,0.0,13.5,0.0,-7.75,0.0,0.0,-7.75,-0.0
432,320,0,24/09/2014 11:02:38,ZX1B23QBS53771758c578bbd85,-13.5,9.0,0.0,16.224980739587952,-0.5880026035475675,-13.5,4.5,0.0,1.362490369793976,-0.3217505543966422
374,320,0,24/09/2014 11:02:40,ZX1B23QBS53771758c578bbd85,-29.0,0.0,0.0,29.0,-0.0,-7.75,-4.5,0.0,6.387509630206024,0.5260664189967635
374,302,0,24/09/2014 11:02:42,ZX1B23QBS53771758c578bbd85,0.0,-9.0,0.0,9.0,-1.5707963267948966,14.5,-4.5,0.0,-10.0,-0.30092023436042514
514,302,0,24/09/2014 11:02:44,ZX1B23QBS53771758c578bbd85,70.0,0.0,0.0,70.0,0.0,35.0,4.5,0.0,30.5,0.12786991855999985
432,320,0,24/09/2014 11:02:45,ZX1B23QBS53771758c578bbd85,-82.0,18.0,0.0,83.95236744726142,-0.21608497229678642,-152.0,18.0,0.0,13.952367447261423,-0.11787210319721633
403,302,0,24/09/2014 11:02:48,ZX1B23QBS53771758c578bbd85,-9.666666666666666,-6.0,0.0,11.377365443917341,0.5554937352655437,24.11111111111111,-8.0,0.0,-24.191667334448027,-0.3203674294141779
403,320,0,24/09/2014 11:02:49,ZX1B23QBS53771758c578bbd85,0.0,18.0,0.0,18.0,1.5707963267948966,9.666666666666666,24.0,0.0,6.622634556082659,1.187897609748953
403,320,0,24/09/2014 11:02:54,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,1.5707963267948966,0.0,-3.6,0.0,-3.6,-1.5707963267948966
403,320,0,24/09/2014 11:02:56,ZX1B23QBS53771758c578bbd85,0.0,0.0,0.0,0.0,1.5707963267948966,0.0,0.0,0.0,0.0,-1.5707963267948966
