X,Y,Z,WholeDate,Phone id,Xspeed,YSpeed,ZSpeed,ModSpd,STheta,Xacc,Yacc,Zacc,ModAcc,ATheta
403,320,0,26/09/2014 11:35:16,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,347,0,26/09/2014 11:35:24,HT25TW5055273593c875a9898b00,3.625,3.375,0.0,4.952903189039738,0.7496990507181244,0.0,0.0,0.0,0.0,0.0
432,347,0,26/09/2014 11:35:25,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.7496990507181244,-3.625,-3.375,0.0,-4.952903189039738,0.7496990507181244
403,320,0,26/09/2014 11:35:26,HT25TW5055273593c875a9898b00,-29.0,-27.0,0.0,39.6232255123179,0.7496990507181244,-29.0,-27.0,0.0,39.6232255123179,0.7496990507181244
156,364,0,26/09/2014 11:35:28,HT25TW5055273593c875a9898b00,-123.5,22.0,0.0,125.44421070738976,-0.17628845250735992,-47.25,24.5,0.0,42.91049259753593,-0.4783524313786575
374,347,0,26/09/2014 11:35:29,HT25TW5055273593c875a9898b00,218.0,-17.0,0.0,218.66183937761065,-0.07782415324548644,341.5,-39.0,0.0,93.21762867022089,-0.11370942053118575
199,302,0,26/09/2014 11:35:30,HT25TW5055273593c875a9898b00,-175.0,-45.0,0.0,180.6931099959265,0.25168997175818675,-393.0,-28.0,0.0,-37.96872938168414,0.07112663296085996
199,302,0,26/09/2014 11:35:33,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.25168997175818675,58.333333333333336,15.0,0.0,-60.231036665308835,0.25168997175818675
199,302,0,26/09/2014 11:35:34,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.25168997175818675,0.0,0.0,0.0,0.0,0.25168997175818675
156,364,0,26/09/2014 11:35:36,HT25TW5055273593c875a9898b00,-21.5,31.0,0.0,37.72598573927526,-0.964413440418934,-10.75,15.5,0.0,18.86299286963763,-0.964413440418934
156,364,0,26/09/2014 11:35:37,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.964413440418934,21.5,-31.0,0.0,-37.72598573927526,-0.964413440418934
156,302,0,26/09/2014 11:35:38,HT25TW5055273593c875a9898b00,0.0,-62.0,0.0,62.0,-1.5707963267948966,0.0,-62.0,0.0,62.0,-1.5707963267948966
199,364,0,26/09/2014 11:35:40,HT25TW5055273593c875a9898b00,21.5,31.0,0.0,37.72598573927526,0.964413440418934,10.75,46.5,0.0,-12.13700713036237,1.3436048599940076
199,364,0,26/09/2014 11:35:41,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.964413440418934,-21.5,-31.0,0.0,-37.72598573927526,0.964413440418934
199,364,0,26/09/2014 11:35:42,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.964413440418934,0.0,0.0,0.0,0.0,0.964413440418934
514,347,0,26/09/2014 11:35:44,HT25TW5055273593c875a9898b00,157.5,-8.5,0.0,157.72919831153646,-0.05391594985859637,78.75,-4.25,0.0,78.86459915576823,-0.05391594985859637
340,347,0,26/09/2014 11:35:46,HT25TW5055273593c875a9898b00,-87.0,0.0,0.0,87.0,-0.0,-122.25,4.25,0.0,-35.36459915576823,-0.03475083081315579
156,364,0,26/09/2014 11:35:47,HT25TW5055273593c875a9898b00,-184.0,17.0,0.0,184.78365728602733,-0.09212975385409725,-97.0,17.0,0.0,97.78365728602733,-0.1734957289627816
340,347,0,26/09/2014 11:35:48,HT25TW5055273593c875a9898b00,184.0,-17.0,0.0,184.78365728602733,-0.09212975385409725,368.0,-34.0,0.0,0.0,-0.09212975385409725
340,347,0,26/09/2014 11:35:50,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.09212975385409725,-92.0,8.5,0.0,-92.39182864301367,-0.09212975385409725
156,364,0,26/09/2014 11:35:51,HT25TW5055273593c875a9898b00,-184.0,17.0,0.0,184.78365728602733,-0.09212975385409725,-184.0,17.0,0.0,184.78365728602733,-0.09212975385409725
