X,Y,Z,WholeDate,Phone id,Time Between values,Xspeed,YSpeed,ZSpeed,ModSpd,STheta,Xacc,Yacc,Zacc,ModAcc,ATheta
156,302,0,24/09/2014 11:01:17,ZX1B23QFSP48abead89f52e3bb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,302,0,24/09/2014 11:01:20,ZX1B23QFSP48abead89f52e3bb,3.0,28.666666666666668,0.0,0.0,28.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0
242,302,0,24/09/2014 11:01:22,ZX1B23QFSP48abead89f52e3bb,2.0,0.0,0.0,0.0,0.0,0.0,-14.333333333333334,0.0,0.0,-14.333333333333334,-0.0
242,302,0,24/09/2014 11:01:24,ZX1B23QFSP48abead89f52e3bb,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
242,302,0,24/09/2014 11:01:26,ZX1B23QFSP48abead89f52e3bb,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
274,320,0,24/09/2014 11:01:28,ZX1B23QFSP48abead89f52e3bb,2.0,16.0,9.0,0.0,18.35755975068582,0.5123894603107377,8.0,4.5,0.0,9.17877987534291,0.5123894603107377
274,320,0,24/09/2014 11:01:31,ZX1B23QFSP48abead89f52e3bb,3.0,0.0,0.0,0.0,0.0,0.5123894603107377,-5.333333333333333,-3.0,0.0,-6.11918658356194,0.5123894603107377
274,320,0,24/09/2014 11:01:34,ZX1B23QFSP48abead89f52e3bb,3.0,0.0,0.0,0.0,0.0,0.5123894603107377,0.0,0.0,0.0,0.0,0.5123894603107377
242,302,0,24/09/2014 11:01:35,ZX1B23QFSP48abead89f52e3bb,1.0,-32.0,-18.0,0.0,36.71511950137164,0.5123894603107377,-32.0,-18.0,0.0,36.71511950137164,0.5123894603107377
242,302,0,24/09/2014 11:01:38,ZX1B23QFSP48abead89f52e3bb,3.0,0.0,0.0,0.0,0.0,0.5123894603107377,10.666666666666666,6.0,0.0,-12.23837316712388,0.5123894603107377
242,302,0,24/09/2014 11:01:40,ZX1B23QFSP48abead89f52e3bb,2.0,0.0,0.0,0.0,0.0,0.5123894603107377,0.0,0.0,0.0,0.0,0.5123894603107377
274,302,0,24/09/2014 11:01:45,ZX1B23QFSP48abead89f52e3bb,5.0,6.4,0.0,0.0,6.4,0.0,1.28,0.0,0.0,1.28,0.0
221,302,0,24/09/2014 11:01:48,ZX1B23QFSP48abead89f52e3bb,3.0,-17.666666666666668,0.0,0.0,17.666666666666668,-0.0,-8.022222222222224,0.0,0.0,3.755555555555556,-0.0
307,320,0,24/09/2014 11:01:50,ZX1B23QFSP48abead89f52e3bb,2.0,43.0,9.0,0.0,43.93176527297759,0.2063238940297175,30.333333333333336,4.5,0.0,13.132549303155463,0.14727747924080856
221,302,0,24/09/2014 11:01:52,ZX1B23QFSP48abead89f52e3bb,2.0,-43.0,-9.0,0.0,43.93176527297759,0.2063238940297175,-43.0,-9.0,0.0,0.0,0.2063238940297175
199,302,0,24/09/2014 11:01:53,ZX1B23QFSP48abead89f52e3bb,1.0,-22.0,0.0,0.0,22.0,-0.0,21.0,9.0,0.0,-21.931765272977593,0.4048917862850834
199,302,0,24/09/2014 11:01:55,ZX1B23QFSP48abead89f52e3bb,2.0,0.0,0.0,0.0,0.0,-0.0,11.0,0.0,0.0,-11.0,0.0
242,302,0,24/09/2014 11:01:57,ZX1B23QFSP48abead89f52e3bb,2.0,21.5,0.0,0.0,21.5,0.0,10.75,0.0,0.0,10.75,0.0
242,302,0,24/09/2014 11:01:59,ZX1B23QFSP48abead89f52e3bb,2.0,0.0,0.0,0.0,0.0,0.0,-10.75,0.0,0.0,-10.75,-0.0
242,302,0,24/09/2014 11:02:02,ZX1B23QFSP48abead89f52e3bb,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
307,320,0,24/09/2014 11:02:04,ZX1B23QFSP48abead89f52e3bb,2.0,32.5,9.0,0.0,33.7231374578345,0.27015319971140506,16.25,4.5,0.0,16.86156872891725,0.27015319971140506
374,302,0,24/09/2014 11:02:08,ZX1B23QFSP48abead89f52e3bb,4.0,16.75,-4.5,0.0,17.34394707095245,-0.2624593998262764,-3.9375,-3.375,0.0,-4.094797596720512,0.7086262721276703
374,302,0,24/09/2014 11:02:10,ZX1B23QFSP48abead89f52e3bb,2.0,0.0,0.0,0.0,0.0,-0.2624593998262764,-8.375,2.25,0.0,-8.671973535476225,-0.2624593998262764
274,320,0,24/09/2014 11:02:12,ZX1B23QFSP48abead89f52e3bb,2.0,-50.0,9.0,0.0,50.80354318352215,-0.17809293823119754,-25.0,4.5,0.0,25.401771591761076,-0.17809293823119754
242,302,0,24/09/2014 11:02:14,ZX1B23QFSP48abead89f52e3bb,2.0,-16.0,-9.0,0.0,18.35755975068582,0.5123894603107377,17.0,-9.0,0.0,-16.222991716418164,-0.48689923181126904
242,302,0,24/09/2014 11:02:16,ZX1B23QFSP48abead89f52e3bb,2.0,0.0,0.0,0.0,0.0,0.5123894603107377,8.0,4.5,0.0,-9.17877987534291,0.5123894603107377
242,302,0,24/09/2014 11:02:17,ZX1B23QFSP48abead89f52e3bb,1.0,0.0,0.0,0.0,0.0,0.5123894603107377,0.0,0.0,0.0,0.0,0.5123894603107377
