374.0,347.0,0.0,1.411552788E12,222.59604668547013
374.0,347.0,0.0,1.41155279E12,0.0
274.0,347.0,0.0,1.411552793E12,126.28935030318273
274.0,347.0,0.0,1.411552794E12,0.0
274.0,347.0,0.0,1.411552797E12,0.0
274.0,347.0,0.0,1.411552799E12,126.28935030318273
274.0,347.0,0.0,1.411552801E12,0.0
274.0,347.0,0.0,1.411552805E12,126.28935030318273
274.0,347.0,0.0,1.411552817E12,63.144675151591365
221.0,320.0,0.0,1.411552818E12,59.481089431852205
221.0,320.0,0.0,1.41155282E12,0.0
221.0,320.0,0.0,1.411552821E12,0.0
221.0,320.0,0.0,1.411552848E12,0.0
221.0,320.0,0.0,1.41155286E12,0.0
221.0,320.0,0.0,1.411552862E12,49.193495504995376
221.0,320.0,0.0,1.411552864E12,0.0
221.0,320.0,0.0,1.411552866E12,0.0
274.0,347.0,0.0,1.411552868E12,76.90253571892151
374.0,347.0,0.0,1.41155287E12,50.0
274.0,364.0,0.0,1.411552874E12,25.35867701596438
221.0,364.0,0.0,1.411552895E12,2.5238095238095237
221.0,320.0,0.0,1.411552897E12,22.0
221.0,320.0,0.0,1.411552899E12,0.0
221.0,320.0,0.0,1.411552901E12,0.0
221.0,320.0,0.0,1.411552902E12,0.0
221.0,320.0,0.0,1.411552903E12,0.0
374.0,347.0,0.0,1.411552905E12,77.68204425734432
221.0,320.0,0.0,1.411552906E12,155.36408851468863
274.0,347.0,0.0,1.411552907E12,59.481089431852205
274.0,347.0,0.0,1.411552908E12,0.0
242.0,364.0,0.0,1.41155291E12,18.117670931993437
242.0,364.0,0.0,1.411552911E12,0.0
374.0,347.0,0.0,1.411552912E12,133.09019498069722
374.0,347.0,0.0,1.411552914E12,0.0
374.0,347.0,0.0,1.411552916E12,0.0
374.0,347.0,0.0,1.411552917E12,0.0
274.0,347.0,0.0,1.411552919E12,50.0
274.0,347.0,0.0,1.41155292E12,0.0
274.0,347.0,0.0,1.411552922E12,0.0
374.0,347.0,0.0,1.411552924E12,50.0
374.0,347.0,0.0,1.411552925E12,0.0
374.0,347.0,0.0,1.411552926E12,0.0
403.0,347.0,0.0,1.411552928E12,14.5
274.0,320.0,0.0,1.411552929E12,131.79529581893277
403.0,347.0,0.0,1.411552931E12,65.89764790946639
374.0,347.0,0.0,1.411552932E12,29.0
340.0,320.0,0.0,1.411552933E12,43.41658669218482
374.0,320.0,0.0,1.411552935E12,17.0
459.0,347.0,0.0,1.411552936E12,89.1852005660132
