X,Y,Z,WholeDate,Phone id,Xspeed,YSpeed,ZSpeed,ModSpd,STheta,Xacc,Yacc,Zacc,ModAcc,ATheta
274,347,0,24/09/2014 11:00:01,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.36433131731253837,-59.0,-22.5,0.0,-63.144675151591365,0.36433131731253837
177,302,0,24/09/2014 11:00:02,HT25TW5055273593c875a9898b00,-97.0,-45.0,0.0,106.92988356862641,0.43436727665502806,-97.0,-45.0,0.0,106.92988356862641,0.43436727665502806
156,302,0,24/09/2014 11:00:04,HT25TW5055273593c875a9898b00,-10.5,0.0,0.0,10.5,-0.0,43.25,22.5,0.0,-48.214941784313204,0.4797012756120612
274,347,0,24/09/2014 11:00:05,HT25TW5055273593c875a9898b00,118.0,45.0,0.0,126.28935030318273,0.36433131731253837,128.5,45.0,0.0,115.78935030318273,0.33684812961029525
177,302,0,24/09/2014 11:00:07,HT25TW5055273593c875a9898b00,-48.5,-22.5,0.0,53.464941784313204,0.43436727665502806,-83.25,-33.75,0.0,-36.41220425943476,0.3851575063634742
177,302,0,24/09/2014 11:00:09,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.43436727665502806,24.25,11.25,0.0,-26.732470892156602,0.43436727665502806
156,302,0,24/09/2014 11:00:11,HT25TW5055273593c875a9898b00,-10.5,0.0,0.0,10.5,-0.0,-5.25,0.0,0.0,5.25,-0.0
156,302,0,24/09/2014 11:00:13,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.0,5.25,0.0,0.0,-5.25,0.0
156,364,0,24/09/2014 11:00:14,HT25TW5055273593c875a9898b00,0.0,62.0,0.0,62.0,1.5707963267948966,0.0,62.0,0.0,62.0,1.5707963267948966
156,302,0,24/09/2014 11:00:15,HT25TW5055273593c875a9898b00,0.0,-62.0,0.0,62.0,-1.5707963267948966,0.0,-124.0,0.0,0.0,-1.5707963267948966
274,347,0,24/09/2014 11:00:17,HT25TW5055273593c875a9898b00,59.0,22.5,0.0,63.144675151591365,0.36433131731253837,29.5,42.25,0.0,0.5723375757956823,0.9612627306800353
221,320,0,24/09/2014 11:00:18,HT25TW5055273593c875a9898b00,-53.0,-27.0,0.0,59.481089431852205,0.47116626431311,-112.0,-49.5,0.0,-3.66358571973916,0.4161513640576614
221,320,0,24/09/2014 11:00:20,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.47116626431311,26.5,13.5,0.0,-29.740544715926102,0.47116626431311
221,320,0,24/09/2014 11:00:21,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.47116626431311,0.0,0.0,0.0,0.0,0.47116626431311
221,320,0,24/09/2014 11:00:48,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.47116626431311,0.0,0.0,0.0,0.0,0.47116626431311
221,320,0,24/09/2014 11:01:00,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.47116626431311,0.0,0.0,0.0,0.0,0.47116626431311
199,364,0,24/09/2014 11:01:01,HT25TW5055273593c875a9898b00,-22.0,44.0,0.0,49.193495504995376,-1.1071487177940904,-22.0,44.0,0.0,49.193495504995376,-1.1071487177940904
221,320,0,24/09/2014 11:01:02,HT25TW5055273593c875a9898b00,22.0,-44.0,0.0,49.193495504995376,-1.1071487177940904,44.0,-88.0,0.0,0.0,-1.1071487177940904
221,320,0,24/09/2014 11:01:04,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-1.1071487177940904,-11.0,22.0,0.0,-24.596747752497688,-1.1071487177940904
221,320,0,24/09/2014 11:01:06,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-1.1071487177940904,0.0,0.0,0.0,0.0,-1.1071487177940904
199,364,0,24/09/2014 11:01:07,HT25TW5055273593c875a9898b00,-22.0,44.0,0.0,49.193495504995376,-1.1071487177940904,-22.0,44.0,0.0,49.193495504995376,-1.1071487177940904
274,347,0,24/09/2014 11:01:08,HT25TW5055273593c875a9898b00,75.0,-17.0,0.0,76.90253571892151,-0.22290023232837575,97.0,-61.0,0.0,27.709040213926137,-0.5613745163595248
374,347,0,24/09/2014 11:01:10,HT25TW5055273593c875a9898b00,50.0,0.0,0.0,50.0,0.0,-12.5,8.5,0.0,-13.451267859460756,-0.5971766580926776
274,364,0,24/09/2014 11:01:14,HT25TW5055273593c875a9898b00,-25.0,4.25,0.0,25.35867701596438,-0.16839015714752992,-18.75,1.0625,0.0,-6.160330746008905,-0.05660612893896758
221,364,0,24/09/2014 11:01:35,HT25TW5055273593c875a9898b00,-2.5238095238095237,0.0,0.0,2.5238095238095237,-0.0,1.0702947845804989,-0.20238095238095238,0.0,-1.0873746424835646,-0.1868825247046459
221,320,0,24/09/2014 11:01:37,HT25TW5055273593c875a9898b00,0.0,-22.0,0.0,22.0,-1.5707963267948966,1.2619047619047619,-11.0,0.0,9.738095238095237,-1.4565770214230132
221,320,0,24/09/2014 11:01:39,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-1.5707963267948966,0.0,11.0,0.0,-11.0,1.5707963267948966
221,320,0,24/09/2014 11:01:41,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,0.0,0.0,1.5707963267948966
221,320,0,24/09/2014 11:01:42,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,0.0,0.0,1.5707963267948966
221,320,0,24/09/2014 11:01:43,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-1.5707963267948966,0.0,0.0,0.0,0.0,1.5707963267948966
374,347,0,24/09/2014 11:01:45,HT25TW5055273593c875a9898b00,76.5,13.5,0.0,77.68204425734432,0.17467219900823971,38.25,6.75,0.0,38.84102212867216,0.17467219900823971
221,320,0,24/09/2014 11:01:46,HT25TW5055273593c875a9898b00,-153.0,-27.0,0.0,155.36408851468863,0.17467219900823971,-229.5,-40.5,0.0,77.68204425734432,0.17467219900823971
274,347,0,24/09/2014 11:01:47,HT25TW5055273593c875a9898b00,53.0,27.0,0.0,59.481089431852205,0.47116626431311,206.0,54.0,0.0,-95.88299908283642,0.2563676923177997
274,347,0,24/09/2014 11:01:48,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.47116626431311,-53.0,-27.0,0.0,-59.481089431852205,0.47116626431311
242,364,0,24/09/2014 11:01:50,HT25TW5055273593c875a9898b00,-16.0,8.5,0.0,18.117670931993437,-0.48833395105640554,-8.0,4.25,0.0,9.058835465996719,-0.48833395105640554
242,364,0,24/09/2014 11:01:51,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.48833395105640554,16.0,-8.5,0.0,-18.117670931993437,-0.48833395105640554
374,347,0,24/09/2014 11:01:52,HT25TW5055273593c875a9898b00,132.0,-17.0,0.0,133.09019498069722,-0.12808284307504036,132.0,-17.0,0.0,133.09019498069722,-0.12808284307504036
374,347,0,24/09/2014 11:01:54,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.12808284307504036,-66.0,8.5,0.0,-66.54509749034861,-0.12808284307504036
374,347,0,24/09/2014 11:01:56,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.12808284307504036,0.0,0.0,0.0,0.0,-0.12808284307504036
374,347,0,24/09/2014 11:01:57,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.12808284307504036,0.0,0.0,0.0,0.0,-0.12808284307504036
274,347,0,24/09/2014 11:01:59,HT25TW5055273593c875a9898b00,-50.0,0.0,0.0,50.0,-0.0,-25.0,0.0,0.0,25.0,-0.0
274,347,0,24/09/2014 11:02:00,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.0,50.0,0.0,0.0,-50.0,0.0
274,347,0,24/09/2014 11:02:02,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
374,347,0,24/09/2014 11:02:04,HT25TW5055273593c875a9898b00,50.0,0.0,0.0,50.0,0.0,25.0,0.0,0.0,25.0,0.0
374,347,0,24/09/2014 11:02:05,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.0,-50.0,0.0,0.0,-50.0,-0.0
374,347,0,24/09/2014 11:02:06,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
403,347,0,24/09/2014 11:02:08,HT25TW5055273593c875a9898b00,14.5,0.0,0.0,14.5,0.0,7.25,0.0,0.0,7.25,0.0
274,320,0,24/09/2014 11:02:09,HT25TW5055273593c875a9898b00,-129.0,-27.0,0.0,131.79529581893277,0.2063238940297175,-143.5,-27.0,0.0,117.29529581893277,0.18597899745084392
403,347,0,24/09/2014 11:02:11,HT25TW5055273593c875a9898b00,64.5,13.5,0.0,65.89764790946639,0.2063238940297175,96.75,20.25,0.0,-32.94882395473319,0.2063238940297175
374,347,0,24/09/2014 11:02:12,HT25TW5055273593c875a9898b00,-29.0,0.0,0.0,29.0,-0.0,-93.5,-13.5,0.0,-36.897647909466386,0.14339405947391246
340,320,0,24/09/2014 11:02:13,HT25TW5055273593c875a9898b00,-34.0,-27.0,0.0,43.41658669218482,0.6711438354360088,-5.0,-27.0,0.0,14.416586692184822,1.3876855095324125
374,320,0,24/09/2014 11:02:15,HT25TW5055273593c875a9898b00,17.0,0.0,0.0,17.0,0.0,25.5,13.5,0.0,-13.208293346092411,0.48689923181126904
459,347,0,24/09/2014 11:02:16,HT25TW5055273593c875a9898b00,85.0,27.0,0.0,89.1852005660132,0.3075671084053334,68.0,27.0,0.0,72.1852005660132,0.37796831149627336
374,320,0,24/09/2014 11:02:18,HT25TW5055273593c875a9898b00,-42.5,-13.5,0.0,44.5926002830066,0.3075671084053334,-63.75,-20.25,0.0,-22.2963001415033,0.3075671084053334
432,347,0,24/09/2014 11:02:19,HT25TW5055273593c875a9898b00,58.0,27.0,0.0,63.97655820689325,0.4356828730309406,100.5,40.5,0.0,19.383957923886655,0.38307706553700765
432,320,0,24/09/2014 11:02:21,HT25TW5055273593c875a9898b00,0.0,-13.5,0.0,13.5,-1.5707963267948966,-29.0,-20.25,0.0,-25.238279103446626,0.6095678873157258
307,320,0,24/09/2014 11:02:23,HT25TW5055273593c875a9898b00,-62.5,0.0,0.0,62.5,-0.0,-31.25,6.75,0.0,24.5,-0.21273178069161022
307,320,0,24/09/2014 11:02:25,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.0,31.25,0.0,0.0,-31.25,0.0
403,320,0,24/09/2014 11:02:26,HT25TW5055273593c875a9898b00,96.0,0.0,0.0,96.0,0.0,96.0,0.0,0.0,96.0,0.0
432,347,0,24/09/2014 11:02:28,HT25TW5055273593c875a9898b00,14.5,13.5,0.0,19.81161275615895,0.7496990507181244,-40.75,6.75,0.0,-38.094193621920525,-0.16415365286738767
459,347,0,24/09/2014 11:02:29,HT25TW5055273593c875a9898b00,27.0,0.0,0.0,27.0,0.0,12.5,-13.5,0.0,7.188387243841049,-0.8238407534186363
459,347,0,24/09/2014 11:02:30,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.0,-27.0,0.0,0.0,-27.0,-0.0
459,347,0,24/09/2014 11:02:31,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
459,347,0,24/09/2014 11:02:33,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
374,320,0,24/09/2014 11:02:34,HT25TW5055273593c875a9898b00,-85.0,-27.0,0.0,89.1852005660132,0.3075671084053334,-85.0,-27.0,0.0,89.1852005660132,0.3075671084053334
340,302,0,24/09/2014 11:02:36,HT25TW5055273593c875a9898b00,-17.0,-9.0,0.0,19.235384061671343,0.48689923181126904,34.0,9.0,0.0,-34.97490825217093,0.2587708919636976
459,320,0,24/09/2014 11:02:37,HT25TW5055273593c875a9898b00,119.0,18.0,0.0,120.3536455617361,0.1501224860157622,136.0,27.0,0.0,101.11826150006476,0.1959811336361145
459,347,0,24/09/2014 11:02:39,HT25TW5055273593c875a9898b00,0.0,13.5,0.0,13.5,1.5707963267948966,-59.5,-2.25,0.0,-53.42682278086805,0.037797116494564575
459,347,0,24/09/2014 11:02:39,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,1.5707963267948966,0.0,-13.5,0.0,-Infinity,-1.5707963267948966
403,320,0,24/09/2014 11:02:41,HT25TW5055273593c875a9898b00,-28.0,-13.5,0.0,31.084562084739105,0.4492601126118805,-14.0,-6.75,0.0,15.542281042369552,0.4492601126118805
403,320,0,24/09/2014 11:02:42,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.4492601126118805,28.0,13.5,0.0,-31.084562084739105,0.4492601126118805
403,320,0,24/09/2014 11:02:44,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.4492601126118805,0.0,0.0,0.0,0.0,0.4492601126118805
514,302,0,24/09/2014 11:02:45,HT25TW5055273593c875a9898b00,111.0,-18.0,0.0,112.44998888394787,-0.16076274062583473,111.0,-18.0,0.0,112.44998888394787,-0.16076274062583473
374,302,0,24/09/2014 11:02:47,HT25TW5055273593c875a9898b00,-70.0,0.0,0.0,70.0,-0.0,-90.5,9.0,0.0,-21.224994441973934,-0.09912160659387158
374,320,0,24/09/2014 11:02:48,HT25TW5055273593c875a9898b00,0.0,18.0,0.0,18.0,1.5707963267948966,70.0,18.0,0.0,-52.0,0.25168997175818675
514,302,0,24/09/2014 11:02:49,HT25TW5055273593c875a9898b00,140.0,-18.0,0.0,141.1523999087511,-0.12786991855999985,140.0,-36.0,0.0,123.15239990875111,-0.25168997175818675
514,302,0,24/09/2014 11:02:50,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.12786991855999985,-140.0,18.0,0.0,-141.1523999087511,-0.12786991855999985
374,302,0,24/09/2014 11:02:52,HT25TW5055273593c875a9898b00,-70.0,0.0,0.0,70.0,-0.0,-35.0,0.0,0.0,35.0,-0.0
459,320,0,24/09/2014 11:02:53,HT25TW5055273593c875a9898b00,85.0,18.0,0.0,86.88498144098322,0.2086817623350266,155.0,18.0,0.0,16.884981440983225,0.11561117923188477
374,302,0,24/09/2014 11:02:55,HT25TW5055273593c875a9898b00,-42.5,-9.0,0.0,43.44249072049161,0.2086817623350266,-63.75,-13.5,0.0,-21.721245360245806,0.2086817623350266
403,320,0,24/09/2014 11:02:56,HT25TW5055273593c875a9898b00,29.0,18.0,0.0,34.132096331752024,0.5554937352655437,71.5,27.0,0.0,-9.310394388739589,0.36106775658251145
403,320,0,24/09/2014 11:02:58,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.5554937352655437,-14.5,-9.0,0.0,-17.066048165876012,0.5554937352655437
403,320,0,24/09/2014 11:02:59,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.5554937352655437,0.0,0.0,0.0,0.0,0.5554937352655437
340,320,0,24/09/2014 11:03:00,HT25TW5055273593c875a9898b00,-63.0,0.0,0.0,63.0,-0.0,-63.0,0.0,0.0,63.0,-0.0
459,347,0,24/09/2014 11:03:02,HT25TW5055273593c875a9898b00,59.5,13.5,0.0,61.0122938431264,0.2231133610549015,61.25,6.75,0.0,-0.9938530784367998,0.1097611640660457
403,320,0,24/09/2014 11:03:03,HT25TW5055273593c875a9898b00,-56.0,-27.0,0.0,62.16912416947821,0.4492601126118805,-115.5,-40.5,0.0,1.156830326351809,0.3372531883216586
340,320,0,24/09/2014 11:03:04,HT25TW5055273593c875a9898b00,-63.0,0.0,0.0,63.0,-0.0,-7.0,27.0,0.0,0.8308758305217907,-1.317122230656254
432,364,0,24/09/2014 11:03:05,HT25TW5055273593c875a9898b00,92.0,44.0,0.0,101.9803902718557,0.44610554894340365,155.0,44.0,0.0,38.9803902718557,0.2765946308193323
403,302,0,24/09/2014 11:03:07,HT25TW5055273593c875a9898b00,-14.5,-31.0,0.0,34.2235299172952,1.1332865546774438,-53.25,-37.5,0.0,-33.87843017728025,0.6135561455119166
403,320,0,24/09/2014 11:03:10,HT25TW5055273593c875a9898b00,0.0,6.0,0.0,6.0,1.5707963267948966,4.833333333333333,12.333333333333334,0.0,-9.407843305765068,1.197299180688419
459,347,0,24/09/2014 11:03:14,HT25TW5055273593c875a9898b00,14.0,6.75,0.0,15.542281042369552,0.4492601126118805,3.5,0.1875,0.0,2.385570260592388,0.05352026845931512
403,320,0,24/09/2014 11:03:16,HT25TW5055273593c875a9898b00,-28.0,-13.5,0.0,31.084562084739105,0.4492601126118805,-21.0,-10.125,0.0,7.771140521184776,0.4492601126118805
403,320,0,24/09/2014 11:03:19,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.4492601126118805,9.333333333333334,4.5,0.0,-10.361520694913034,0.4492601126118805
403,320,0,24/09/2014 11:03:20,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.4492601126118805,0.0,0.0,0.0,0.0,0.4492601126118805
403,302,0,24/09/2014 11:03:22,HT25TW5055273593c875a9898b00,0.0,-9.0,0.0,9.0,-1.5707963267948966,0.0,-4.5,0.0,4.5,-1.5707963267948966
374,320,0,24/09/2014 11:03:25,HT25TW5055273593c875a9898b00,-9.666666666666666,6.0,0.0,11.377365443917341,-0.5554937352655437,-3.222222222222222,5.0,0.0,0.7924551479724471,-0.9983365129768454
403,320,0,24/09/2014 11:03:28,HT25TW5055273593c875a9898b00,9.666666666666666,0.0,0.0,9.666666666666666,0.0,6.444444444444444,-2.0,0.0,-0.5702329257502251,-0.30092023436042514
459,347,0,24/09/2014 11:03:29,HT25TW5055273593c875a9898b00,56.0,27.0,0.0,62.16912416947821,0.4492601126118805,46.333333333333336,27.0,0.0,52.502457502811545,0.5276270211631517
403,320,0,24/09/2014 11:03:31,HT25TW5055273593c875a9898b00,-28.0,-13.5,0.0,31.084562084739105,0.4492601126118805,-42.0,-20.25,0.0,-15.542281042369552,0.4492601126118805
403,302,0,24/09/2014 11:03:32,HT25TW5055273593c875a9898b00,0.0,-18.0,0.0,18.0,-1.5707963267948966,28.0,-4.5,0.0,-13.084562084739105,-0.1593516409039169
432,347,0,24/09/2014 11:03:33,HT25TW5055273593c875a9898b00,29.0,45.0,0.0,53.53503525729669,0.9983365129768454,29.0,63.0,0.0,35.53503525729669,1.1393956002293444
403,320,0,24/09/2014 11:03:36,HT25TW5055273593c875a9898b00,-9.666666666666666,-9.0,0.0,13.207741837439299,0.7496990507181244,-12.888888888888888,-18.0,0.0,-13.442431139952463,0.9493799801981365
403,320,0,24/09/2014 11:03:37,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.7496990507181244,9.666666666666666,9.0,0.0,-13.207741837439299,0.7496990507181244
459,347,0,24/09/2014 11:03:39,HT25TW5055273593c875a9898b00,28.0,13.5,0.0,31.084562084739105,0.4492601126118805,14.0,6.75,0.0,15.542281042369552,0.4492601126118805
432,364,0,24/09/2014 11:03:42,HT25TW5055273593c875a9898b00,-9.0,5.666666666666667,0.0,10.635370755695877,-0.5619215622568153,-12.333333333333334,-2.611111111111111,0.0,-6.816397109681076,0.2086310421078435
432,320,0,24/09/2014 11:03:48,HT25TW5055273593c875a9898b00,0.0,-7.333333333333333,0.0,7.333333333333333,-1.5707963267948966,1.5,-2.1666666666666665,0.0,-0.5503395703937574,-0.9652516631899266
340,320,0,24/09/2014 11:03:50,HT25TW5055273593c875a9898b00,-46.0,0.0,0.0,46.0,-0.0,-23.0,3.6666666666666665,0.0,19.333333333333332,-0.15808997112168574
432,347,0,24/09/2014 11:03:51,HT25TW5055273593c875a9898b00,92.0,27.0,0.0,95.88013350011565,0.285462860266745,138.0,27.0,0.0,49.88013350011565,0.19321148384780604
432,347,0,24/09/2014 11:03:52,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.285462860266745,-92.0,-27.0,0.0,-95.88013350011565,0.285462860266745
459,347,0,24/09/2014 11:03:54,HT25TW5055273593c875a9898b00,13.5,0.0,0.0,13.5,0.0,6.75,0.0,0.0,6.75,0.0
459,347,0,24/09/2014 11:03:55,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.0,-13.5,0.0,0.0,-13.5,-0.0
459,347,0,24/09/2014 11:04:00,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0
403,302,0,24/09/2014 11:04:02,HT25TW5055273593c875a9898b00,-28.0,-22.5,0.0,35.92005011132362,0.6769148518424769,-14.0,-11.25,0.0,17.96002505566181,0.6769148518424769
403,320,0,24/09/2014 11:04:07,HT25TW5055273593c875a9898b00,0.0,3.6,0.0,3.6,1.5707963267948966,5.6,5.220000000000001,0.0,-6.464010022264723,0.7502924442002666
403,302,0,24/09/2014 11:04:08,HT25TW5055273593c875a9898b00,0.0,-18.0,0.0,18.0,-1.5707963267948966,0.0,-21.6,0.0,14.4,-1.5707963267948966
514,364,0,24/09/2014 11:04:09,HT25TW5055273593c875a9898b00,111.0,62.0,0.0,127.1416532848303,0.5093903262010084,111.0,80.0,0.0,109.1416532848303,0.6244975487893079
432,302,0,24/09/2014 11:04:13,HT25TW5055273593c875a9898b00,-20.5,-15.5,0.0,25.700194551792794,0.6473921397399288,-32.875,-19.375,0.0,-25.360364683259377,0.5325544939073112
567,347,0,24/09/2014 11:04:15,HT25TW5055273593c875a9898b00,67.5,22.5,0.0,71.15124735378853,0.3217505543966422,44.0,19.0,0.0,22.72552640099787,0.4076315054576269
514,364,0,24/09/2014 11:04:16,HT25TW5055273593c875a9898b00,-53.0,17.0,0.0,55.65968020030299,-0.31038740713235147,-120.5,-5.5,0.0,-15.491567153485548,0.04561149699887635
591,364,0,24/09/2014 11:04:18,HT25TW5055273593c875a9898b00,38.5,0.0,0.0,38.5,0.0,45.75,-8.5,0.0,-8.579840100151493,-0.18369778647701498
542,320,0,24/09/2014 11:04:19,HT25TW5055273593c875a9898b00,-49.0,-44.0,0.0,65.85590330410783,0.7316864340942157,-87.5,-44.0,0.0,27.355903304107827,0.46593071005670245
591,320,0,24/09/2014 11:04:20,HT25TW5055273593c875a9898b00,49.0,0.0,0.0,49.0,0.0,98.0,44.0,0.0,-16.855903304107827,0.42200502990221767
591,364,0,24/09/2014 11:04:22,HT25TW5055273593c875a9898b00,0.0,22.0,0.0,22.0,1.5707963267948966,-24.5,11.0,0.0,-13.5,-0.42200502990221767
591,364,0,24/09/2014 11:04:23,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,1.5707963267948966,0.0,-22.0,0.0,-22.0,-1.5707963267948966
616,320,0,24/09/2014 11:04:25,HT25TW5055273593c875a9898b00,12.5,-22.0,0.0,25.30316185775999,-1.0541011880326194,6.25,-11.0,0.0,12.651580928879994,-1.0541011880326194
514,364,0,24/09/2014 11:04:29,HT25TW5055273593c875a9898b00,-25.5,11.0,0.0,27.77138815399763,-0.4072558480748468,-9.5,8.25,0.0,0.6170565740594105,-0.7150916992788239
676,320,0,24/09/2014 11:04:30,HT25TW5055273593c875a9898b00,162.0,-44.0,0.0,167.86899654194636,-0.2652071174518248,187.5,-55.0,0.0,140.09760838794872,-0.28532942018213536
738,364,0,24/09/2014 11:04:34,HT25TW5055273593c875a9898b00,15.5,11.0,0.0,19.00657780874821,0.6171913915403622,-36.625,13.75,0.0,-37.21560468329954,-0.35914464183129835
776,320,0,24/09/2014 11:04:36,HT25TW5055273593c875a9898b00,19.0,-22.0,0.0,29.068883707497267,-0.8584387287005677,1.75,-16.5,0.0,5.031152949374528,-1.4651307446950408
776,320,0,24/09/2014 11:04:37,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.8584387287005677,-19.0,22.0,0.0,-29.068883707497267,-0.8584387287005677
842,347,0,24/09/2014 11:04:38,HT25TW5055273593c875a9898b00,66.0,27.0,0.0,71.30918594402827,0.388318718172466,66.0,27.0,0.0,71.30918594402827,0.388318718172466
738,364,0,24/09/2014 11:04:39,HT25TW5055273593c875a9898b00,-104.0,17.0,0.0,105.38026380684383,-0.16202856273456645,-170.0,-10.0,0.0,34.07107786281556,0.058755822715722696
738,364,0,24/09/2014 11:04:41,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,-0.16202856273456645,52.0,-8.5,0.0,-52.690131903421914,-0.16202856273456645
403,320,0,24/09/2014 11:04:42,HT25TW5055273593c875a9898b00,-335.0,-44.0,0.0,337.8771966262299,0.13059573584654086,-335.0,-44.0,0.0,337.8771966262299,0.13059573584654086
876,347,0,24/09/2014 11:04:43,HT25TW5055273593c875a9898b00,473.0,27.0,0.0,473.7699863857988,0.05702057408554743,808.0,71.0,0.0,135.89278975956893,0.0876461671139752
876,347,0,24/09/2014 11:04:44,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.05702057408554743,-473.0,-27.0,0.0,-473.7699863857988,0.05702057408554743
876,347,0,24/09/2014 11:04:46,HT25TW5055273593c875a9898b00,0.0,0.0,0.0,0.0,0.05702057408554743,0.0,0.0,0.0,0.0,0.05702057408554743
307,320,0,24/09/2014 11:04:47,HT25TW5055273593c875a9898b00,-569.0,-27.0,0.0,569.6402373428338,0.04741610261053323,-569.0,-27.0,0.0,569.6402373428338,0.04741610261053323
876,347,0,24/09/2014 11:04:49,HT25TW5055273593c875a9898b00,284.5,13.5,0.0,284.8201186714169,0.04741610261053323,426.75,20.25,0.0,-142.41005933570844,0.04741610261053323
432,347,0,24/09/2014 11:04:51,HT25TW5055273593c875a9898b00,-222.0,0.0,0.0,222.0,-0.0,-253.25,-6.75,0.0,-31.41005933570844,0.026647195498722402
