X,Y,Z,WholeDate,Phone id,Xspeed,YSpeed,ZSpeed,ModSpd,STheta,Xacc,Yacc,Zacc,ModAcc,ATheta
374,302,0,24/09/2014 11:01:32,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,347,0,24/09/2014 11:01:40,YT910K6675876ded0861342065,10.625,5.625,0.0,12.022115038544591,0.48689923181126904,0.0,0.0,0.0,0.0,0.0
199,364,0,24/09/2014 11:01:43,YT910K6675876ded0861342065,-86.66666666666667,5.666666666666667,0.0,86.85172549939479,-0.06529167736165384,-32.43055555555556,0.013888888888888987,0.0,24.94320348695007,-4.2826549844235287E-4
156,302,0,24/09/2014 11:01:50,YT910K6675876ded0861342065,-6.142857142857143,-8.857142857142858,0.0,10.77885306836436,0.964413440418934,11.503401360544219,-2.0748299319727894,0.0,-10.86755320443292,-0.1784480559206056
156,302,0,24/09/2014 11:01:58,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,0.964413440418934,0.7678571428571429,1.1071428571428572,0.0,-1.347356633545545,0.964413440418934
156,302,0,24/09/2014 11:02:01,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,0.964413440418934,0.0,0.0,0.0,0.0,0.964413440418934
177,302,0,24/09/2014 11:02:09,YT910K6675876ded0861342065,2.625,0.0,0.0,2.625,0.0,0.328125,0.0,0.0,0.328125,0.0
177,302,0,24/09/2014 11:02:16,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,0.0,-0.375,0.0,0.0,-0.375,-0.0
199,364,0,24/09/2014 11:02:24,YT910K6675876ded0861342065,2.75,7.75,0.0,8.223442101699263,1.2298173732985473,0.34375,0.96875,0.0,1.0279302627124078,1.2298173732985473
199,364,0,24/09/2014 11:02:27,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,1.2298173732985473,-0.9166666666666666,-2.5833333333333335,0.0,-2.7411473672330877,1.2298173732985473
199,364,0,24/09/2014 11:02:34,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,1.2298173732985473,0.0,0.0,0.0,0.0,1.2298173732985473
274,320,0,24/09/2014 11:02:42,YT910K6675876ded0861342065,9.375,-5.5,0.0,10.869251354164186,-0.5305578870294475,1.171875,-0.6875,0.0,1.3586564192705233,-0.5305578870294475
307,320,0,24/09/2014 11:02:49,YT910K6675876ded0861342065,4.714285714285714,0.0,0.0,4.714285714285714,0.0,-0.6658163265306122,0.7857142857142857,0.0,-0.8792808056969246,-0.8678121226868412
307,320,0,24/09/2014 11:02:52,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,0.0,-1.5714285714285714,0.0,0.0,-1.5714285714285714,-0.0
660,177,0,24/09/2014 11:02:59,YT910K6675876ded0861342065,50.42857142857143,-20.428571428571427,0.0,54.40925791571482,-0.38489445231193287,7.204081632653062,-2.9183673469387754,0.0,7.772751130816403,-0.38489445231193287
242,302,0,24/09/2014 11:03:06,YT910K6675876ded0861342065,-59.714285714285715,17.857142857142858,0.0,62.3271487346225,-0.2905786388309318,-15.73469387755102,5.469387755102041,0.0,1.1311272598439541,-0.3345355997082216
374,347,0,24/09/2014 11:03:09,YT910K6675876ded0861342065,44.0,15.0,0.0,46.486557196677836,0.328553170551451,34.57142857142858,-0.9523809523809526,0.0,-5.280197179314887,-0.027541243723916614
274,320,0,24/09/2014 11:03:16,YT910K6675876ded0861342065,-14.285714285714286,-3.857142857142857,0.0,14.797269466812768,0.26371183446226615,-8.326530612244898,-2.693877551020408,0.0,-4.527041104266439,0.3129012278803845
274,320,0,24/09/2014 11:03:23,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,0.26371183446226615,2.0408163265306123,0.5510204081632654,0.0,-2.1138956381161096,0.26371183446226615
221,320,0,24/09/2014 11:03:31,YT910K6675876ded0861342065,-6.625,0.0,0.0,6.625,-0.0,-0.828125,0.0,0.0,0.828125,-0.0
274,320,0,24/09/2014 11:03:38,YT910K6675876ded0861342065,7.571428571428571,0.0,0.0,7.571428571428571,0.0,2.0280612244897958,0.0,0.0,0.13520408163265302,0.0
340,302,0,24/09/2014 11:04:01,YT910K6675876ded0861342065,2.869565217391304,-0.782608695652174,0.0,2.9743706741716642,-0.2662520491509254,-0.20442884147988116,-0.034026465028355386,0.0,-0.19987208248943072,0.1649344529106203
403,320,0,24/09/2014 11:04:09,YT910K6675876ded0861342065,7.875,2.25,0.0,8.190123625440583,0.27829965900511133,0.6256793478260869,0.37907608695652173,0.0,0.6519691189086148,0.5447195215459701
403,320,0,24/09/2014 11:04:17,YT910K6675876ded0861342065,0.0,0.0,0.0,0.0,0.27829965900511133,-0.984375,-0.28125,0.0,-1.0237654531800728,0.27829965900511133
