403,347,0,24/09/2014 15:37:25,ZX1B23QBS53771758c578bbd85,95
693,239,0,24/09/2014 15:37:27,ZX1B23QBS53771758c578bbd85,95
693,239,0,24/09/2014 15:37:29,ZX1B23QBS53771758c578bbd85,95
374,347,0,24/09/2014 15:37:30,ZX1B23QBS53771758c578bbd85,95
274,320,0,24/09/2014 15:37:32,ZX1B23QBS53771758c578bbd85,95
274,320,0,24/09/2014 15:37:34,ZX1B23QBS53771758c578bbd85,95
374,347,0,24/09/2014 15:37:38,ZX1B23QBS53771758c578bbd85,95
876,364,0,24/09/2014 15:37:39,ZX1B23QBS53771758c578bbd85,95
274,320,0,24/09/2014 15:37:41,ZX1B23QBS53771758c578bbd85,95
374,302,0,24/09/2014 15:37:45,ZX1B23QBS53771758c578bbd85,95
738,364,0,24/09/2014 15:37:47,ZX1B23QBS53771758c578bbd85,95
842,320,0,24/09/2014 15:37:49,ZX1B23QBS53771758c578bbd85,95
842,320,0,24/09/2014 15:37:50,ZX1B23QBS53771758c578bbd85,95
738,364,0,24/09/2014 15:37:52,ZX1B23QBS53771758c578bbd85,95
374,302,0,24/09/2014 15:37:57,ZX1B23QBS53771758c578bbd85,95
660,292,0,24/09/2014 15:37:59,ZX1B23QBS53771758c578bbd85,95
842,347,0,24/09/2014 15:38:01,ZX1B23QBS53771758c578bbd85,95
738,364,0,24/09/2014 15:38:03,ZX1B23QBS53771758c578bbd85,95
567,347,0,24/09/2014 15:38:05,ZX1B23QBS53771758c578bbd85,95
403,320,0,24/09/2014 15:38:06,ZX1B23QBS53771758c578bbd85,95
776,320,0,24/09/2014 15:38:08,ZX1B23QBS53771758c578bbd85,95
486,302,0,24/09/2014 15:38:10,ZX1B23QBS53771758c578bbd85,95
486,302,0,24/09/2014 15:38:12,ZX1B23QBS53771758c578bbd85,95
776,320,0,24/09/2014 15:38:14,ZX1B23QBS53771758c578bbd85,95
776,320,0,24/09/2014 15:38:16,ZX1B23QBS53771758c578bbd85,95
776,320,0,24/09/2014 15:38:18,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:38:20,ZX1B23QBS53771758c578bbd85,95
486,320,0,24/09/2014 15:38:21,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:38:23,ZX1B23QBS53771758c578bbd85,95
486,320,0,24/09/2014 15:38:25,ZX1B23QBS53771758c578bbd85,95
643,320,0,24/09/2014 15:38:27,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:38:29,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:38:31,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:38:34,ZX1B23QBS53771758c578bbd85,95
776,320,0,24/09/2014 15:38:36,ZX1B23QBS53771758c578bbd85,95
542,320,0,24/09/2014 15:38:37,ZX1B23QBS53771758c578bbd85,95
542,320,0,24/09/2014 15:38:39,ZX1B23QBS53771758c578bbd85,95
616,302,0,24/09/2014 15:38:42,ZX1B23QBS53771758c578bbd85,95
542,320,0,24/09/2014 15:38:43,ZX1B23QBS53771758c578bbd85,95
542,320,0,24/09/2014 15:38:45,ZX1B23QBS53771758c578bbd85,95
591,320,0,24/09/2014 15:38:47,ZX1B23QBS53771758c578bbd85,95
616,302,0,24/09/2014 15:38:49,ZX1B23QBS53771758c578bbd85,95
616,302,0,24/09/2014 15:38:51,ZX1B23QBS53771758c578bbd85,95
591,302,0,24/09/2014 15:38:53,ZX1B23QBS53771758c578bbd85,95
616,347,0,24/09/2014 15:38:57,ZX1B23QBS53771758c578bbd85,95
616,302,0,24/09/2014 15:38:59,ZX1B23QBS53771758c578bbd85,95
616,302,0,24/09/2014 15:39:01,ZX1B23QBS53771758c578bbd85,95
616,302,0,24/09/2014 15:39:03,ZX1B23QBS53771758c578bbd85,95
616,347,0,24/09/2014 15:39:04,ZX1B23QBS53771758c578bbd85,95
591,320,0,24/09/2014 15:39:07,ZX1B23QBS53771758c578bbd85,95
591,364,0,24/09/2014 15:39:09,ZX1B23QBS53771758c578bbd85,95
591,302,0,24/09/2014 15:39:11,ZX1B23QBS53771758c578bbd85,95
591,302,0,24/09/2014 15:39:13,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:39:15,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:39:16,ZX1B23QBS53771758c578bbd85,95
616,347,0,24/09/2014 15:39:18,ZX1B23QBS53771758c578bbd85,95
616,302,0,24/09/2014 15:39:20,ZX1B23QBS53771758c578bbd85,95
616,302,0,24/09/2014 15:39:22,ZX1B23QBS53771758c578bbd85,95
542,320,0,24/09/2014 15:39:24,ZX1B23QBS53771758c578bbd85,95
514,320,0,24/09/2014 15:39:26,ZX1B23QBS53771758c578bbd85,95
514,320,0,24/09/2014 15:39:28,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:39:29,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:39:31,ZX1B23QBS53771758c578bbd85,95
514,364,0,24/09/2014 15:39:33,ZX1B23QBS53771758c578bbd85,95
403,302,0,24/09/2014 15:39:39,ZX1B23QBS53771758c578bbd85,95
403,302,0,24/09/2014 15:39:41,ZX1B23QBS53771758c578bbd85,95
307,302,0,24/09/2014 15:39:43,ZX1B23QBS53771758c578bbd85,95
340,302,0,24/09/2014 15:39:45,ZX1B23QBS53771758c578bbd85,95
340,302,0,24/09/2014 15:39:47,ZX1B23QBS53771758c578bbd85,95
