Time still vs. Total angle changed from (560, 302) to (790, 323)
Total angle changed (radians)
Time still (sec)
1.1104593,0.0,5.0
0.19963148,0.0,5.0
0.8823985,0.0,5.0
0.85843873,0.0,5.0
1.8094057,0.0,5.0
1.5707964,0.0,5.0
0.0,0.0,5.0
1.0094367,2.0,5.0
0.17636615,0.0,5.0
0.008501461,0.0,5.0
1.4192481,0.0,5.0
0.4480239,0.0,5.0
8.36108,2.0,5.0
0.5325041,3.0,5.0
0.13863973,0.0,5.0
2.8188424,6.0,5.0
0.9066587,0.0,5.0
0.17636615,0.0,5.0
1.8094057,5.0,5.0
1.8995073,0.0,5.0
0.0,0.0,5.0
6.8330383,0.0,5.0
0.8996997,0.0,5.0
0.328711,0.0,5.0
1.5707964,0.0,5.0
4.672838,3.0,5.0
1.0636978,2.0,5.0
1.8332776,0.0,5.0
0.9189272,3.0,5.0
3.2105832,1.0,5.0
0.27165774,0.0,5.0
0.61072594,0.0,5.0
0.39906093,0.0,5.0
0.27970415,3.0,5.0
2.5948038,0.0,5.0
3.380202,1.0,5.0
1.8094057,0.0,5.0
0.82384074,0.0,5.0
0.23198916,0.0,5.0
2.2039716,3.0,5.0
2.8188424,4.0,5.0
2.0800729,0.0,5.0
0.91071665,0.0,5.0
0.037726417,0.0,5.0
1.5876597,6.0,5.0
0.26625204,0.0,5.0
0.0,1.0,5.0
0.91622555,0.0,5.0
0.06221489,0.0,5.0
1.4157422,2.0,5.0
3.6426833,0.0,5.0
1.8374248,0.0,5.0
0.07870281,6.0,5.0
1.7471625,2.0,5.0
0.95234865,0.0,5.0
3.5896165,0.0,5.0
1.8094057,0.0,5.0
2.634494,2.0,5.0
0.037726417,0.0,5.0
2.0718868,1.0,5.0
1.332187,0.0,5.0
0.6803458,0.0,5.0
6.811034,5.0,5.0
0.0,0.0,5.0
3.513087,2.0,5.0
0.87050015,0.0,5.0
3.1415927,0.0,5.0
0.82384074,0.0,5.0
0.82384074,3.0,5.0
0.0,0.0,5.0
0.48580515,0.0,5.0
1.4267256,0.0,5.0
0.9213301,2.0,5.0
0.26678482,0.0,5.0
1.0907788,0.0,5.0
0.7087928,0.0,5.0
0.27165774,0.0,5.0
0.98526716,0.0,5.0
1.7471625,0.0,5.0
0.14011475,0.0,5.0
0.17636615,0.0,5.0
1.3231432,2.0,5.0
0.12240187,0.0,5.0
0.35535792,2.0,5.0
0.08599429,0.0,5.0
1.2847931,4.0,5.0
2.6057436,6.0,5.0
0.07677189,0.0,5.0
1.2480462,2.0,5.0
5.5362296,0.0,5.0
2.7583084,0.0,5.0
3.5644467,2.0,5.0
0.33387262,0.0,5.0
3.1415927,0.0,5.0
0.0,0.0,5.0
0.43435982,0.0,5.0
5.280676,0.0,5.0
0.85843873,0.0,5.0
0.328711,0.0,5.0
2.8188424,0.0,5.0
0.0,0.0,5.0
0.82384074,0.0,5.0
0.17636615,0.0,5.0
0.91071665,0.0,5.0
0.6803458,0.0,5.0
5.6615033,6.0,5.0
1.7405746,0.0,5.0
4.8932652,0.0,5.0
0.85843873,9.0,5.0
0.6920524,0.0,5.0
0.0,0.0,5.0
2.6697962,9.0,5.0
0.6435011,0.0,5.0
0.9066587,0.0,5.0
0.30938414,0.0,2.0
0.085102014,2.0,2.0
0.30938414,7.0,2.0
0.0,3.0,2.0
0.6866332,0.0,2.0
0.0,10.0,2.0
0.037726417,0.0,2.0
0.0,2.0,2.0
0.0,6.0,2.0
0.0,3.0,2.0
0.82384074,2.0,2.0
3.6426833,2.0,2.0
0.7120555,5.0,2.0
0.03584122,0.0,2.0
0.0,0.0,2.0
0.85843873,1.0,2.0
0.35100004,0.0,2.0
2.6365156,0.0,2.0
2.394637,0.0,2.0
0.0,0.0,2.0
0.06377989,2.0,2.0
0.0,0.0,2.0
2.846746,6.0,2.0
3.6426833,2.0,2.0
3.7828057,2.0,2.0
0.0,0.0,2.0
9.212705,0.0,2.0
6.0567937,0.0,2.0
0.052277904,0.0,2.0
0.0,0.0,2.0
6.2872434,9.0,2.0
0.27165774,2.0,2.0
0.27165774,3.0,2.0
1.1104593,0.0,2.0
1.0094367,0.0,2.0
0.02448847,2.0,2.0
0.06221489,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
1.4866555,3.0,2.0
0.0,1.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
4.712389,0.0,2.0
3.319933,13.0,2.0
1.3274671,0.0,2.0
0.4480239,0.0,2.0
0.13863973,0.0,2.0
0.8917371,0.0,2.0
2.8957276,6.0,2.0
1.8094057,0.0,2.0
1.332187,0.0,2.0
0.037726417,0.0,2.0
0.6739338,2.0,2.0
0.31852996,0.0,2.0
0.4480239,0.0,2.0
0.27165774,0.0,2.0
1.332187,2.0,2.0
3.343355,10.0,2.0
2.0718868,2.0,2.0
0.2652071,6.0,2.0
0.15057571,0.0,2.0
1.4856943,2.0,2.0
0.0,0.0,2.0
2.9952085,0.0,2.0
2.0718868,2.0,2.0
0.0,0.0,2.0
0.1663863,0.0,2.0
10.696643,2.0,2.0
3.125988,2.0,2.0
0.20751315,0.0,2.0
0.23860933,2.0,2.0
0.074729204,0.0,2.0
0.059864167,0.0,2.0
2.6812556,0.0,2.0
7.015875,3.0,2.0
0.8917371,0.0,2.0
1.0521988,3.0,2.0
0.06221489,2.0,2.0
0.4480239,2.0,2.0
0.02448847,2.0,2.0
0.048219964,0.0,2.0
0.20285362,0.0,2.0
6.938894E-18,0.0,2.0
0.0,2.0,2.0
0.744255,0.0,2.0
1.0094367,0.0,2.0
5.5362296,2.0,2.0
1.1104593,2.0,2.0
0.0,0.0,2.0
0.27165774,0.0,2.0
2.8188424,0.0,2.0
0.0,2.0,2.0
0.91071665,0.0,2.0
1.0262468,7.0,2.0
0.0,0.0,2.0
0.8917371,0.0,2.0
1.8542175,2.0,2.0
2.394637,3.0,2.0
6.2831855,9.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,6.0,2.0
6.03732,2.0,2.0
0.0,0.0,2.0
0.7469556,6.0,2.0
10.171734,2.0,2.0
1.332187,0.0,2.0
0.17636615,0.0,2.0
1.2382483,0.0,2.0
1.1875122,5.0,2.0
2.7583084,4.0,2.0
0.048219964,0.0,2.0
0.006958992,0.0,2.0
0.31447202,0.0,2.0
0.052277904,6.0,2.0
0.20749623,0.0,2.0
2.9340963,1.0,2.0
1.4157422,4.0,2.0
1.8332776,4.0,2.0
0.022871828,0.0,2.0
0.4405966,0.0,2.0
3.0719197,4.0,2.0
0.85843873,0.0,2.0
0.20557295,0.0,2.0
2.580233,0.0,2.0
7.626172,26.0,2.0
2.1192365,4.0,2.0
0.13863973,0.0,2.0
0.328711,0.0,2.0
0.037726417,0.0,2.0
0.0,0.0,2.0
0.101022586,0.0,2.0
0.0,0.0,2.0
1.0462837,6.0,2.0
0.0,2.0,2.0
1.6098644,0.0,2.0
0.27165774,0.0,2.0
0.41381302,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.3077507,0.0,2.0
0.57309234,0.0,2.0
1.0714496,0.0,2.0
0.048219964,0.0,2.0
0.6920524,0.0,2.0
0.35354197,0.0,2.0
0.4480239,0.0,2.0
0.33387262,0.0,2.0
0.30938414,0.0,2.0
0.037726417,0.0,2.0
1.5707964,0.0,2.0
1.0541012,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.82384074,0.0,2.0
4.8887553,0.0,2.0
4.002592,0.0,2.0
0.26625204,6.0,2.0
0.98510194,0.0,2.0
0.06198944,0.0,2.0
0.22837575,4.0,2.0
0.328711,0.0,2.0
0.1663863,0.0,2.0
2.7755576E-17,0.0,2.0
2.311744,2.0,2.0
3.1415927,4.0,2.0
0.7469556,0.0,2.0
0.8928958,2.0,2.0
1.332187,2.0,2.0
4.712389,0.0,2.0
9.102028,2.0,2.0
1.849096,0.0,2.0
1.332187,0.0,2.0
0.2652071,0.0,2.0
0.1663863,0.0,2.0
0.9066587,3.0,2.0
0.23684876,0.0,2.0
1.4157422,0.0,2.0
5.5339117,2.0,2.0
0.82384074,0.0,2.0
1.332187,0.0,2.0
0.82384074,4.0,2.0
2.5917394,2.0,2.0
1.3038468,0.0,2.0
0.41497546,0.0,2.0
0.5921867,0.0,2.0
7.8832755,4.0,3.0
0.04535036,4.0,3.0
1.0173203,20.0,3.0
2.0322733,2.0,3.0
0.0,0.0,3.0
1.8094057,0.0,3.0
4.961809,11.0,3.0
0.0,0.0,3.0
0.9519674,1.0,3.0
3.1415927,4.0,3.0
3.1415927,0.0,3.0
3.1415927,4.0,3.0
0.0,1.0,3.0
1.4146146,0.0,3.0
0.17636615,0.0,3.0
2.9669204,7.0,3.0
0.85843873,0.0,3.0
0.0,0.0,3.0
0.35462362,0.0,3.0
0.9066587,0.0,3.0
0.85843873,0.0,3.0
1.3343993,0.0,3.0
1.9432845,0.0,3.0
0.7853982,0.0,3.0
0.43435982,2.0,3.0
0.85123694,4.0,3.0
0.375084,0.0,3.0
1.233476,0.0,3.0
3.1415927,0.0,3.0
1.332187,0.0,3.0
0.06393712,0.0,3.0
0.0,0.0,3.0
1.7371826,0.0,3.0
0.5921867,2.0,3.0
0.31447202,0.0,3.0
1.3981416,0.0,3.0
0.9066587,0.0,3.0
3.48068,0.0,3.0
2.9784708,2.0,3.0
0.23860933,0.0,3.0
1.5707964,0.0,3.0
1.5707964,0.0,3.0
0.53699195,0.0,3.0
0.32101667,6.0,3.0
0.8852976,0.0,3.0
1.2027214,0.0,3.0
6.2831855,8.0,3.0
0.94890285,0.0,3.0
1.8332776,0.0,3.0
4.2052903,2.0,3.0
0.0,3.0,3.0
0.0,2.0,3.0
0.008501461,0.0,3.0
0.0,0.0,3.0
0.16377221,0.0,3.0
0.0,0.0,3.0
1.5707964,0.0,3.0
1.8094057,4.0,3.0
0.38328415,0.0,3.0
1.6411028,0.0,3.0
1.2604089,0.0,3.0
0.0,2.0,3.0
2.698277,6.0,3.0
2.2349339,4.0,3.0
0.028551927,0.0,3.0
1.0541012,0.0,3.0
1.8094057,0.0,3.0
3.1415927,0.0,3.0
0.0,0.0,3.0
3.0396733,0.0,3.0
0.5317241,0.0,3.0
0.46225291,0.0,3.0
1.4411565,0.0,3.0
0.07419455,0.0,3.0
1.5081325,0.0,3.0
0.90198416,2.0,3.0
1.2014626,0.0,3.0
0.67258114,0.0,3.0
0.44522318,1.0,3.0
0.15356293,0.0,3.0
1.1186424,0.0,3.0
0.39855167,0.0,3.0
0.443214,0.0,3.0
0.6278366,0.0,3.0
0.19233094,0.0,3.0
0.54616654,0.0,3.0
0.30755726,0.0,3.0
0.41497546,2.0,3.0
1.241632,1.0,3.0
0.95234865,0.0,3.0
0.95234865,0.0,3.0
0.0040579396,0.0,3.0
0.2186642,2.0,3.0
0.21460627,0.0,3.0
2.7755576E-17,0.0,3.0
0.6920524,7.0,3.0
0.328711,0.0,3.0
2.580233,8.0,3.0
0.82384074,2.0,3.0
0.09545372,0.0,3.0
0.30755726,0.0,3.0
3.1415927,0.0,3.0
1.0541012,0.0,3.0
0.0,0.0,3.0
0.23860933,2.0,3.0
1.8094057,2.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.6920524,0.0,3.0
1.4881822,0.0,3.0
0.85843873,2.0,3.0
0.16735716,0.0,3.0
0.041260973,4.0,3.0
0.85843873,0.0,3.0
0.6920524,0.0,3.0
1.0033615,0.0,3.0
5.8195376,11.0,3.0
0.7853982,0.0,3.0
4.484167,4.0,3.0
1.2921808,2.0,3.0
0.4149417,0.0,3.0
0.2349808,0.0,3.0
0.15521885,0.0,3.0
1.0315374,2.0,3.0
1.6000904,4.0,3.0
4.741683,6.0,3.0
1.2480462,0.0,3.0
0.0,0.0,3.0
0.02448847,0.0,3.0
0.22082877,2.0,3.0
2.2799861,0.0,3.0
0.0,0.0,3.0
3.1415927,0.0,3.0
2.9775507,0.0,3.0
0.07205137,2.0,3.0
0.037085462,0.0,3.0
1.5707964,0.0,3.0
3.1415927,4.0,3.0
1.332187,0.0,3.0
8.432204,4.0,3.0
0.433742,0.0,3.0
0.38831872,0.0,3.0
1.7576747,0.0,3.0
3.1415927,0.0,3.0
2.3635173,0.0,3.0
0.0,4.0,3.0
1.3051525,2.0,3.0
0.10946203,0.0,3.0
7.6977997,11.0,3.0
1.0541012,0.0,3.0
0.36090106,0.0,3.0
2.313667,2.0,3.0
3.1415927,0.0,3.0
0.3337574,2.0,3.0
0.6283553,0.0,3.0
3.1415927,0.0,3.0
0.82384074,0.0,3.0
0.0,0.0,3.0
1.2604089,0.0,3.0
1.5707964,0.0,3.0
0.82384074,2.0,3.0
0.50677574,0.0,3.0
0.0685945,0.0,3.0
1.1014225,0.0,3.0
0.41497546,2.0,3.0
0.0,0.0,3.0
3.3179588,13.0,3.0
1.5707964,0.0,3.0
6.5170345,8.0,3.0
0.041800734,0.0,3.0
0.20764728,0.0,3.0
0.47012,0.0,3.0
1.5441682,0.0,3.0
10.385905,4.0,3.0
0.5880026,0.0,3.0
0.7935575,2.0,3.0
0.85123694,0.0,3.0
1.4448975,0.0,3.0
0.92439246,0.0,3.0
0.4480239,8.0,4.0
0.27165774,2.0,4.0
0.0,0.0,4.0
0.2165503,2.0,4.0
0.27165774,7.0,4.0
0.13863973,0.0,4.0
0.0,0.0,4.0
0.88090295,0.0,4.0
1.5707964,0.0,1.0
2.0409799,10.0,1.0
0.0,0.0,1.0
0.20764728,0.0,1.0
0.06583877,3.0,1.0
0.49649104,0.0,1.0
0.0,4.0,1.0
0.0,0.0,1.0
2.181582,5.0,1.0
0.0,0.0,1.0
0.762453,0.0,1.0
0.07677189,0.0,1.0
1.1911192,0.0,1.0
0.17636615,0.0,1.0
0.0,0.0,1.0
0.09993262,0.0,1.0
0.19694825,0.0,1.0
0.014935195,0.0,1.0
1.6551031,0.0,1.0
0.23974311,0.0,1.0
0.59115124,8.0,1.0
0.69287956,0.0,1.0
0.0,0.0,1.0
0.40323505,0.0,1.0
0.86382246,0.0,1.0
0.0,0.0,1.0
6.615762,0.0,1.0
0.5175313,0.0,1.0
0.0,4.0,1.0
0.11351702,0.0,1.0
0.0,0.0,1.0
5.0541325,1.0,1.0
1.1875122,0.0,1.0
0.7022569,0.0,1.0
0.0,0.0,1.0
0.19176862,6.0,1.0
0.44317445,0.0,1.0
0.1479768,3.0,1.0
0.0,13.0,1.0
0.24494644,0.0,1.0
0.0,0.0,1.0
1.8103557,0.0,1.0
1.332187,0.0,1.0
0.020293314,0.0,1.0
0.2349808,0.0,1.0
0.4370785,0.0,1.0
0.34613597,0.0,1.0
1.4894657,9.0,1.0
0.010173526,0.0,1.0
0.25900578,1.0,1.0
0.100781,3.0,1.0
0.0,2.0,1.0
0.09751581,0.0,1.0
0.6920524,0.0,1.0
0.36090106,0.0,1.0
1.019299,0.0,1.0
1.8398384,0.0,1.0
0.7853982,3.0,1.0
0.0,0.0,1.0
0.1663863,0.0,1.0
0.2120734,0.0,1.0
1.6594005,0.0,1.0
0.49761513,0.0,1.0
0.0,0.0,1.0
0.12404698,0.0,1.0
0.052277904,0.0,1.0
0.91071665,1.0,1.0
0.17636615,0.0,1.0
0.26625204,3.0,1.0
0.0,2.0,1.0
1.9040406,2.0,1.0
0.61848736,0.0,1.0
0.3655182,10.0,1.0
0.6803458,0.0,1.0
1.1509163,2.0,1.0
7.5252705,3.0,1.0
2.7583084,0.0,1.0
0.85843873,1.0,1.0
0.2120734,0.0,1.0
0.0,0.0,1.0
0.026011346,2.0,1.0
1.1509163,0.0,1.0
0.7853982,0.0,1.0
2.2699027,7.0,1.0
7.8539815,0.0,1.0
1.5707964,0.0,1.0
0.6920524,0.0,1.0
1.6472605,0.0,1.0
1.1821817,0.0,1.0
0.81032085,0.0,1.0
0.45576784,0.0,1.0
0.0,8.0,1.0
0.06731387,0.0,1.0
0.09545372,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.064981885,3.0,1.0
1.279949,9.0,1.0
0.18620412,0.0,1.0
0.53823066,0.0,1.0
2.203545,0.0,1.0
0.15140674,0.0,1.0
0.6717954,0.0,1.0
0.8088697,0.0,1.0
0.8088697,0.0,1.0
0.1866143,0.0,1.0
2.1688695,0.0,1.0
0.9808725,0.0,1.0
1.8935281,2.0,1.0
2.1280847,0.0,1.0
0.0,0.0,1.0
0.048219964,0.0,1.0
0.07485985,0.0,1.0
0.328711,0.0,1.0
0.08657044,0.0,1.0
0.08657044,0.0,1.0
0.2120734,0.0,1.0
0.0,2.0,1.0
1.3699892,11.0,1.0
0.69363546,0.0,1.0
0.0,0.0,1.0
0.0,2.0,5.0
2.5420704,0.0,5.0
4.7854295,2.0,5.0
2.394637,0.0,5.0
0.94890285,0.0,5.0
2.874072,2.0,5.0
0.49283466,0.0,5.0
0.07677189,0.0,5.0
0.0,0.0,5.0
1.1441689,0.0,5.0
0.27165774,0.0,5.0
1.8972147,2.0,5.0
0.20843598,4.0,5.0
2.206382,0.0,5.0
0.7469556,0.0,5.0
1.5707964,0.0,5.0
1.4157422,0.0,5.0
1.332187,0.0,5.0
0.75458914,0.0,5.0
1.4784007,2.0,5.0
2.6616995,0.0,5.0
1.5767571,2.0,5.0
2.1490192,0.0,5.0
0.27165774,0.0,5.0
0.009711537,0.0,5.0
0.0,2.0,5.0
1.5707964,0.0,5.0
1.332187,0.0,5.0
0.39697638,0.0,5.0
0.1663863,2.0,5.0
0.5036263,0.0,5.0
1.1635405,0.0,5.0
3.1097808,0.0,5.0
0.9066587,0.0,5.0
0.17636615,2.0,5.0
0.0,2.0,5.0
3.1415927,2.0,5.0
0.8017901,0.0,5.0
0.4512629,0.0,5.0
1.5707964,0.0,5.0
5.009468,0.0,5.0
1.6085998,0.0,5.0
0.38328415,0.0,5.0
0.0,0.0,5.0
1.3429868,0.0,5.0
0.5191461,0.0,5.0
0.037726417,0.0,5.0
2.0718868,0.0,5.0
0.82384074,0.0,5.0
1.0094367,4.0,5.0
0.048219964,0.0,5.0
0.048219964,0.0,5.0
0.0,0.0,5.0
3.1924407,2.0,5.0
0.48963106,0.0,5.0
5.2934713,5.0,5.0
0.26678482,3.0,5.0
2.7755576E-17,0.0,5.0
0.26533422,0.0,5.0
5.7218256,2.0,5.0
1.4237243,5.0,5.0
1.3038468,3.0,5.0
0.39313024,4.0,5.0
0.7853982,0.0,5.0
4.2052903,1.0,5.0
3.613389,0.0,5.0
0.13863973,0.0,5.0
0.0,0.0,5.0
7.292622,7.0,5.0
2.1261742,5.0,5.0
0.0,0.0,5.0
0.46900144,0.0,5.0
0.15057571,0.0,5.0
0.8917371,1.0,5.0
3.1708868,0.0,5.0
7.5854926,3.0,5.0
0.58235294,0.0,5.0
0.0040579396,1.0,5.0
4.3166523,0.0,5.0
1.8094057,0.0,5.0
1.5682606,0.0,5.0
1.7814333,0.0,5.0
1.0618539,0.0,5.0
0.0,0.0,5.0
2.2942774,5.0,5.0
7.5312314,4.0,5.0
0.27165774,0.0,5.0
2.0718868,1.0,5.0
0.82384074,2.0,5.0
0.328711,0.0,5.0
3.3739593,4.0,5.0
0.77663743,0.0,5.0
3.6426833,0.0,5.0
1.332187,0.0,5.0
0.0,0.0,5.0
1.5707964,2.0,5.0
0.6920524,0.0,5.0
0.85843873,0.0,5.0
5.44374,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
1.0714496,2.0,5.0
2.1171563,0.0,5.0
0.8917371,0.0,5.0
0.0,0.0,5.0
0.328711,0.0,5.0
3.493637,5.0,5.0
7.811235,2.0,5.0
3.1415927,0.0,5.0
2.698277,2.0,5.0
0.47018346,0.0,5.0
0.9066587,2.0,5.0
0.23570237,2.0,5.0
1.8094057,0.0,5.0
0.22964244,0.0,5.0
6.868796,4.0,5.0
0.33387262,0.0,5.0
6.7591376,4.0,5.0
0.6509425,0.0,5.0
0.20749623,0.0,5.0
0.584411,4.0,5.0
0.17636615,7.0,5.0
0.27165774,2.0,5.0
0.0,0.0,5.0
0.27165774,0.0,5.0
0.82384074,4.0,5.0
9.291969,0.0,5.0
0.0,0.0,5.0
0.13863973,0.0,5.0
0.84452385,7.0,5.0
0.85843873,0.0,5.0
0.037726417,0.0,5.0
0.82384074,0.0,5.0
0.82384074,0.0,5.0
0.17636615,0.0,5.0
0.81474584,5.0,5.0
0.17636615,0.0,5.0
0.42285392,0.0,5.0
3.1415927,0.0,5.0
2.0290704,0.0,5.0
0.34926653,0.0,5.0
0.75458914,6.0,5.0
6.760851,0.0,5.0
1.4776886,2.0,5.0
0.27043614,2.0,5.0
1.4157422,0.0,5.0
2.15371,1.0,5.0
0.5880026,0.0,5.0
0.18353963,0.0,5.0
0.037726417,0.0,5.0
0.82384074,0.0,5.0
1.332187,0.0,5.0
0.82384074,0.0,5.0
2.4281754,2.0,5.0
0.0,0.0,5.0
0.8214186,2.0,5.0
0.359092,0.0,5.0
0.9129077,0.0,5.0
1.4157422,0.0,5.0
2.0718868,0.0,5.0
0.06393712,0.0,5.0
0.0,0.0,5.0
1.8972147,3.0,5.0
0.13863973,0.0,5.0
0.041109927,0.0,5.0
0.12007025,0.0,5.0
0.9066587,0.0,5.0
4.1018434,0.0,5.0
5.383258,0.0,5.0
0.06393712,0.0,2.0
0.82384074,0.0,2.0
8.147353,11.0,2.0
1.3986887,6.0,2.0
0.0,0.0,2.0
