Time still vs. Total angle changed from (660, 2) to (693, 302)
1.6910509,0.0,2.0
0.03005603,2.0,2.0
0.3284227,0.0,2.0
0.17809294,0.0,2.0
0.34537014,0.0,2.0
1.6311342,2.0,2.0
0.03582492,5.0,2.0
3.2983527,2.0,2.0
1.7249124,2.0,3.0
0.13906549,5.0,3.0
1.7464334,0.0,3.0
0.10954991,0.0,3.0
0.0,0.0,3.0
4.54251,0.0,3.0
0.10159106,0.0,3.0
3.1480093,10.0,3.0
0.23456463,4.0,3.0
0.036751438,0.0,3.0
0.8747414,0.0,3.0
0.44322804,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
1.4102005,0.0,3.0
0.071249664,0.0,3.0
0.17372246,0.0,3.0
4.5056643,0.0,3.0
1.8691137,0.0,3.0
0.18558973,16.0,3.0
0.89109933,0.0,3.0
1.7471551,0.0,3.0
0.85123694,4.0,3.0
1.1808836,0.0,3.0
0.042261593,0.0,3.0
0.30605918,4.0,3.0
0.04887409,0.0,3.0
2.0093417,0.0,3.0
6.178793,32.0,3.0
1.6146271,0.0,3.0
0.0089726355,0.0,3.0
0.12639703,0.0,3.0
2.5922275,2.0,3.0
1.4905401,0.0,3.0
1.5011877,2.0,3.0
7.7627144,0.0,3.0
0.18237692,0.0,3.0
1.2027214,0.0,3.0
0.1364026,0.0,3.0
0.0,0.0,3.0
0.056537088,0.0,3.0
0.64968294,1.0,3.0
1.110223E-16,3.0,3.0
4.3124824,0.0,3.0
0.14099064,0.0,3.0
0.4957208,0.0,3.0
3.719752,0.0,3.0
0.5570625,0.0,3.0
0.49934673,0.0,3.0
0.30824748,0.0,3.0
2.0626595,0.0,3.0
0.07419455,0.0,3.0
0.38050637,0.0,3.0
2.0690138,4.0,3.0
0.39855167,0.0,3.0
1.5201305,0.0,3.0
0.6278366,0.0,3.0
0.039109692,2.0,3.0
0.19233094,0.0,3.0
1.9409585,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.09509218,0.0,3.0
0.09509218,4.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.13709642,0.0,3.0
1.2376919,0.0,3.0
0.7853982,0.0,3.0
0.1630843,2.0,3.0
1.467669,0.0,3.0
1.7205105,0.0,3.0
5.071742,13.0,3.0
0.050151147,0.0,3.0
1.3003585,4.0,3.0
0.1161464,0.0,3.0
0.023954418,0.0,3.0
0.02390628,2.0,3.0
0.02390628,0.0,3.0
1.4466639,0.0,3.0
4.575836,2.0,3.0
1.1179218,13.0,3.0
0.088696435,0.0,3.0
2.4422688,0.0,3.0
0.044226296,0.0,3.0
0.0,0.0,3.0
1.8310345,5.0,3.0
0.04297225,0.0,3.0
0.05433648,0.0,3.0
0.2112396,1.0,3.0
0.14726415,0.0,3.0
0.50857073,0.0,3.0
0.05433648,6.0,3.0
1.2376919,2.0,3.0
1.253302,1.0,3.0
0.076172546,1.0,3.0
0.0,2.0,3.0
1.4208727,0.0,3.0
1.2609371,0.0,3.0
0.18817833,0.0,3.0
1.285025,0.0,3.0
0.0,0.0,3.0
0.52252257,0.0,3.0
0.0,0.0,3.0
1.618597,0.0,3.0
4.7327285,0.0,3.0
0.0,7.0,3.0
1.2396636,2.0,3.0
1.3662106,16.0,3.0
0.0,0.0,3.0
3.9704416,9.0,3.0
2.0944576,4.0,3.0
1.4219495,0.0,3.0
1.0506632,0.0,3.0
0.0,0.0,3.0
0.3081054,0.0,3.0
1.2435423,0.0,3.0
0.6301939,0.0,3.0
0.0,0.0,3.0
0.13084719,0.0,3.0
0.2749475,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,2.0,3.0
0.360072,0.0,3.0
1.8711349,3.0,3.0
0.11971822,0.0,3.0
0.08310932,0.0,3.0
1.2480319,0.0,3.0
1.2149113,0.0,3.0
0.1665522,0.0,3.0
0.85123694,0.0,3.0
2.3827763,0.0,3.0
0.46213368,0.0,3.0
1.9241624,0.0,3.0
0.05596342,2.0,3.0
4.8629565,0.0,3.0
0.09431581,0.0,4.0
0.77809143,0.0,4.0
0.3634409,0.0,4.0
1.439315,0.0,4.0
0.13390717,0.0,4.0
2.2143247,0.0,4.0
0.19289368,0.0,4.0
1.4405574,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.06583877,3.0,1.0
0.49649104,0.0,1.0
0.0,0.0,1.0
0.07029933,0.0,1.0
0.0,1.0,1.0
0.002346312,0.0,1.0
1.8838514,8.0,1.0
2.8975255,0.0,1.0
0.0,0.0,1.0
1.9223875,0.0,1.0
0.073488995,0.0,1.0
0.2794646,4.0,1.0
1.2129163,0.0,1.0
0.97313386,13.0,1.0
0.04633441,0.0,1.0
4.4067836,3.0,1.0
0.38748643,1.0,1.0
0.07885101,0.0,1.0
0.23197772,0.0,1.0
0.11187066,0.0,1.0
2.364073,0.0,1.0
0.82844335,0.0,1.0
0.06847506,0.0,1.0
0.0,0.0,1.0
0.08684824,5.0,1.0
0.40888652,4.0,1.0
0.62961423,2.0,1.0
0.50857073,0.0,1.0
0.021037424,0.0,1.0
0.38836655,0.0,1.0
0.14099064,0.0,1.0
1.5707964,0.0,1.0
0.030104427,1.0,1.0
0.21487436,0.0,1.0
0.23152305,0.0,1.0
0.74138004,0.0,1.0
3.1621585,0.0,1.0
2.8555655,0.0,1.0
0.0,0.0,1.0
2.8529217,0.0,1.0
0.09940122,0.0,1.0
0.16389737,0.0,1.0
0.0,1.0,1.0
0.13326703,0.0,1.0
0.14874627,0.0,1.0
1.7450151,0.0,1.0
0.2820973,0.0,1.0
0.16257532,0.0,1.0
0.1624726,1.0,1.0
0.39924365,0.0,1.0
0.6510123,0.0,1.0
2.455666,21.0,1.0
0.17857227,1.0,1.0
0.07179096,1.0,1.0
0.2566546,0.0,1.0
0.9448226,3.0,1.0
0.03124334,0.0,1.0
4.201763,11.0,1.0
0.17341664,0.0,1.0
0.0,0.0,1.0
2.3023198,10.0,1.0
2.2553904,0.0,1.0
4.061191,13.0,1.0
0.095099986,0.0,1.0
0.42805356,0.0,1.0
0.776157,1.0,1.0
2.5434725,2.0,1.0
0.61848736,0.0,1.0
0.3655182,0.0,1.0
0.0,10.0,1.0
0.0,0.0,1.0
1.1509163,2.0,1.0
0.23747496,0.0,1.0
0.16573806,0.0,1.0
0.026011346,2.0,1.0
1.1509163,0.0,1.0
0.7853982,0.0,1.0
0.98624593,5.0,1.0
0.0,0.0,1.0
0.324567,0.0,1.0
0.0,0.0,1.0
0.49934673,0.0,1.0
0.23724934,0.0,1.0
0.23347002,0.0,1.0
1.5948273,0.0,1.0
0.47976568,0.0,1.0
3.9263122,6.0,1.0
0.6568187,0.0,1.0
0.44490364,3.0,1.0
0.9049712,0.0,1.0
0.46568403,0.0,1.0
0.07045755,0.0,1.0
0.0,0.0,1.0
0.104201466,2.0,1.0
0.0,0.0,1.0
4.324051,0.0,5.0
1.3510337,0.0,5.0
0.08507326,0.0,5.0
0.24991408,0.0,5.0
0.24534823,0.0,5.0
0.43370518,0.0,5.0
1.3536594,0.0,5.0
0.14230523,0.0,5.0
1.8464338,0.0,5.0
0.08784155,0.0,5.0
1.8152176,0.0,5.0
0.36329836,0.0,5.0
0.0,0.0,5.0
1.5699073,0.0,5.0
0.32003745,0.0,5.0
1.4955959,0.0,5.0
0.53089076,0.0,5.0
3.5421083,2.0,5.0
0.1364026,0.0,5.0
0.30244341,0.0,5.0
0.13854554,1.0,5.0
0.07945362,0.0,5.0
1.2425013,0.0,5.0
2.9556208,0.0,5.0
0.07572777,0.0,5.0
1.6612452,0.0,5.0
3.4118505,0.0,5.0
0.31738377,0.0,5.0
0.36351985,0.0,5.0
0.12661354,0.0,5.0
0.17339772,0.0,5.0
3.8739326,9.0,5.0
0.02901792,0.0,5.0
0.19357006,2.0,5.0
0.7138793,0.0,5.0
0.1228086,0.0,5.0
1.4144886,9.0,5.0
0.49934673,0.0,5.0
1.319753,0.0,5.0
1.3445054,0.0,5.0
0.019768389,0.0,5.0
1.319753,0.0,5.0
1.319753,0.0,5.0
0.20747761,0.0,5.0
0.12698989,0.0,5.0
0.22139446,0.0,5.0
1.5905268,25.0,5.0
0.032610156,0.0,5.0
1.2871429,4.0,5.0
1.629628,0.0,5.0
0.0,0.0,5.0
1.6453001,0.0,5.0
1.2871429,3.0,5.0
1.2480319,3.0,5.0
0.0,0.0,5.0
1.3841655,2.0,5.0
1.5269902,0.0,5.0
1.5713876,0.0,5.0
0.7366205,0.0,5.0
0.32799464,0.0,5.0
0.0,0.0,5.0
1.1503551,0.0,5.0
0.11065722,0.0,5.0
1.25737,3.0,5.0
1.3056244,0.0,5.0
0.8212605,0.0,5.0
0.11065722,0.0,5.0
0.36530423,2.0,5.0
0.103485666,0.0,5.0
0.013604226,0.0,5.0
0.18353963,0.0,5.0
0.0,0.0,5.0
0.06997521,0.0,5.0
0.044293184,0.0,5.0
1.1433676,0.0,5.0
0.006882344,0.0,5.0
2.053811,2.0,5.0
1.2847449,0.0,5.0
1.9503255,0.0,2.0
1.3961434,0.0,2.0
0.08738349,0.0,2.0
0.0,0.0,2.0
0.043124475,1.0,2.0
0.3655182,0.0,2.0
0.112002514,2.0,2.0
0.18174198,2.0,2.0
0.23895974,6.0,2.0
0.09966865,0.0,2.0
0.07591722,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.27844664,0.0,2.0
1.8506025,0.0,2.0
0.3807496,0.0,2.0
3.5113907,2.0,2.0
0.085596286,0.0,2.0
2.317829,0.0,2.0
0.111445144,0.0,2.0
0.09802454,0.0,2.0
1.4372673,0.0,2.0
0.07572777,0.0,2.0
2.0111835,0.0,2.0
0.92287225,0.0,2.0
0.8178315,0.0,2.0
0.8999841,7.0,2.0
0.0,2.0,2.0
0.034193575,0.0,2.0
0.19357006,0.0,2.0
0.1947864,0.0,2.0
0.17809294,0.0,2.0
0.3655182,0.0,2.0
0.3273113,0.0,2.0
0.6950019,0.0,2.0
0.50857073,0.0,2.0
1.7752593,0.0,2.0
2.2142975,2.0,2.0
0.0,0.0,2.0
0.36581767,0.0,2.0
0.056537088,0.0,2.0
1.1666954,0.0,2.0
1.6478491,0.0,2.0
0.0,0.0,2.0
9.614853E-4,0.0,2.0
1.2022002,9.0,2.0
0.24534823,0.0,2.0
4.166735,2.0,2.0
0.3380729,0.0,2.0
0.8178315,0.0,2.0
1.2113581,6.0,2.0
0.132507,0.0,2.0
0.06792634,16.0,2.0
0.35088086,0.0,2.0
0.0,2.0,2.0
0.92287225,0.0,2.0
0.67289424,0.0,2.0
1.1543032,2.0,2.0
1.6046253,2.0,2.0
0.0,0.0,2.0
0.07172122,0.0,2.0
0.2787386,0.0,2.0
0.54361117,0.0,2.0
1.2799535,0.0,2.0
0.032610156,1.0,2.0
1.5926788,0.0,2.0
1.8194529,0.0,2.0
1.6542674,0.0,2.0
0.50857073,0.0,3.0
0.0,2.0,3.0
0.021584673,0.0,3.0
1.9346864,2.0,3.0
1.5034219,2.0,3.0
0.087487295,0.0,3.0
3.4762273,0.0,3.0
0.0,0.0,3.0
0.5303879,0.0,3.0
1.8668777,3.0,3.0
1.0947487,2.0,3.0
0.02452035,0.0,3.0
4.894266,0.0,3.0
3.39465,0.0,3.0
0.09453842,17.0,3.0
0.9108191,5.0,3.0
23.385887,18.0,3.0
4.0441732,0.0,3.0
6.2831855,19.0,3.0
0.0125562,0.0,3.0
0.55885506,2.0,3.0
18.030834,11.0,3.0
0.7781412,2.0,3.0
0.30976203,4.0,3.0
0.0,0.0,3.0
0.18432441,0.0,3.0
0.07894127,0.0,3.0
0.7803703,0.0,3.0
1.0683517,0.0,3.0
1.196438,0.0,3.0
0.13297823,4.0,3.0
4.4491115,87.0,3.0
6.6674376,38.0,3.0
4.36014,56.0,3.0
1.2727841,5.0,3.0
0.27480233,0.0,3.0
0.0,0.0,3.0
1.6732945,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.054238323,0.0,3.0
0.32714036,0.0,3.0
0.054238323,0.0,3.0
0.21557538,2.0,3.0
0.08784155,0.0,3.0
0.062402498,0.0,3.0
0.062402498,0.0,3.0
0.5933325,8.0,3.0
0.15302397,4.0,3.0
1.0847095,0.0,3.0
0.17722835,0.0,3.0
0.0,0.0,3.0
0.6207547,0.0,3.0
1.5190387,0.0,3.0
1.0534645,0.0,3.0
1.9998285,0.0,3.0
0.112743266,0.0,3.0
0.23890081,0.0,3.0
0.24837276,0.0,3.0
1.3359447,0.0,3.0
1.2503715,5.0,3.0
12.7696085,42.0,3.0
6.030122,3.0,3.0
0.0,0.0,3.0
4.2251515,0.0,3.0
0.4558437,9.0,3.0
0.15631038,0.0,3.0
0.027050897,2.0,3.0
0.026155565,0.0,3.0
2.9524753,4.0,3.0
1.4099634,0.0,3.0
3.2527385,33.0,3.0
6.6194844,0.0,3.0
1.9078244,2.0,3.0
1.2189403,2.0,3.0
0.12639703,0.0,3.0
4.5705547,4.0,3.0
1.1990575,19.0,3.0
1.3358685,6.0,3.0
0.10303095,0.0,3.0
1.2328376,2.0,3.0
0.0,2.0,3.0
0.27480233,2.0,3.0
1.1292723,0.0,3.0
0.9496332,6.0,3.0
0.0013095242,6.0,3.0
0.32999536,0.0,3.0
0.0,0.0,4.0
1.3189121,0.0,4.0
1.1745738,23.0,4.0
0.69931275,0.0,4.0
0.8971944,7.0,4.0
4.8107076,3.0,4.0
0.61861,0.0,4.0
1.110223E-16,0.0,4.0
3.2089326,0.0,4.0
2.4545524,0.0,4.0
