Time still vs. Total angle changed from (560, 343) to (790, 364)
0.7469556,0.0,2.0
1.4056476,0.0,2.0
1.9206519,0.0,2.0
0.5070985,2.0,2.0
0.7853982,0.0,2.0
0.5150043,0.0,2.0
2.634494,0.0,2.0
2.394637,3.0,2.0
2.394637,0.0,2.0
0.77270955,3.0,3.0
1.2209407,0.0,3.0
0.8574382,0.0,3.0
3.1415927,0.0,3.0
3.1415927,0.0,3.0
2.394637,5.0,3.0
0.47398517,0.0,3.0
0.24497867,0.0,3.0
0.34827924,0.0,3.0
0.7138422,0.0,3.0
0.0,0.0,3.0
1.9206519,6.0,3.0
3.1415927,0.0,3.0
0.32175055,0.0,3.0
0.14164965,2.0,3.0
1.2209407,0.0,3.0
1.9206519,0.0,3.0
0.8785068,2.0,3.0
1.110223E-16,0.0,3.0
1.4210174,5.0,3.0
0.23985706,0.0,3.0
0.0,0.0,3.0
0.47398517,5.0,3.0
0.0,5.0,3.0
0.0,0.0,3.0
1.9206519,0.0,3.0
0.0,0.0,3.0
0.51302606,5.0,3.0
3.1415927,0.0,3.0
0.43320018,0.0,3.0
0.47398517,2.0,3.0
2.394637,0.0,3.0
3.1415927,0.0,3.0
1.735945,0.0,3.0
0.25476637,0.0,3.0
0.038183678,2.0,3.0
0.73509824,0.0,3.0
1.9892476,8.0,3.0
0.03693971,0.0,3.0
0.42391956,0.0,3.0
0.7469556,0.0,3.0
1.4056476,4.0,3.0
1.2209407,0.0,3.0
0.7469556,0.0,3.0
0.2619192,0.0,3.0
1.646544,0.0,3.0
1.7157191,0.0,3.0
0.019105956,3.0,3.0
0.0,0.0,3.0
0.10052672,0.0,3.0
0.20836195,0.0,3.0
0.42391956,0.0,3.0
1.4865518,0.0,3.0
2.634494,2.0,3.0
0.7469556,0.0,3.0
2.1910458,2.0,3.0
2.167973,2.0,3.0
0.97361964,0.0,3.0
1.9206519,0.0,3.0
0.40151474,0.0,3.0
1.2134736,2.0,3.0
0.97361964,0.0,3.0
0.7469556,0.0,3.0
0.8922617,0.0,3.0
2.634494,0.0,3.0
1.2288465,0.0,3.0
0.53293836,0.0,3.0
0.6500322,0.0,3.0
0.4576046,3.0,3.0
0.6725027,0.0,4.0
0.0,0.0,1.0
0.12526657,0.0,1.0
0.057505824,0.0,1.0
0.0,1.0,1.0
0.0,0.0,1.0
0.90052736,3.0,1.0
0.0,0.0,1.0
0.104628794,0.0,1.0
3.1415927,0.0,1.0
1.3609015,0.0,1.0
0.7415635,0.0,1.0
1.4247841,0.0,1.0
0.63316,0.0,1.0
0.7815537,0.0,1.0
0.47116625,0.0,1.0
1.1354431,0.0,1.0
0.13086793,0.0,1.0
0.14461444,1.0,1.0
0.11572367,0.0,1.0
0.1668724,0.0,1.0
0.2801123,0.0,1.0
0.0,0.0,1.0
2.3561945,3.0,1.0
0.03216401,0.0,1.0
2.7755576E-17,2.0,1.0
0.0,0.0,1.0
0.14461444,1.0,1.0
1.3175305,0.0,1.0
0.06915499,0.0,1.0
0.40947703,9.0,1.0
0.16577297,17.0,1.0
0.06433103,0.0,1.0
0.22131445,0.0,1.0
0.5645694,0.0,1.0
0.5056011,7.0,1.0
0.039236132,1.0,1.0
0.0,0.0,1.0
0.14264166,0.0,1.0
1.0636978,1.0,1.0
0.5429444,0.0,1.0
0.0,0.0,1.0
0.28732583,1.0,1.0
0.056470346,0.0,1.0
0.034225117,3.0,1.0
0.91082007,0.0,1.0
0.3192968,0.0,1.0
0.0,0.0,1.0
0.20336702,2.0,1.0
0.095656,0.0,1.0
0.019236168,0.0,1.0
2.634494,0.0,1.0
0.81739146,2.0,1.0
0.50459075,2.0,1.0
0.0051994557,0.0,1.0
0.8174859,0.0,1.0
0.8174859,0.0,1.0
0.507783,1.0,1.0
0.0,0.0,1.0
0.19570065,0.0,1.0
0.16317044,2.0,1.0
1.2385404,0.0,1.0
0.047583103,0.0,1.0
0.0,0.0,1.0
0.124354996,0.0,1.0
0.0,0.0,1.0
1.2312812,0.0,1.0
1.1703624,0.0,1.0
0.47988698,0.0,1.0
0.39479113,0.0,1.0
0.9576528,2.0,1.0
2.3561945,0.0,1.0
0.0,2.0,1.0
0.42391956,0.0,1.0
0.0,0.0,1.0
0.16219883,0.0,1.0
1.3740852,0.0,1.0
0.10351346,1.0,1.0
0.0051994557,2.0,1.0
0.034225117,0.0,1.0
0.124354996,0.0,1.0
0.2945464,10.0,1.0
0.37131828,0.0,1.0
0.24497867,2.0,1.0
0.6048565,0.0,1.0
0.3103874,0.0,1.0
1.9080495,0.0,1.0
0.0,0.0,1.0
0.0,3.0,1.0
0.5553661,0.0,1.0
0.0,0.0,1.0
0.92123955,0.0,1.0
0.053951316,3.0,1.0
0.0,1.0,1.0
0.17945614,2.0,1.0
0.8850668,0.0,1.0
0.38831872,0.0,1.0
3.1415927,0.0,1.0
0.91759074,3.0,1.0
0.002190577,0.0,1.0
0.034535207,0.0,1.0
0.034535207,0.0,1.0
0.38831872,0.0,1.0
0.13738334,0.0,1.0
0.5621103,0.0,1.0
0.61629695,0.0,1.0
0.15612637,0.0,1.0
0.19739556,0.0,1.0
0.12526657,3.0,1.0
0.058584,1.0,1.0
0.12526657,0.0,1.0
1.0636978,0.0,1.0
0.1389943,0.0,1.0
0.6048565,4.0,1.0
0.37207666,3.0,1.0
0.2116768,0.0,1.0
0.15858011,0.0,1.0
0.4239256,3.0,1.0
0.15612637,0.0,1.0
1.815775,0.0,1.0
0.047583103,4.0,1.0
0.2758059,0.0,1.0
0.5207221,0.0,1.0
1.070214,0.0,1.0
0.8994903,1.0,1.0
0.22131445,0.0,1.0
2.4403327,0.0,1.0
0.069809645,0.0,1.0
2.7755576E-17,0.0,1.0
0.50836486,5.0,1.0
0.0,0.0,1.0
0.22420691,6.0,1.0
0.0,0.0,1.0
1.0143335,0.0,1.0
0.5553661,12.0,1.0
0.081808224,12.0,1.0
0.40559533,4.0,1.0
0.12847504,2.0,1.0
0.63213795,0.0,1.0
0.5070985,2.0,1.0
0.18275625,0.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.507783,0.0,1.0
0.0,2.0,1.0
1.0057606,0.0,1.0
0.18534794,0.0,1.0
0.18534794,0.0,1.0
0.0,3.0,1.0
0.047583103,11.0,1.0
0.19684762,2.0,1.0
0.3535219,2.0,1.0
0.0,0.0,1.0
0.0,0.0,1.0
0.22420691,0.0,1.0
0.098314,0.0,1.0
0.0,0.0,1.0
1.0093026,5.0,1.0
0.09922615,0.0,1.0
0.6190598,1.0,5.0
0.7853982,0.0,5.0
0.56506985,0.0,5.0
0.9470323,2.0,5.0
0.9910158,0.0,5.0
0.47398517,0.0,5.0
2.634494,0.0,5.0
0.5404195,0.0,5.0
1.7755773,0.0,5.0
0.97361964,0.0,5.0
2.0744226,0.0,5.0
1.9206519,0.0,5.0
0.9703995,0.0,5.0
0.5404195,2.0,5.0
1.3120254,4.0,5.0
0.9889894,6.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
1.9206519,0.0,5.0
0.8574382,2.0,5.0
1.1352538,0.0,5.0
0.23985706,1.0,5.0
0.5404195,0.0,5.0
2.0940747,0.0,5.0
0.7469556,1.0,5.0
0.5404195,0.0,5.0
1.2209407,0.0,5.0
0.0,0.0,5.0
0.38831872,0.0,5.0
0.82384074,0.0,5.0
3.1415927,0.0,5.0
1.3120254,3.0,5.0
0.26970428,0.0,5.0
1.2209407,0.0,5.0
2.6011732,0.0,5.0
0.9470323,2.0,5.0
0.40947703,0.0,5.0
1.9206519,0.0,5.0
2.167973,0.0,5.0
0.012483208,0.0,5.0
0.47398517,0.0,5.0
0.47398517,0.0,5.0
0.16600503,0.0,5.0
0.47398517,0.0,5.0
0.0,0.0,5.0
0.0,0.0,5.0
1.1479424,0.0,5.0
2.6011732,0.0,5.0
0.40947703,0.0,5.0
1.6608745,0.0,5.0
0.44656545,0.0,5.0
0.099089615,0.0,5.0
1.6907533,0.0,5.0
2.394637,4.0,5.0
1.4210174,0.0,5.0
0.23985706,2.0,5.0
0.47398517,0.0,5.0
0.25245652,0.0,5.0
0.0,2.0,5.0
0.47398517,0.0,2.0
0.09108471,0.0,2.0
2.6011732,0.0,2.0
0.7138422,0.0,2.0
0.7469556,6.0,2.0
2.394637,0.0,2.0
3.1415927,0.0,2.0
1.2209407,4.0,2.0
1.9206519,0.0,2.0
3.1415927,0.0,2.0
0.77270955,0.0,2.0
1.9206519,2.0,2.0
3.1415927,0.0,2.0
1.2288465,0.0,2.0
0.47355786,0.0,2.0
0.19650443,0.0,2.0
0.23794648,0.0,2.0
0.75567055,0.0,2.0
3.1415927,2.0,2.0
0.09108471,0.0,2.0
0.47398517,1.0,2.0
2.394637,0.0,2.0
1.6092389,2.0,2.0
1.1947945,0.0,2.0
0.47398517,0.0,2.0
1.9206519,0.0,2.0
0.32021445,0.0,2.0
0.56506985,2.0,2.0
0.06144729,0.0,2.0
0.18191236,0.0,2.0
0.76313853,3.0,2.0
0.0,0.0,2.0
1.9206519,0.0,2.0
0.7469556,0.0,2.0
0.0,0.0,2.0
0.47398517,2.0,2.0
1.3802325,0.0,2.0
0.0032084705,0.0,2.0
0.5150043,0.0,2.0
0.5173378,0.0,2.0
1.7755773,0.0,2.0
1.2209407,0.0,2.0
1.3309393,0.0,2.0
0.7138422,1.0,2.0
0.23985706,0.0,2.0
0.77270955,0.0,2.0
0.77270955,4.0,2.0
0.09108471,10.0,2.0
0.09108471,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
1.9206519,2.0,2.0
1.2891477,3.0,2.0
1.9206519,2.0,2.0
1.2209407,2.0,2.0
0.0,0.0,2.0
0.0,4.0,2.0
0.12292265,0.0,2.0
0.049378432,0.0,2.0
0.12292265,0.0,2.0
0.746175,0.0,2.0
1.9206519,0.0,2.0
0.23985706,0.0,2.0
0.0,2.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.0,7.0,2.0
0.1537707,8.0,2.0
0.0,0.0,2.0
1.1352538,0.0,2.0
0.0,0.0,2.0
2.394637,0.0,2.0
0.0,0.0,2.0
0.7469556,8.0,2.0
3.1415927,0.0,2.0
0.9889894,0.0,2.0
1.9206519,0.0,2.0
3.1415927,0.0,2.0
0.7469556,0.0,2.0
0.14507465,0.0,2.0
2.394637,0.0,2.0
0.0,0.0,2.0
3.1415927,3.0,2.0
0.7469556,1.0,2.0
3.1415927,2.0,2.0
0.47398517,0.0,2.0
1.4210174,0.0,2.0
1.2288465,0.0,2.0
0.0,0.0,2.0
0.0,1.0,2.0
2.0744226,0.0,2.0
1.2209407,0.0,2.0
0.19650443,0.0,2.0
0.56506985,0.0,2.0
2.4403327,0.0,2.0
0.902272,2.0,2.0
0.47398517,0.0,2.0
0.47398517,0.0,2.0
0.7138422,0.0,2.0
0.16839015,0.0,2.0
0.64492357,3.0,2.0
2.394637,0.0,2.0
3.1415927,4.0,2.0
0.36195105,0.0,2.0
0.061847627,3.0,2.0
0.80492693,4.0,2.0
0.47398517,0.0,2.0
0.34157908,2.0,2.0
0.0,0.0,2.0
0.09108471,0.0,2.0
2.634494,0.0,2.0
0.47398517,0.0,2.0
2.394637,0.0,2.0
0.0,0.0,2.0
0.0,0.0,2.0
0.5150043,0.0,2.0
0.7138422,0.0,2.0
0.0,0.0,2.0
1.1284221,2.0,2.0
0.0,0.0,2.0
1.9206519,0.0,2.0
3.1415927,0.0,2.0
0.9889894,0.0,2.0
0.9889894,1.0,2.0
0.7469556,0.0,2.0
1.9206519,0.0,2.0
0.2517807,0.0,2.0
3.1415927,0.0,2.0
0.7469556,3.0,2.0
0.0,0.0,2.0
1.2209407,0.0,2.0
1.9206519,0.0,2.0
0.97361964,0.0,2.0
0.0,2.0,2.0
0.09108471,0.0,3.0
0.56506985,3.0,3.0
1.4210174,2.0,3.0
0.97361964,0.0,3.0
3.1415927,2.0,3.0
3.1415927,3.0,3.0
0.7469556,0.0,3.0
0.14240213,0.0,3.0
3.1415927,2.0,3.0
3.1415927,0.0,3.0
0.5070985,0.0,3.0
0.5173378,0.0,3.0
0.7138422,0.0,3.0
0.15612637,0.0,3.0
0.3103874,0.0,3.0
0.47398517,2.0,3.0
1.7880898,0.0,3.0
0.27477574,0.0,3.0
0.5020902,10.0,3.0
0.0,2.0,3.0
1.4210174,2.0,3.0
1.4210174,0.0,3.0
0.43202797,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
0.9470323,0.0,3.0
0.1882215,0.0,3.0
0.7853982,0.0,3.0
1.126754,3.0,3.0
0.95449936,1.0,3.0
0.0,0.0,3.0
1.2209407,0.0,3.0
2.04971,0.0,3.0
0.7469556,0.0,3.0
0.032530207,0.0,3.0
0.7115087,0.0,3.0
2.634494,0.0,3.0
3.1415927,0.0,3.0
0.7138422,0.0,3.0
0.37524384,0.0,3.0
0.35446712,0.0,3.0
1.4903731,0.0,3.0
0.5070985,0.0,3.0
1.0636978,2.0,3.0
0.024176136,2.0,3.0
0.0,2.0,3.0
0.0,0.0,3.0
0.0,0.0,3.0
1.1557962,0.0,3.0
1.0516502,0.0,3.0
0.008798643,0.0,3.0
1.3081304,0.0,4.0
0.7662922,8.0,4.0
2.394637,0.0,4.0
1.4210174,0.0,4.0
