Speed Angle Change vs Modulus Speed from (805, 302) to (1044, 323)
19.610088,-0.19042374,5.0
45.891174,-1.0485296,5.0
4.176655,-0.30195117,5.0
11.166667,0.49934673,5.0
126.58989,0.10954991,5.0
7.694154,-1.2555392,5.0
25.0,-0.08599429,5.0
9.617692,-0.48689923,5.0
38.470768,0.0,5.0
303.8001,0.21911213,5.0
13.2,0.0,5.0
19.235384,-0.48689923,5.0
40.496914,-1.368877,5.0
120.935356,-0.07448879,5.0
149.26486,0.7189244,5.0
3.1289172,-0.42001185,5.0
27.802877,0.9129077,5.0
56.462376,-0.40024066,5.0
9.617692,-0.086658575,5.0
723.0,-0.07073525,5.0
12.823589,0.48689923,5.0
19.235384,0.0,5.0
12.823589,0.0,5.0
27.802877,0.9129077,5.0
40.496914,0.5743048,5.0
126.0908,-0.017991334,5.0
11.289677,0.6803458,5.0
19.235384,-0.3088063,5.0
19.235384,0.0,5.0
11.331733,-0.5880026,5.0
156.2594,-0.23230062,5.0
268.94284,-0.258431,5.0
141.35417,0.2897805,5.0
56.416668,-0.055430215,5.0
131.89864,2.0784132,5.0
73.82411,-0.24831699,5.0
20.518284,-0.2569877,5.0
31.0,-2.1515527,5.0
19.235384,1.0838971,5.0
2.5714285,-1.0838971,5.0
17.0,1.5707964,5.0
45.642635,0.0,5.0
17.0,0.74665785,5.0
213.17833,2.0123723,5.0
3.0,-0.8418166,5.0
181.29051,-0.013436567,5.0
55.965733,-1.1048657,5.0
65.29336,-0.05433648,5.0
5.6363635,-2.2075973,5.0
40.35468,-1.1610208,5.0
17.0,0.591439,5.0
17.0,0.0,5.0
38.401043,1.7664963,5.0
12.529964,-0.923388,5.0
18.794947,0.0,5.0
97.94003,2.036727,5.0
449.01337,-0.013851744,5.0
45.0,-2.1620884,5.0
5.6363635,-2.1515527,5.0
34.687893,1.308337,5.0
21.319006,0.0,5.0
11.121151,0.9129077,5.0
99.40102,0.046954487,5.0
133.80957,1.4015583,5.0
45.285713,-0.6055447,2.0
51.30692,0.43586448,2.0
103.02192,0.007370483,2.0
327.24036,-0.067279615,2.0
11.502717,-0.17240207,2.0
14.666667,-2.0041502,2.0
361.33224,0.42724353,2.0
47.118053,0.0,2.0
568.28516,0.00416168,2.0
267.84042,0.635305,2.0
251.1613,-0.22729962,2.0
234.0,0.5554937,2.0
17.10263,-0.40077305,2.0
14.115594,0.45819807,2.0
75.033745,-0.2401622,2.0
360.6716,0.4581109,2.0
13.5,-1.4087678,2.0
22.803509,-0.31447202,2.0
131.04945,-0.088256575,2.0
181.29051,-1.0639657,2.0
16.5,-0.50683063,2.0
67.0,-0.0,2.0
198.80203,-0.18995298,2.0
25.647856,-0.47166207,2.0
167.05687,-0.21522254,2.0
28.270834,-0.32769135,2.0
394.61374,-0.05577964,2.0
180.67928,-0.021852175,2.0
228.74538,-0.1251424,2.0
205.44403,0.7982649,2.0
321.5,0.0,2.0
28.231188,0.45819807,2.0
181.06905,0.039457478,2.0
2.9592898,-0.32193214,2.0
6.6,-0.35354197,2.0
9.772932,-0.26625204,2.0
28.231188,0.13734598,2.0
428.5945,-0.051219158,2.0
35.17101,0.23777048,2.0
2.3687785,0.2665869,2.0
171.62576,0.4396877,2.0
56.462376,-0.5689512,2.0
262.66666,-0.08589921,2.0
303.58688,-0.01833017,2.0
28.200178,-1.522168,2.0
83.45208,0.817247,2.0
22.821318,0.74665785,2.0
70.677086,0.26745132,2.0
17.0,0.3239877,2.0
60.625988,0.03582492,2.0
67.601776,-0.4675447,2.0
19.142857,-0.13352905,2.0
45.458946,0.034795072,2.0
386.3936,1.6008315,2.0
20.666666,-1.6582223,3.0
9.617692,1.0838971,3.0
18.333334,0.88859016,3.0
5.0507627,0.57231593,3.0
95.56033,0.0,3.0
70.71068,0.0,3.0
286.681,0.0,3.0
36.912056,0.43335384,3.0
45.06785,-0.2998248,3.0
27.802877,0.44926012,3.0
36.552853,-1.1479424,3.0
18.276426,0.0,3.0
85.86617,-0.13197182,3.0
253.17978,0.10954991,3.0
70.88645,0.0,3.0
7.236098,0.0,3.0
19.235384,-1.158043,3.0
17.67767,1.5448875,3.0
20.17734,0.0,3.0
267.84042,0.14473392,3.0
0.9568828,0.036751438,3.0
30.25756,-1.1676706,3.0
19.235384,-0.06464808,3.0
301.20425,1.4102005,3.0
535.68085,-6.938894E-18,3.0
126.58989,-0.071249664,3.0
93.75564,-0.057628427,3.0
167.17058,2.296942,3.0
139.75424,-1.1071488,3.0
9.617692,-0.95054686,3.0
9.617692,0.0,3.0
11.333333,0.48689923,3.0
17.0,-0.0,3.0
38.285713,0.0,3.0
9.571428,-0.0,3.0
9.326493,-0.17636615,3.0
1.4796449,-0.31053308,3.0
18.552895,0.18558973,3.0
54.82928,0.44822162,3.0
27.802877,0.84583294,3.0
37.821953,-0.18723893,3.0
146.33333,0.06583877,3.0
7.856742,0.6619364,3.0
181.06905,-0.042261593,3.0
10.160708,-0.63073844,3.0
15.336956,0.73927706,3.0
23.411774,-1.8209536,3.0
9.0,2.6524727,3.0
6.6,-1.5707964,3.0
17.10263,0.5921867,3.0
37.641586,-0.58324456,3.0
19.235384,-0.086658575,3.0
27.802877,0.9129077,3.0
45.276924,-0.8149409,3.0
0.49962038,1.2410575,3.0
182.39311,-0.12367495,3.0
46.291683,2.0003924,3.0
42.933086,-1.6112294,3.0
92.12793,2.4227626,3.0
119.54183,-0.18509102,3.0
27.802877,0.050737668,3.0
106.32967,0.0,3.0
27.802877,0.44926012,3.0
25.214634,0.43618757,3.0
75.643906,0.0,3.0
9.617692,-0.06464808,3.0
38.470768,0.0,3.0
19.235384,0.0,3.0
23.570227,-1.8637645,3.0
411.5,0.0,3.0
11.289677,0.17809294,3.0
50.803543,0.0,3.0
17.0,-0.17809294,3.0
35.17101,0.25877088,3.0
19.235384,0.22812834,3.0
38.470768,0.0,3.0
48.494495,2.3286488,3.0
33.0,-0.75785244,3.0
58.830265,0.0,3.0
34.20526,-0.28874367,3.0
12.859973,-1.3552903,3.0
207.0,-0.69287956,3.0
234.77649,-0.14099064,3.0
284.64233,-0.0316239,3.0
131.89864,1.9051765,3.0
100.51257,-0.07419455,3.0
350.87213,-0.033521984,3.0
268.0,1.1186424,3.0
13.333333,-0.6278366,3.0
20.666666,-2.3100734,3.0
50.803543,1.7488892,3.0
31.052822,0.039109692,3.0
335.75476,0.47980756,3.0
0.7173913,0.06706346,3.0
33.0,-0.0,3.0
11.0,0.0,3.0
34.0,0.0,3.0
17.0,-0.0,3.0
17.0,0.0,3.0
50.0,-0.0,3.0
33.0,0.0,3.0
5.5,-0.0,3.0
2.5384614,0.0,3.0
26.627054,0.13477129,3.0
196.32689,-0.09509218,3.0
27.802877,0.35302898,3.0
34.20526,-0.6466557,3.0
29.415133,0.0,3.0
33.0,-0.5549957,3.0
39.940582,0.13477129,3.0
58.830265,0.0,3.0
100.0,-0.5549957,3.0
2.8333333,-0.0,3.0
58.830265,-0.5141966,3.0
50.0,-0.5549957,3.0
28.200178,0.0,3.0
3.4973426,0.4368499,3.0
58.830265,-0.357912,3.0
19.970291,0.0,3.0
39.220177,0.0,3.0
62.0,-2.125792,3.0
17.67767,-0.5016041,3.0
13.2,-1.0691923,3.0
50.803543,0.17809294,3.0
8.838835,-0.5016041,3.0
3.6666667,-2.6399887,3.0
50.803543,1.7488892,3.0
33.0,-0.17809294,3.0
16.5,-0.0,3.0
33.0,0.0,3.0
11.785113,0.0,3.0
6.4282436,0.43239123,3.0
17.0,-1.0691923,3.0
3.2631578,-3.1415927,3.0
27.802877,-0.6578886,3.0
68.41052,-0.6466557,3.0
34.20526,0.0,3.0
55.605755,0.0,3.0
27.802877,0.0,3.0
18.0,-2.483704,3.0
17.0,1.5707964,3.0
17.0,-0.0,3.0
1.6296296,-2.6399887,3.0
19.610088,-1.0158006,3.0
34.20526,-0.28874367,3.0
27.802877,0.0,3.0
18.0,-2.483704,3.0
11.0,1.5707964,3.0
16.14187,-0.3564268,3.0
19.235384,0.10453978,3.0
8.683317,0.0,3.0
4.6987367,-0.17179711,3.0
14.115594,0.6207025,3.0
19.235384,-0.086658575,3.0
253.17978,0.13709642,3.0
85.86617,0.0,3.0
284.85083,-0.07731039,3.0
305.13275,-0.5600575,3.0
33.666668,0.029499637,3.0
3.847077,0.48689923,3.0
9.300538,0.54972875,3.0
51.29571,-1.1144136,3.0
67.0,0.17636615,3.0
286.681,-0.5840412,3.0
268.94284,0.0,3.0
214.25,0.42886052,3.0
3.090909,-0.0,3.0
33.86903,0.17809294,3.0
50.803543,0.0,3.0
50.803543,0.0,3.0
101.607086,0.0,3.0
21.708294,0.7937147,3.0
267.84042,-0.080292605,3.0
19.235384,-0.4364747,3.0
206.17711,-0.06546823,3.0
268.0,-0.115159854,3.0
21.319006,-0.4507173,3.0
51.172256,-0.1630843,3.0
22.666666,-0.9491838,3.0
5.4270735,1.3422877,3.0
2.9592898,-1.158043,3.0
5.495824,-1.110223E-16,3.0
251.1613,-0.14663008,3.0
16.5,-0.03584122,3.0
34.687893,-0.2624594,3.0
9.617692,-0.22443983,3.0
20.17734,-0.17793489,3.0
15.607429,0.36483026,3.0
16.666666,-0.41450688,3.0
211.47636,0.050151147,3.0
16.934515,-0.54540783,3.0
0.2900433,-0.17809294,3.0
214.0619,0.52066934,3.0
9.0,1.6432687,3.0
3.6,-3.1415927,3.0
362.82916,0.1161464,3.0
29.529646,-0.41822147,3.0
38.833332,-0.16735716,3.0
28.227272,0.027474001,3.0
156.33333,-0.59300256,3.0
156.0,0.0,3.0
50.429268,0.43618757,3.0
27.802877,-0.6578886,3.0
309.74182,1.4466639,3.0
14.472196,2.2419403,3.0
18.820793,-1.971037,3.0
251.9623,0.5796464,3.0
11.25,-1.5707964,3.0
37.00662,-0.9860057,3.0
9.617692,-1.0716898,3.0
5.495824,-1.110223E-16,3.0
67.0,0.48689923,3.0
33.0,-0.0,3.0
2.2,0.0,3.0
14.142136,0.15628456,3.0
37.589893,-1.568539,3.0
18.794947,0.0,3.0
195.88007,-0.05433648,3.0
34.20526,-0.19967866,3.0
16.299156,-0.07802589,3.0
7.057797,-0.43966338,3.0
192.75957,0.0,3.0
50.803543,-0.4149417,3.0
26.997942,-0.49488744,3.0
120.72083,-0.07456195,3.0
24.137362,0.15148191,3.0
6.428571,-0.10673567,3.0
18.794947,0.49934673,3.0
137.76791,0.02168637,3.0
19.235384,-0.32652378,3.0
67.0,0.48689923,3.0
151.10426,0.10052672,3.0
0.27297297,0.089461565,3.0
14.888889,0.0,3.0
22.0,-2.0910635,3.0
17.0,1.5707964,3.0
12.4,-2.483704,3.0
12.823589,1.0838971,3.0
54.82928,-1.1479424,3.0
10.101525,2.220446E-16,3.0
428.5945,0.44986093,3.0
56.462376,-0.40024066,3.0
178.5112,-0.07569778,3.0
2.0370371,-1.8253101,3.0
223.13728,-0.25433883,3.0
60.53924,-0.5375866,3.0
37.821953,0.115335494,3.0
5.495824,-0.06464808,3.0
19.235384,1.110223E-16,3.0
12.823589,0.0,3.0
22.5,-2.2419403,3.0
28.200178,0.0,3.0
284.0,0.029891426,3.0
63.965324,0.0,3.0
178.66667,-0.03584122,3.0
19.235384,-0.48689923,3.0
27.802877,0.0,3.0
211.47636,-0.18817833,3.0
18.820793,-0.5547775,3.0
19.235384,-0.086658575,3.0
28.231188,-1.1456602,3.0
3.847077,-0.086658575,3.0
9.617692,0.0,3.0
117.59955,-0.19405854,3.0
27.41464,0.0,3.0
17.0,-0.42285392,3.0
149.67113,2.3577693,3.0
8.375,-0.78697294,3.0
11.72367,-0.25877088,3.0
40.052433,0.0,3.0
17.0,-0.6634762,3.0
17.0,0.0,3.0
27.901613,-0.917344,3.0
17.0,0.93804747,3.0
35.78002,-0.13706617,3.0
55.0,-0.9272952,3.0
50.51894,0.9137214,3.0
84.48077,-1.020457,3.0
17.0,0.10673567,3.0
17.0,0.0,3.0
117.66053,-1.0158006,3.0
16.5,-0.5549957,3.0
34.0,0.0,3.0
106.078064,-1.2633126,3.0
50.803543,0.0899935,3.0
13.5,-1.3187003,3.0
50.803543,1.7488892,3.0
36.5821,0.33880112,3.0
142.42542,0.2514006,3.0
56.462376,0.0,3.0
131.89864,-0.3081054,3.0
38.470768,-1.291062,3.0
40.496914,-0.14735001,3.0
75.643906,-0.022010496,3.0
56.462376,-0.5308364,3.0
45.642635,0.18063736,3.0
19.235384,0.25975862,3.0
159.06366,-0.07579379,3.0
92.40705,-1.6901178,3.0
104.75,-0.82384074,3.0
22.0,-0.0,3.0
178.56029,-0.05042451,3.0
40.496914,0.5743048,3.0
75.643906,0.43618757,3.0
19.235384,-0.06464808,3.0
0.5,-2.0344439,3.0
13.753437,0.43618757,3.0
56.462376,0.022010496,3.0
9.617692,-0.086658575,3.0
151.28781,-0.5323568,3.0
19.235384,-0.06464808,3.0
535.68085,-0.077105775,3.0
18.794947,0.54977125,3.0
80.99383,-0.5743048,3.0
362.82916,1.2149113,3.0
11.333333,-0.8068374,3.0
9.144849,-0.5214356,3.0
27.802877,0.8344884,3.0
38.470768,-1.399807,3.0
38.470768,0.0,3.0
38.470768,0.0,3.0
19.235384,0.0,3.0
151.28781,-0.26022258,3.0
40.388393,-1.2777585,3.0
8.68652,-0.16522844,3.0
71.21271,0.33719647,4.0
1.2409925,-0.40958884,4.0
75.64803,1.3877788E-17,4.0
10.019512,0.11743469,4.0
58.597275,-0.057628427,4.0
2.971704,-0.40024066,4.0
26.039217,-0.77809143,4.0
67.62034,-0.16863234,4.0
67.0,0.0,4.0
20.488369,0.9198031,4.0
3.6470587,-1.7873466,4.0
3.847077,1.0838971,4.0
4.6063967,1.439315,4.0
5.6363635,-1.6527022,4.0
29.347061,-1.1681417,4.0
35.816372,0.19289368,4.0
6.8945427,-0.7807424,4.0
4.808846,-0.35354897,4.0
2.3846154,-1.9243383,4.0
91.28527,-0.80422133,1.0
410.0,-0.19990812,1.0
200.0,0.0,1.0
439.0,-0.18300392,1.0
101.5997,-1.0323628,1.0
55.803226,-1.3609015,1.0
4.737557,-0.947443,1.0
7.142857,0.6857295,1.0
58.830265,0.5549957,1.0
4.1875,-0.5549957,1.0
35.35534,-1.1953838,1.0
254.8274,0.633136,1.0
91.28527,0.6213913,1.0
52.756516,0.25877088,1.0
74.203926,0.073488995,1.0
39.50387,-0.6181386,1.0
80.70936,0.591439,1.0
3.4,-0.591439,1.0
9.0,-0.6470472,1.0
38.470768,1.0838971,1.0
35.49736,0.31506914,1.0
13.821405,0.2665869,1.0
147.77432,-0.53210765,1.0
27.901613,-0.93804747,1.0
15.665508,0.0060802726,1.0
33.0,-0.42285392,1.0
18.428541,-0.09515492,1.0
5.1538463,0.4191426,1.0
109.65856,-0.09886624,1.0
5.5,0.42285392,1.0
33.0,0.0,1.0
34.0,0.0,1.0
7.9436793,-0.6578886,1.0
80.70936,-0.07970482,1.0
8.375,-0.591439,1.0
0.8947368,-0.0,1.0
13.775031,-0.40237412,1.0
62.0,-2.0041502,1.0
56.400356,1.0921392,1.0
8.232168,0.0,1.0
35.35534,0.0,1.0
34.0,-1.0691923,1.0
35.35534,-0.5016041,1.0
56.0,-1.0691923,1.0
19.235384,0.48689923,1.0
17.0,-0.48689923,1.0
50.803543,-0.17809294,1.0
50.803543,0.0,1.0
16.75,0.17809294,1.0
18.794947,-0.49934673,1.0
34.0,0.49934673,1.0
78.333336,-0.0,1.0
26.718699,0.22754034,1.0
234.69128,-0.07677189,1.0
42.0,0.07677189,1.0
34.0,0.0,1.0
50.0,0.0,1.0
109.65856,-0.42285392,1.0
0.10686218,-0.2628756,1.0
3.8542104,0.9481889,1.0
110.57124,0.50460654,1.0
1.6920924,0.1566832,1.0
231.45842,2.0503829,1.0
38.470768,-1.1528685,1.0
3.7777777,0.48689923,1.0
22.0,-1.1911192,1.0
104.0865,-0.14461444,1.0
5.2024765,0.362849,1.0
3.6050565,0.4099253,1.0
2.9892354,0.09919224,1.0
2.6153846,-0.591439,1.0
124.78081,0.0,1.0
34.6955,-0.14461444,1.0
392.58755,-0.114876606,1.0
121.59541,-0.12367495,1.0
14.8695,0.16577297,1.0
131.89864,-0.021037424,1.0
56.400356,-1.9294701,1.0
73.1642,0.32154292,1.0
2.5636525,-0.92374915,1.0
0.45333335,0.92374915,1.0
70.71068,0.6055447,1.0
55.803226,1.8617966,1.0
141.98944,-0.03847282,1.0
141.35417,0.06433103,1.0
17.0,0.3239877,1.0
19.235384,-0.48689923,1.0
117.388245,-0.14099064,1.0
12.823589,-0.8895539,1.0
19.235384,0.0,1.0
19.235384,0.0,1.0
38.470768,0.0,1.0
7.694154,0.0,1.0
38.470768,0.0,1.0
38.470768,0.0,1.0
12.823589,0.0,1.0
75.643906,0.0,1.0
101.607086,-0.86382246,1.0
50.803543,0.0,1.0
27.349813,-0.5056011,1.0
156.12976,0.039236132,1.0
357.0224,-0.07569778,1.0
29.125,0.0,1.0
33.448467,-0.11351702,1.0
9.104334,-0.43706843,1.0
12.823589,-0.9014061,1.0
270.5,0.0,1.0
15.5,-1.5707964,1.0
50.0,1.5707964,1.0
30.184618,0.0,1.0
70.23532,-1.0816765,1.0
18.456028,0.43335384,1.0
102.59142,-0.2569877,1.0
686.2361,0.0043120775,1.0
15.538462,-0.026233047,1.0
82.049446,-0.28732583,1.0
209.38959,1.2028323,1.0
267.60605,0.44317445,1.0
1.5882353,-1.6514592,1.0
4.5,0.0,1.0
81.005486,-0.4728944,1.0
735.2204,-0.05606957,1.0
621.0,-0.035699114,1.0
70.71068,0.49488744,1.0
27.0,-0.6470472,1.0
38.470768,1.0838971,1.0
19.235384,0.0,1.0
26.903118,-0.591439,1.0
26.903118,-0.7428145,1.0
75.643906,0.0,1.0
56.462376,-0.74637663,1.0
19.235384,-0.086658575,1.0
9.0,-2.0344439,1.0
56.400356,-0.92374915,1.0
78.25883,-0.39924365,1.0
33.448467,1.4894657,1.0
67.0,-0.25900578,1.0
67.0,-0.0,1.0
13.75,0.3722995,1.0
1.6756756,-1.5707964,1.0
22.945587,0.7888346,1.0
3.916377,-0.5236349,1.0
35.35534,-2.6399887,1.0
33.5,1.0691923,1.0
16.75,0.0,1.0
67.0,0.0,1.0
22.5,-0.9793573,1.0
80.99383,-0.06791505,1.0
45.0,-1.5707964,1.0
69.79653,-0.04159987,1.0
38.470768,-0.18629356,1.0
97.24454,0.03124334,1.0
67.0,-0.6980299,1.0
8.5,0.0,1.0
5.6666665,-0.0,1.0
14.115594,-0.5308364,1.0
333.80832,0.123567246,1.0
6.6,0.2120734,1.0
20.7968,2.0954096,1.0
194.48907,0.17341664,1.0
16.30828,-1.2298583,1.0
8.416667,0.5846013,1.0
20.2,0.0,1.0
33.5,0.0,1.0
30.997412,-0.22411212,1.0
45.642635,0.56130993,1.0
199.0,0.17636615,1.0
203.1994,-0.04430596,1.0
24.000723,2.090373,1.0
