340,302,0,24/09/2014 15:12:29,TA92903URNf067ff16fcf8e045,111
340,302,0,24/09/2014 15:12:31,TA92903URNf067ff16fcf8e045,111
340,302,0,24/09/2014 15:12:33,TA92903URNf067ff16fcf8e045,111
459,347,0,24/09/2014 15:12:35,TA92903URNf067ff16fcf8e045,111
374,320,0,24/09/2014 15:12:36,TA92903URNf067ff16fcf8e045,111
340,320,0,24/09/2014 15:12:38,TA92903URNf067ff16fcf8e045,111
374,302,0,24/09/2014 15:12:40,TA92903URNf067ff16fcf8e045,111
403,320,0,24/09/2014 15:12:44,TA92903URNf067ff16fcf8e045,111
403,320,0,24/09/2014 15:12:46,TA92903URNf067ff16fcf8e045,111
403,320,0,24/09/2014 15:12:48,TA92903URNf067ff16fcf8e045,111
403,320,0,24/09/2014 15:12:50,TA92903URNf067ff16fcf8e045,111
403,320,0,24/09/2014 15:12:52,TA92903URNf067ff16fcf8e045,111
403,320,0,24/09/2014 15:12:54,TA92903URNf067ff16fcf8e045,111
486,320,0,24/09/2014 15:12:56,TA92903URNf067ff16fcf8e045,111
514,364,0,24/09/2014 15:12:57,TA92903URNf067ff16fcf8e045,111
486,320,0,24/09/2014 15:12:59,TA92903URNf067ff16fcf8e045,111
643,302,0,24/09/2014 15:13:02,TA92903URNf067ff16fcf8e045,111
514,320,0,24/09/2014 15:13:04,TA92903URNf067ff16fcf8e045,111
542,320,0,24/09/2014 15:13:06,TA92903URNf067ff16fcf8e045,111
643,320,0,24/09/2014 15:13:09,TA92903URNf067ff16fcf8e045,111
643,320,0,24/09/2014 15:13:11,TA92903URNf067ff16fcf8e045,111
676,320,0,24/09/2014 15:13:13,TA92903URNf067ff16fcf8e045,111
710,320,0,24/09/2014 15:13:15,TA92903URNf067ff16fcf8e045,111
514,364,0,24/09/2014 15:13:17,TA92903URNf067ff16fcf8e045,111
738,364,0,24/09/2014 15:13:19,TA92903URNf067ff16fcf8e045,111
842,302,0,24/09/2014 15:13:21,TA92903URNf067ff16fcf8e045,111
738,364,0,24/09/2014 15:13:23,TA92903URNf067ff16fcf8e045,111
738,364,0,24/09/2014 15:13:25,TA92903URNf067ff16fcf8e045,111
876,302,0,24/09/2014 15:13:27,TA92903URNf067ff16fcf8e045,111
876,302,0,24/09/2014 15:13:29,TA92903URNf067ff16fcf8e045,111
876,302,0,24/09/2014 15:13:31,TA92903URNf067ff16fcf8e045,111
876,302,0,24/09/2014 15:13:32,TA92903URNf067ff16fcf8e045,111
842,320,0,24/09/2014 15:13:34,TA92903URNf067ff16fcf8e045,111
876,302,0,24/09/2014 15:13:36,TA92903URNf067ff16fcf8e045,111
842,320,0,24/09/2014 15:13:39,TA92903URNf067ff16fcf8e045,111
876,347,0,24/09/2014 15:13:43,TA92903URNf067ff16fcf8e045,111
876,302,0,24/09/2014 15:13:45,TA92903URNf067ff16fcf8e045,111
842,347,0,24/09/2014 15:13:48,TA92903URNf067ff16fcf8e045,111
876,302,0,24/09/2014 15:13:50,TA92903URNf067ff16fcf8e045,111
274,320,0,24/09/2014 15:13:52,TA92903URNf067ff16fcf8e045,111
842,320,0,24/09/2014 15:13:54,TA92903URNf067ff16fcf8e045,111
693,112,0,24/09/2014 15:13:58,TA92903URNf067ff16fcf8e045,111
693,112,0,24/09/2014 15:14:00,TA92903URNf067ff16fcf8e045,111
842,320,0,24/09/2014 15:14:02,TA92903URNf067ff16fcf8e045,111
842,320,0,24/09/2014 15:14:03,TA92903URNf067ff16fcf8e045,111
340,302,0,24/09/2014 15:14:05,TA92903URNf067ff16fcf8e045,111
876,302,0,24/09/2014 15:14:08,TA92903URNf067ff16fcf8e045,111
842,320,0,24/09/2014 15:14:10,TA92903URNf067ff16fcf8e045,111
842,320,0,24/09/2014 15:14:12,TA92903URNf067ff16fcf8e045,111
876,364,0,24/09/2014 15:14:14,TA92903URNf067ff16fcf8e045,111
842,320,0,24/09/2014 15:14:16,TA92903URNf067ff16fcf8e045,111
876,364,0,24/09/2014 15:14:18,TA92903URNf067ff16fcf8e045,111
660,80,0,24/09/2014 15:14:20,TA92903URNf067ff16fcf8e045,111
