PhoneID,Track,Total path length,Total time stopped,Total number of stops,Total time spent,Total inactive time,Total change in speed theta,Total time spent per stop,Total average speed,Total times appeared in this area,path length,time stopped,number of stops,time spent
YT910K6675876ded0861342065,2,326.97495835991833,0.0,0.0,641.0424838651886,636.0,0.03677809790252111,0.0,0.5100675331039077,1.0,642.0,0.0,5.0,5.0
YT910K6675876ded0861342065,3,4725.399158531887,0.0,0.0,1988.4271404418207,1404.0,25.69935872244541,0.0,2.376450744623171,5.0,1515.0,90.0,234.0,254.0
YT910K6675876ded0861342065,4,1494.8784885178488,0.0,0.0,83533.91551683117,83281.0,17.388126426610917,0.0,0.017895467718338273,3.0,83389.0,22.0,93.0,107.0
YT910K6675876ded0861342065,5,1530.3908245359112,0.0,0.0,335.03882471618385,57.0,9.688557533216839,0.0,4.5678014356465315,3.0,187.0,39.0,102.0,112.0
YT910K6675876ded0861342065,6,471.50601942894525,0.0,0.0,393.82961249881,301.0,5.714099922759206,0.0,1.1972335356838357,2.0,515.0,2.0,31.0,38.0
YT910K6675876ded0861342065,7,560.9254339716738,0.0,0.0,269.8187223325649,190.0,4.105513928424798,0.0,2.0788973764404144,1.0,236.0,0.0,25.0,30.0
YT910K6675876ded0861342065,8,2486.780543788097,0.0,0.0,1407.5191343762713,981.0,28.137322415075516,0.0,1.7667827619907208,4.0,1276.0,41.0,148.0,168.0
YT910K6675876ded0861342065,9,555.8593886480131,0.0,0.0,52.0,0.0,0.7613649388907369,0.0,10.689603627846406,1.0,0.0,31.0,14.0,14.0
ZX1B23QFSP48abead89f52e3bb,1,2527.450717848487,0.0,0.0,372.04513986670577,0.0,101.63483535866645,0.0,6.793398023567806,2.0,192.0,47.0,484.0,554.0
ZX1B23QFSP48abead89f52e3bb,2,473.65857743274404,0.0,0.0,45.0,0.0,3.10703716735089,0.0,10.52574616517209,2.0,3.0,14.0,42.0,45.0
ZX1B23QFSP48abead89f52e3bb,3,856.7493247131853,0.0,0.0,61.0,0.0,4.117291111439837,0.0,14.045070896937464,1.0,2.0,17.0,62.0,66.0
ZX1B23QFSP48abead89f52e3bb,4,1303.6726846810777,0.0,0.0,203.0,110.0,4.388631182849306,0.0,6.4220329294634375,1.0,65.0,26.0,59.0,63.0
ZX1B23QFSP48abead89f52e3bb,5,2654.9299916669524,0.0,0.0,2108.070316278072,1690.0,105.08574886176618,0.0,1.2594124451950897,5.0,1937.0,42.0,447.0,508.0
ZX1B23QFSP48abead89f52e3bb,6,847.262514696674,0.0,0.0,115.0,0.0,14.52223884869548,0.0,7.367500127797165,1.0,36.0,9.0,118.0,131.0
ZX1B23QFSP48abead89f52e3bb,7,1951.6995824052844,0.0,0.0,268.9656661801434,28.0,27.771820808088428,0.0,7.256314942064417,2.0,116.0,53.0,187.0,202.0
ZX1B23QFSP48abead89f52e3bb,8,1100.9921905023175,0.0,0.0,96.47890113287629,0.0,6.2361398387114235,0.0,11.411740573060298,1.0,15.0,32.0,81.0,84.0
ZX1B23QFSP48abead89f52e3bb,9,4966.085995856198,0.0,0.0,617.4537063565523,163.0,55.50610348184902,0.0,8.042847495660673,5.0,248.0,141.0,468.0,509.0
ZX1B23QFSP48abead89f52e3bb,10,837.3730632635146,0.0,0.0,148.0,84.0,2.917728506165816,0.0,5.657926103131856,1.0,93.0,21.0,30.0,32.0
ZX1B23QFSP48abead89f52e3bb,11,617.9478732819291,0.0,0.0,45.0,0.0,1.2166923652483375,0.0,13.732174961820647,1.0,0.0,24.0,36.0,36.0
ZX1B23QFSP48abead89f52e3bb,12,1019.8612513790115,0.0,0.0,146.0,70.0,5.47556619290216,0.0,6.985351036842545,1.0,59.0,16.0,88.0,91.0
ZX1B23QFSP48abead89f52e3bb,13,6155.178580696699,0.0,0.0,1133.5884401681262,716.0,76.64667997640885,0.0,5.429817703313739,6.0,1267.0,119.0,549.0,606.0
ZX1B23QFSP48abead89f52e3bb,14,983.8653821192486,0.0,0.0,82.84901476198426,0.0,9.434446370567706,0.0,11.875402320061152,1.0,28.0,20.0,139.0,147.0
ZX1B23QFSP48abead89f52e3bb,15,618.1345349386374,0.0,0.0,44.27996919419182,0.0,12.786517326417899,0.0,13.959687555964194,1.0,9.0,9.0,77.0,87.0
ZX1B23QFSP48abead89f52e3bb,16,711.5088556853032,0.0,0.0,59.0,0.0,15.2353627277472,0.0,12.059472130259376,1.0,16.0,11.0,107.0,118.0
ZX1B23QFSP48abead89f52e3bb,17,2952.3610031131775,0.0,0.0,311.83525338301627,125.0,34.399458007480256,0.0,9.46769478782085,4.0,100.0,62.0,288.0,312.0
ZX1B23QFSP48abead89f52e3bb,18,1004.5998513217701,0.0,0.0,62.540555541833136,0.0,45.46734777760402,0.0,16.063174409280663,2.0,31.0,10.0,172.0,209.0
ZX1B23QFSP48abead89f52e3bb,19,1605.8978980084269,0.0,0.0,117.31515618907746,86.0,43.34804728270789,0.0,13.688750457956113,2.0,107.0,30.0,183.0,209.0
ZX1B23QFSP48abead89f52e3bb,20,462.0140049761353,0.0,0.0,153.03888525882627,107.0,0.8864061695266191,0.0,3.0189321112392866,1.0,85.0,1.0,10.0,10.0
ZX1B23QFSP48abead89f52e3bb,21,4825.319510751955,0.0,0.0,460.1743210764736,129.0,56.46967572566832,0.0,10.485851317092648,4.0,144.0,129.0,491.0,537.0
ZX1B23QFSP48abead89f52e3bb,22,827.694124758691,0.0,0.0,38.0,0.0,0.7105429400732367,0.0,21.781424335755027,1.0,0.0,28.0,36.0,36.0
ZX1B23QFSP48abead89f52e3bb,23,3439.124732759194,0.0,0.0,393.17875475004905,144.0,117.81705882185959,0.0,8.746974985831848,5.0,198.0,82.0,321.0,400.0
ZX1B23QFSP48abead89f52e3bb,24,834.2157245773843,0.0,0.0,54.88621228744409,0.0,23.109680307636488,0.0,15.199003352764091,2.0,11.0,12.0,89.0,107.0
ZX1B23QFSP48abead89f52e3bb,25,8167.524589811041,0.0,0.0,2349.1832773589167,1867.0,69.04829608402832,0.0,3.4767506939660446,3.0,1883.0,181.0,601.0,641.0
ZX1B23QFSP48abead89f52e3bb,26,428.5603978433673,0.0,0.0,32.0,0.0,0.9456599797412539,0.0,13.392512432605228,1.0,1.0,15.0,37.0,37.0
ZX1B23QFSP48abead89f52e3bb,27,3560.7807257897284,0.0,0.0,354.0,79.0,64.04261012819659,0.0,10.058702615225222,1.0,113.0,78.0,412.0,456.0
ZX1B23QFSP48abead89f52e3bb,28,674.4313747542443,0.0,0.0,65.39034830005346,0.0,17.292726380941456,0.0,10.313928466316074,1.0,10.0,26.0,44.0,55.0
ZX1B23QFSP48abead89f52e3bb,29,625.4184435468968,0.0,0.0,38.0,0.0,1.9465500749882922,0.0,16.45838009333939,1.0,0.0,23.0,46.0,46.0
ZX1B23QFSP48abead89f52e3bb,30,685.9857794467638,0.0,0.0,50.0,0.0,14.511327354143864,0.0,13.719715588935276,1.0,8.0,13.0,85.0,92.0
ZX1B23QFSP48abead89f52e3bb,31,1974.877724290555,0.0,0.0,256.0,142.0,31.540687259460114,0.0,7.714366110509981,1.0,92.0,28.0,182.0,201.0
ZX1B23QFSP48abead89f52e3bb,32,588.677143779137,0.0,0.0,37.0,0.0,32.157915231584894,0.0,15.910193075111811,1.0,10.0,3.0,102.0,121.0
ZX1B23QFSP48abead89f52e3bb,33,1290.7976912933054,0.0,0.0,72.0,0.0,5.612665177822463,0.0,17.92774571240702,1.0,15.0,27.0,158.0,159.0
ZX1B23QFSP48abead89f52e3bb,34,764.3829618566423,0.0,0.0,80.10609212810797,0.0,6.256001241703564,0.0,9.54213270863618,2.0,48.0,21.0,47.0,52.0
ZX1B23QFSP48abead89f52e3bb,35,3292.4152600132666,0.0,0.0,483.8991220705851,291.0,24.183837768282082,0.0,6.803928979918691,3.0,308.0,85.0,177.0,194.0
ZX1B23QFSP48abead89f52e3bb,36,368.27669656179296,0.0,0.0,56.0,53.0,0.02029325557791059,0.0,6.576369581460589,1.0,0.0,1.0,7.0,7.0
ZX1B23QFSP48abead89f52e3bb,37,609.8376707907848,0.0,0.0,37.0,0.0,1.235662454293875,0.0,16.482099210561753,1.0,0.0,23.0,45.0,45.0
ZX1B23QFSP48abead89f52e3bb,38,1074.0075593730364,0.0,0.0,142.5137667819755,53.0,16.409293298725142,0.0,7.536167091956144,3.0,32.0,16.0,76.0,86.0
ZX1B23QFSP48abead89f52e3bb,39,2253.3887586735173,0.0,0.0,272.90237715949684,110.0,19.733083284120333,0.0,8.25712396545572,1.0,93.0,46.0,171.0,187.0
ZX1B23QFSP48abead89f52e3bb,40,861.0929551581463,0.0,0.0,118.85270016654633,32.0,4.397482754827272,0.0,7.245043267435329,2.0,17.0,30.0,72.0,75.0
ZX1B23QFSP48abead89f52e3bb,41,907.5068416581819,0.0,0.0,79.0,0.0,16.39498747955923,0.0,11.487428375420023,1.0,11.0,24.0,78.0,90.0
ZX1B23QFSP48abead89f52e3bb,42,536.716246384732,0.0,0.0,47.0,0.0,0.894832082492374,0.0,11.419494603930469,1.0,3.0,20.0,39.0,39.0
ZX1B23QFSP48abead89f52e3bb,43,640.3371961025192,0.0,0.0,51.0,0.0,4.961752286994007,0.0,12.555631296127828,1.0,3.0,22.0,52.0,55.0
ZX1B23QFSP48abead89f52e3bb,44,1291.2329075467842,0.0,0.0,305.4938702467689,176.0,17.29279673384277,0.0,4.226706436053085,3.0,194.0,25.0,83.0,94.0
ZX1B23QFSP48abead89f52e3bb,45,744.0472106158982,0.0,0.0,60.0,0.0,4.307599041317117,0.0,12.400786843598302,1.0,3.0,17.0,62.0,64.0
ZX1B23QFSP48abead89f52e3bb,46,567.4528260465567,0.0,0.0,109.0,102.0,0.2957406023560102,0.0,5.205989229784923,1.0,51.0,5.0,12.0,12.0
ZX1B23QFSP48abead89f52e3bb,47,715.0549738720518,0.0,0.0,110.05574820272409,24.0,25.45747464067016,0.0,6.497206966008822,2.0,50.0,13.0,103.0,120.0
ZX1B23QFSP48abead89f52e3bb,48,1028.1199722657084,0.0,0.0,20471.3275036775,111.0,8.228882850206599,0.0,0.050222437801408594,3.0,38529.0,21.0,48.0,56.0
ZX1B23QFSP48abead89f52e3bb,49,849.500560808143,0.0,0.0,115.0,0.0,26.902377505718057,0.0,7.386961398331678,1.0,58.0,21.0,165.0,184.0
ZX1B23QFSP48abead89f52e3bb,50,4054.4543332851586,0.0,0.0,513.9742039696569,155.0,35.286412619646455,0.0,7.888439345731286,4.0,200.0,110.0,313.0,336.0
ZX1B23QFSP48abead89f52e3bb,51,2261.8918914760634,0.0,0.0,197.60280857967413,28.0,6.2121961665512355,0.0,11.44665861651486,2.0,36.0,82.0,141.0,143.0
ZX1B23QFSP48abead89f52e3bb,52,978.1286351527757,0.0,0.0,146.84146417228624,78.0,7.711351137606441,0.0,6.661120145227892,2.0,53.0,24.0,62.0,66.0
ZX1B23QFSP48abead89f52e3bb,53,551.2440084583113,0.0,0.0,36.0,0.0,3.4270953352466815,0.0,15.312333568286427,1.0,0.0,14.0,43.0,45.0
ZX1B23QFSP48abead89f52e3bb,54,386.61940806875384,0.0,0.0,27.0,0.0,0.4465421414444199,0.0,14.319237335879771,1.0,0.0,19.0,7.0,7.0
ZX1B23QFSP48abead89f52e3bb,55,610.0331793925258,0.0,0.0,33.0,0.0,1.6265791242235537,0.0,18.48585392098563,1.0,0.0,23.0,46.0,46.0
ZX1B23QFSP48abead89f52e3bb,56,1695.7707257487866,0.0,0.0,144.88051618568852,0.0,31.166954353318904,0.0,11.704615433419452,3.0,32.0,53.0,122.0,144.0
ZX1B23QFSP48abead89f52e3bb,57,12464.861689187324,0.0,0.0,2022.12284510926,902.0,344.4316602824672,0.0,6.164245520164636,3.0,1379.0,186.0,1800.0,2054.0
ZX1B23QFSP48abead89f52e3bb,58,636.442431327083,0.0,0.0,116.0,65.0,7.549158508060409,0.0,5.486572683854164,1.0,72.0,18.0,42.0,51.0
