PhoneID,Track,Total path length,Total time stopped,Total number of stops,Total time spent,Total inactive time,Total change in speed theta,Total time spent per stop,Total average speed,Total times appeared in this area,Total null,Total null,path length,time stopped,number of stops,time spent,inactive time,change in speed theta,time spent per stop,average speed,times appeared in this area
TA92903URNf067ff16fcf8e045,10,4797.677112720688,77.0,6.0,988.12160443701,585.0,64.00982706428002,12.833333333333334,4.8553508912035195,7.0,6.350690433100779,1.3079776468074387,1060.0,969.0,742.0,105.0,704.0,704.0,704.0,704.0,1099.0
TA92903URNf067ff16fcf8e045,11,419.47673559994445,0.0,0.0,26.78289208389993,0.0,1.2659127680514823,0.0,15.662114990640072,2.0,16.96027055922502,1.0828850745484084,0.0,0.0,0.0,16.0,8.0,8.0,8.0,8.0,28.0
ZX1B23QBS53771758c578bbd85,1,27571.9747217317,253.0,160.0,1052.9783592990318,9711.0,892.287461135613,1.58125,26.184749646788923,21.0,11.57975498683293,0.4422327936311957,10489.0,10446.0,10312.0,174.0,877.0,877.0,877.0,877.0,10532.0
ZX1B23QBS53771758c578bbd85,2,911.3318423284925,0.0,11.0,12.0,424.0,55.108213827559545,0.0,75.94432019404104,2.0,1.78886481305695,0.023554951950143507,859.0,855.0,855.0,0.0,430.0,430.0,430.0,430.0,222.0
ZX1B23QBS53771758c578bbd85,3,4116.976334359041,35.0,21.0,97.03150863322045,0.0,165.93014770161207,1.6666666666666667,42.4292726388624,4.0,16.227891095203795,0.3824692266899745,26.0,18.0,8.0,32.0,47.0,47.0,47.0,47.0,85.0
ZX1B23QBS53771758c578bbd85,4,927.0331998772697,8.0,5.0,16.0,0.0,27.162779592405325,1.6,57.939574992329355,1.0,0.0,0.0,8.0,6.0,4.0,0.0,6.0,6.0,6.0,6.0,12.0
ZX1B23QBS53771758c578bbd85,5,2058.64233890563,44.0,12.0,69.14163988474346,32.0,51.92102182888458,3.6666666666666665,29.774277010746495,3.0,3.75060340469393,0.12596790858566326,36.0,36.0,32.0,22.0,47.0,47.0,47.0,47.0,37.0
ZX1B23QBS53771758c578bbd85,6,1586.7664898113255,4.0,7.0,14.205283186883372,0.0,44.07511371624249,0.5714285714285714,111.70255945875732,3.0,7.327230735802357,0.06559590730333899,2.0,2.0,0.0,6.0,8.0,8.0,8.0,8.0,11.0
ZX1B23QBS53771758c578bbd85,7,3350.6100703275197,108.0,17.0,613.9353940408957,489.0,105.26075659424549,6.352941176470588,5.457593914359541,4.0,3.672100666704598,0.672842414501176,610.0,596.0,408.0,17.0,126.0,126.0,126.0,126.0,403.0
ZX1B23QBS53771758c578bbd85,8,494.9037445310654,0.0,0.0,69.50877746460583,68.0,2.5552026173980815,0.0,7.120017968710103,2.0,8.704685331839391,1.2225650792025142,0.0,0.0,0.0,2.0,70.0,70.0,70.0,70.0,1.0
ZX1B23QBS53771758c578bbd85,9,3356.8980823799166,64.0,22.0,144.0,92.0,151.79410954452666,2.909090909090909,23.31179223874942,4.0,18.757894057470175,0.8046525923601169,57.0,53.0,47.0,41.0,44.0,44.0,44.0,44.0,93.0
ZX1B23QBS53771758c578bbd85,10,636.9054930515911,0.0,0.0,4.0,0.0,1.7729373788160716,0.0,159.22637326289777,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,4.0
ZX1B23QBS53771758c578bbd85,11,12996.76418289129,97.0,79.0,408.6967836767055,1009.0,520.2839476233896,1.2278481012658229,31.800505171511745,14.0,7.490979005349202,0.2355616354189223,1086.0,1056.0,1021.0,68.0,640.0,640.0,640.0,640.0,1015.0
ZX1B23QBS53771758c578bbd85,12,9250.054361866838,56.0,60.0,253.76197791469968,1279.0,359.31440137630125,0.9333333333333333,36.451695552972794,4.0,39.69590823302113,1.089000323053114,1325.0,1311.0,1291.0,53.0,179.0,179.0,179.0,179.0,1408.0
ZX1B23QBS53771758c578bbd85,13,16441.441353438597,141.0,103.0,710.8384684964542,367.0,573.78858376465,1.3689320388349515,23.129644894169946,13.0,12.585497916034273,0.5441284539222031,482.0,429.0,198.0,92.0,397.0,397.0,397.0,397.0,496.0
ZX1B23QBS53771758c578bbd85,14,2805.1850408245646,7.0,10.0,33.0,0.0,69.80390844378532,0.7,85.00560729771408,1.0,0.0,0.0,4.0,4.0,0.0,25.0,17.0,17.0,17.0,17.0,32.0
ZX1B23QBS53771758c578bbd85,15,3190.532962309205,16.0,15.0,42.68268854822823,0.0,110.2690338847067,1.0666666666666667,74.75004670111497,5.0,5.205473616565703,0.06963839952340871,7.0,5.0,0.0,23.0,21.0,21.0,21.0,21.0,39.0
ZX1B23QBS53771758c578bbd85,16,551.5985634975848,0.0,0.0,14.0,0.0,0.2101837488858334,0.0,39.39989739268463,1.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,12.0,12.0,12.0,14.0
ZX1B23QBS53771758c578bbd85,17,591.7560601850365,0.0,0.0,11.186266467189359,0.0,9.313047897647818,0.0,52.900229215952166,3.0,1.986853059870346,0.0375584962356119,0.0,0.0,0.0,10.0,5.0,5.0,5.0,5.0,8.0
ZX1B23QBS53771758c578bbd85,18,2449.608478972775,11.0,21.0,24.0,0.0,89.58790416265964,0.5238095238095238,102.06701995719897,3.0,13.824050422188122,0.13544091350942875,4.0,1.0,0.0,8.0,11.0,11.0,11.0,11.0,22.0
ZX1B23QBS53771758c578bbd85,19,2927.281668288053,14.0,12.0,58.47994872760687,15.0,61.36168651059858,1.1666666666666667,50.056159965580804,1.0,0.0,0.0,23.0,6.0,2.0,26.0,18.0,18.0,18.0,18.0,42.0
ZX1B23QBS53771758c578bbd85,20,3968.6570327239706,11.0,19.0,151.83920261411947,60.0,157.1127546432507,0.5789473684210527,26.137235736213796,3.0,14.600028717543939,0.5585911557324799,74.0,58.0,12.0,17.0,80.0,80.0,80.0,80.0,149.0
ZX1B23QBS53771758c578bbd85,21,753.1381745378939,0.0,2.0,0.0,0.0,7.173687558524804,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZX1B23QBS53771758c578bbd85,22,2432.9694311113503,5.0,18.0,150.23099223671957,140.0,183.18046313378025,0.2777777777777778,16.194856965849702,3.0,8.101041473293414,0.5002230949230476,134.0,56.0,4.0,0.0,118.0,118.0,118.0,118.0,160.0
ZX1B23QBS53771758c578bbd85,23,941.7814711870747,0.0,6.0,10.0,0.0,33.82828103659017,0.0,94.17814711870747,1.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,4.0,4.0,4.0,10.0
ZX1B23QBS53771758c578bbd85,24,661.1035612681602,1.0,3.0,4.0,0.0,21.58256607790687,0.3333333333333333,165.27589031704005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0
ZX1B23QFSP48abead89f52e3bb,1,1478.6653178687636,53.0,11.0,133.0,0.0,66.51138626978735,4.818181818181818,11.117784344877922,1.0,0.0,0.0,123.0,113.0,93.0,2.0,67.0,67.0,67.0,67.0,103.0
ZX1B23QFSP48abead89f52e3bb,2,1257.957196274054,0.0,0.0,313.9509401075275,292.0,1.0016867065905781,0.0,4.006859147620983,1.0,0.0,0.0,292.0,104.0,104.0,8.0,194.0,194.0,194.0,194.0,314.0
ZX1B23QFSP48abead89f52e3bb,3,780.3108723803188,4.0,1.0,180.0,116.0,13.53959815994436,4.0,4.335060402112882,1.0,0.0,0.0,109.0,107.0,94.0,18.0,147.0,147.0,147.0,147.0,167.0
ZX1B23QFSP48abead89f52e3bb,4,1056.938759924586,0.0,3.0,127.0,58.0,41.252697567944494,0.0,8.322352440351072,2.0,6.126449968797802,0.7361440184981355,80.0,66.0,18.0,2.0,54.0,54.0,54.0,54.0,117.0
ZX1B23QFSP48abead89f52e3bb,5,781.8344276971545,1.0,2.0,16.0,0.0,16.019839456464354,0.5,48.86465173107216,1.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,8.0,8.0,8.0,15.0
ZX1B23QFSP48abead89f52e3bb,6,717.3648879733416,5.0,7.0,8.0,0.0,30.895169565961115,0.7142857142857143,89.6706109966677,1.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0,4.0,4.0,4.0,7.0
ZX1B23QFSP48abead89f52e3bb,7,3717.695391902099,76.0,23.0,187.0,1992.0,89.80079109470084,3.3043478260869565,19.88072402086684,3.0,6.74362288759356,0.33920408937398067,2067.0,2026.0,2000.0,28.0,1601.0,1601.0,1601.0,1601.0,2169.0
ZX1B23QFSP48abead89f52e3bb,8,3990.573829447709,83.0,23.0,317.32980889538175,33.0,92.87443522212845,3.608695652173913,12.575477366399365,5.0,9.645207063334425,0.7669853622499946,141.0,116.0,43.0,35.0,137.0,137.0,137.0,137.0,239.0
ZX1B23QFSP48abead89f52e3bb,9,1746.9685436160821,25.0,12.0,38.0,0.0,50.3410617416124,2.0833333333333335,45.97285641094953,1.0,0.0,0.0,12.0,10.0,1.0,12.0,22.0,22.0,22.0,22.0,32.0
ZX1B23QFSP48abead89f52e3bb,10,3605.5953185741,45.0,21.0,235.1689118620261,262.0,137.57109426562175,2.142857142857143,15.331938605428881,4.0,10.025699057854304,0.653909418493517,322.0,295.0,252.0,34.0,149.0,149.0,149.0,149.0,301.0
ZX1B23QFSP48abead89f52e3bb,11,2447.1865440337892,143.0,21.0,260.913040101576,178.0,122.56447646191751,6.809523809523809,9.379318653759412,2.0,57.587736194196616,6.139863493294828,214.0,206.0,134.0,18.0,219.0,219.0,219.0,219.0,142.0
ZX1B23QFSP48abead89f52e3bb,12,4192.348094022032,52.0,19.0,263.1948872059503,109.0,120.33165154702729,2.736842105263158,15.92868364020124,3.0,11.596826259723578,0.7280467439541077,117.0,108.0,73.0,62.0,140.0,140.0,140.0,140.0,215.0
ZX1B23QFSP48abead89f52e3bb,13,1123.2548398554761,18.0,17.0,36.0,0.0,111.32004141203087,1.0588235294117647,31.201523329318782,2.0,2.5955982227661694,0.08318818909483157,26.0,24.0,8.0,0.0,21.0,21.0,21.0,21.0,26.0
ZX1B23QFSP48abead89f52e3bb,14,2196.9250033042454,70.0,13.0,313.54045258419137,192.0,65.59388614589297,5.384615384615385,7.006831128797745,3.0,40.73086884752397,5.813022762903765,243.0,235.0,211.0,31.0,248.0,248.0,248.0,248.0,192.0
ZX1B23QFSP48abead89f52e3bb,15,5361.140960728718,100.0,40.0,242.08539486475073,78629.0,247.99168207422062,2.5,22.14566047540333,2.0,58.83736429177155,2.656834929674861,78707.0,78682.0,78637.0,30.0,83.0,83.0,83.0,83.0,78751.0
ZX1B23QFSP48abead89f52e3bb,16,5095.027691533635,32.0,14.0,622.8722971262234,467.0,84.79607468580036,2.2857142857142856,8.1798913116554,2.0,187.50694345284822,22.922913802738737,345.0,321.0,149.0,52.0,314.0,314.0,314.0,314.0,564.0
ZX1B23QFSP48abead89f52e3bb,17,1192.6427390659753,20.0,4.0,115.0,17.0,20.41502209799287,5.0,10.370806426660655,1.0,0.0,0.0,28.0,23.0,17.0,8.0,56.0,56.0,56.0,56.0,86.0
ZX1B23QFSP48abead89f52e3bb,18,1883.643405862029,8.0,9.0,44.0,0.0,52.69576649852182,0.8888888888888888,42.810077405955205,1.0,0.0,0.0,4.0,4.0,2.0,18.0,26.0,26.0,26.0,26.0,39.0
ZX1B23QFSP48abead89f52e3bb,19,652.0690681012238,7.0,2.0,16.0,0.0,17.764913609939804,3.5,40.75431675632649,1.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,9.0,9.0,9.0,15.0
ZX1B23QFSP48abead89f52e3bb,20,1485.527461917381,6.0,6.0,134.73018569387457,104.0,43.17279273948615,1.0,11.025943846709325,3.0,9.541273923551262,0.8653475889412261,104.0,104.0,104.0,23.0,115.0,115.0,115.0,115.0,29.0
ZX1B23QFSP48abead89f52e3bb,21,1424.9510919940324,2.0,7.0,42.0,0.0,41.40948385177191,0.2857142857142857,33.92740695223887,1.0,0.0,0.0,12.0,5.0,0.0,15.0,23.0,23.0,23.0,23.0,40.0
ZX1B23QFSP48abead89f52e3bb,22,994.1103913719841,4.0,9.0,13.0,0.0,28.91080197188459,0.4444444444444444,76.47003010553723,1.0,0.0,0.0,9.0,9.0,0.0,1.0,12.0,12.0,12.0,12.0,13.0
ZX1B23QFSP48abead89f52e3bb,23,602.5728050277851,4.0,6.0,12.0,402.0,42.02102865754651,0.6666666666666666,50.21440041898209,2.0,3.271446969887496,0.06514957746365564,406.0,404.0,404.0,4.0,7.0,7.0,7.0,7.0,410.0
ZX1B23QFSP48abead89f52e3bb,24,1004.9569289585838,4.0,10.0,17.0,0.0,62.732660307238305,0.4,59.11511346815199,3.0,11.42884121124616,0.1933319677615674,10.0,4.0,0.0,5.0,8.0,8.0,8.0,8.0,15.0
ZX1B23QFSP48abead89f52e3bb,25,468.9817457825046,0.0,1.0,20.0,0.0,1.6812393055429387,0.0,23.44908728912523,1.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,20.0,20.0,20.0
ZX1B23QFSP48abead89f52e3bb,26,561.629290222034,0.0,0.0,3.0,0.0,0.4380024884643607,0.0,187.20976340734467,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0
ZX1B23QFSP48abead89f52e3bb,27,592.2765010446415,0.0,0.0,28.0,0.0,0.20405771604347497,0.0,21.152732180165767,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,1.0,1.0,28.0
ZX1B23QFSP48abead89f52e3bb,28,969.3512513314738,3.0,13.0,16.0,0.0,56.63095109659922,0.23076923076923078,60.58445320821711,1.0,0.0,0.0,6.0,4.0,2.0,2.0,6.0,6.0,6.0,6.0,16.0
ZX1B23QFSP48abead89f52e3bb,29,1997.4743599459666,34.0,15.0,104.0,68.0,49.5546258788367,2.066666666666667,19.20648423024968,3.0,7.6838856921676815,0.400067268952106,26.0,21.0,0.0,10.0,32.0,32.0,32.0,32.0,51.0
ZX1B23QFSP48abead89f52e3bb,30,334.2816597347176,0.0,1.0,16.0,16.0,5.298023112770575,0.0,20.89260373341985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,16.0,16.0
