PHONE_ID ,TRACK_NO,PATH_LENGTH,TIME_STOPPED,NO_STOPS,TIME_SPENT,INACTIVE_TIME,STHETACHANGE,STHETAIN,STHETAOUT,STHETAINOUT,TIMEPERSTOP,TOTAVRGSPEED,TIMESSTOPPEDHERE,X1,Y1,X2,Y2
HT25TW5055273593c875a9898b00,1,496.9913279613714,0.0,2.0,0.0,0.0,64.25176121958833,0.0,0.0,0.0,0.0,0.0,0.0,330.0,322.0,460.0,344.0
HT25TW5055273593c875a9898b00,1,21.963340553853374,0.0,1.0,1.2598178013399663,0.0,1.3097833577620477,0.0,0.0,0.0,1.0,17.43374361792058,1.0,200.0,344.0,330.0,364.0
HT25TW5055273593c875a9898b00,1,166.79668749294842,0.0,1.0,2.889242032668415,0.0,1.9470480736627689,0.0,0.0,0.0,1.0,57.730257834751264,1.0,590.0,344.0,720.0,364.0
HT25TW5055273593c875a9898b00,1,183.57683947171955,0.0,0.0,0.0,0.0,1.9728950547978634,0.0,0.0,0.0,0.0,0.0,0.0,720.0,322.0,850.0,344.0
HT25TW5055273593c875a9898b00,1,1054.0180775581416,0.0,5.0,0.0,0.0,14.603284565277802,0.0,0.0,0.0,0.0,0.0,0.0,590.0,322.0,720.0,344.0
HT25TW5055273593c875a9898b00,1,1452.262998117666,0.0,12.0,0.0,0.0,113.54744925793939,0.0,0.0,0.0,0.0,0.0,0.0,460.0,322.0,590.0,344.0
HT25TW5055273593c875a9898b00,1,3.131109111636781,0.0,1.0,0.1107579712298185,0.0,0.13566916447182908,0.0,0.0,0.0,1.0,28.269830847116648,1.0,720.0,344.0,850.0,364.0
HT25TW5055273593c875a9898b00,1,83.04557248804522,0.0,1.0,1.153592430563204,0.0,6.972295911016934,0.0,0.0,0.0,0.0,71.98865932875525,0.0,720.0,302.0,850.0,322.0
HT25TW5055273593c875a9898b00,1,810.0569572389701,0.0,8.0,0.06833130406741891,0.0,111.54297102454021,0.0,0.0,0.0,0.0,11854.844105415132,0.0,200.0,302.0,330.0,322.0
HT25TW5055273593c875a9898b00,1,1393.85332658574,0.0,16.0,0.0,0.0,70.37863294305816,0.0,0.0,0.0,0.0,0.0,0.0,460.0,302.0,590.0,322.0
HT25TW5055273593c875a9898b00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,344.0,590.0,364.0
HT25TW5055273593c875a9898b00,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,344.0,460.0,364.0
HT25TW5055273593c875a9898b00,1,608.708567946266,0.0,9.0,54.67185091081489,0.0,33.87040946717185,0.0,0.0,0.0,5.555555555555555,11.133856963051064,50.0,200.0,322.0,330.0,344.0
HT25TW5055273593c875a9898b00,1,672.897452506235,0.0,7.0,0.0,0.0,38.92860027726751,0.0,0.0,0.0,0.0,0.0,0.0,590.0,302.0,720.0,322.0
HT25TW5055273593c875a9898b00,1,810.0704257666089,0.0,7.0,0.0,0.0,47.607426149136245,0.0,0.0,0.0,0.0,0.0,0.0,330.0,302.0,460.0,322.0
HT25TW5055273593c875a9898b00,3,231.01172989716125,0.0,3.0,0.0,0.0,5.7926087631314385,0.0,0.0,0.0,0.0,0.0,0.0,720.0,322.0,850.0,344.0
HT25TW5055273593c875a9898b00,3,1172.2496920838246,0.0,13.0,4.78433532108918,0.0,42.219516102509544,0.0,0.0,0.0,0.3076923076923077,245.01829688161482,4.0,460.0,322.0,590.0,344.0
HT25TW5055273593c875a9898b00,3,176.02095944108316,0.0,1.0,0.0,0.0,5.703441585178935,0.0,0.0,0.0,0.0,0.0,0.0,590.0,344.0,720.0,364.0
HT25TW5055273593c875a9898b00,3,297.2279688388533,0.0,7.0,0.0,0.0,15.384876045735998,0.0,0.0,0.0,0.0,0.0,0.0,720.0,302.0,850.0,322.0
HT25TW5055273593c875a9898b00,3,124.39614683161511,0.0,0.0,0.0,0.0,0.529217516453024,0.0,0.0,0.0,0.0,0.0,0.0,330.0,344.0,460.0,364.0
HT25TW5055273593c875a9898b00,3,1411.8472325150938,0.0,10.0,4.7250628697234,0.0,15.531351869555998,0.0,0.0,0.0,0.2,298.7996713359587,2.0,330.0,322.0,460.0,344.0
HT25TW5055273593c875a9898b00,3,428.22422865752486,0.0,3.0,0.0,0.0,11.399353205995398,0.0,0.0,0.0,0.0,0.0,0.0,460.0,302.0,590.0,322.0
HT25TW5055273593c875a9898b00,3,115.40543149952303,0.0,1.0,0.0,0.0,9.31994475884051,0.0,0.0,0.0,0.0,0.0,0.0,720.0,344.0,850.0,364.0
HT25TW5055273593c875a9898b00,3,1026.042648614385,0.0,9.0,14.154559533694158,0.0,41.08886349474473,0.0,0.0,0.0,1.3333333333333333,72.4884900990346,12.0,200.0,302.0,330.0,322.0
HT25TW5055273593c875a9898b00,3,2807.188620797634,0.0,25.0,13.665085311061228,0.0,34.63259968510878,0.0,0.0,0.0,0.32,205.42781526035188,8.0,330.0,302.0,460.0,322.0
HT25TW5055273593c875a9898b00,3,888.2677418223556,0.0,7.0,8.784376577832997,0.0,33.03136190950439,0.0,0.0,0.0,0.8571428571428571,101.11904173870023,6.0,590.0,302.0,720.0,322.0
